premise,hypo,generated_hypo
<t> The standardized shipping container marker'which is possible only because of the existence of bar codes in the first place'provides a scannable description of a carton that can be electronically associated with data files containing specific information on the individual products shipped to the retailer. </t> <g> ( <pointer:0> employ-02 :ARG0 ( <pointer:1> step-01 :mod ( <pointer:2> this ) :part-of ( <pointer:3> analyze-01 ) ) :ARG1 ( <pointer:4> model :mod ( <pointer:5> computer ) :mod ( <pointer:6> complex ) :ARG0-of ( <pointer:7> simulate-01 :ARG1 ( <pointer:8> and :op1 ( <pointer:9> transport-01 :ARG1 ( <pointer:10> pollutant :ARG1-of ( <pointer:11> emit-01 ) ) :ARG3 ( <pointer:12> atmosphere ) ) :op2 ( <pointer:13> transform-01 :ARG1 <pointer:10> ) ) ) ) )  </g> [EOS],"Without the existence of bar codes, shipping container markers would be impossible."," The shipping container marker is possible only because of bar codes. , sc"
"<t> The details of what happened on the morning of September 11 are complex, but they play out a simple theme. </t> <g> ( <pointer:0> full-09 :ARG1 ( <pointer:1> district :mod ( <pointer:2> person :ARG0-of ( <pointer:3> tour-01 ) ) :mod ( <pointer:4> reputation ) :domain ( <pointer:5> it ) ) :ARG2 ( <pointer:6> and :op1 ( <pointer:7> center :mod ( <pointer:8> shop-01 ) ) :op2 ( <pointer:9> store :mod ( <pointer:10> department ) ) :op3 ( <pointer:11> restaurant :quant ( <pointer:12> number ) :ARG1-of ( <pointer:13> good-02 ) ) ) )  </g> [EOS]",The theme of the events on September 11 is simple even though the details are complex. , The details of 9/11 are complex. They play out a simple
"<t> If the cloth has tension before it is cut, then it will contract after it is cut into separate pattern pieces. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> situation ) )  </g> [EOS]",Fabric will shrink under the condition that it was stretched out during the cutting process., The cloth will contract if it has tension. ...what i mean is
<t> It is shameful that the Gage Canadian allows only  plaid.  </t> <g> ( <pointer:0> result-01 :ARG1 ( <pointer:1> campaign-01 :ARG0 ( <pointer:2> he ) :manner ( <pointer:3> ruthless ) ) :ARG2 ( <pointer:4> or :op1 ( <pointer:5> die-01 :ARG1 ( <pointer:6> person :mod ( <pointer:7> country :wiki <lit> Republic of Ireland </lit> :name ( <pointer:8> name :op1 <lit> Ireland </lit> ) ) :quant ( <pointer:9> more-than :op1 600000 ) ) ) :op2 ( <pointer:10> deport-01 :ARG1 <pointer:6> ) ) )  </g> [EOS],Gage Canadian shouldn't allow only plaid.," Plaid is the only thing allowed in Gage Canadian. , it"
<t> What's your favorite? </t> <g> ( <pointer:0> mad-02 :ARG1 ( <pointer:1> it ) :ARG1-of ( <pointer:2> utter-02 ) )  </g> [EOS],Do you have a favorite?, What is your favorite? .asmotlize the question with a
"<t> In particular, retaining some short-cycle capacity may be advantageous for production of SKUs with higher levels of demand variation, whether because of fashion content or uncommon size'that is, for garments that have unique design elements or are in a size few consumers wear. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> true-01 :ARG1 ( <pointer:2> that ) :ARG1-of ( <pointer:3> real-04 ) ) :snt2 ( <pointer:4> seem-01 :ARG1 ( <pointer:5> have-degree-91 :ARG1 ( <pointer:6> color :mod ( <pointer:7> certain ) ) :ARG2 ( <pointer:8> possible-01 :ARG1 ( <pointer:9> accept-01 :ARG1 <pointer:6> ) ) :ARG3 ( <pointer:10> more ) ) :ARG2-of ( <pointer:11> include-91 :ARG1 ( <pointer:12> lot ) ) ) )  </g> [EOS]",Short-cycle capacity could be advantageous.," It is advantageous to retain some short-cycle capacity. ...or,"
<t> One of the passengers who mentioned a bomb expressed his belief that it was not real. </t> <g> ( <pointer:0> notice-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> run-04 :ARG1 ( <pointer:3> branch :ARG1-of ( <pointer:4> long-03 ) ) :ARG3 ( <pointer:5> tree ) :direction ( <pointer:6> direction :ARG1-of ( <pointer:7> right-06 ) ) :direction ( <pointer:8> out ) ) )  </g> [EOS],Someone talked about an explosive device.," A passenger said that the bomb was fake. , when asked about it"
<t> Do you plan on staying in Charlotte? </t> <g> ( <pointer:0> stand-01 :ARG1 ( <pointer:1> facility :wiki <lit> Morant Point Lighthouse </lit> :name ( <pointer:2> name :op1 <lit> Morant </lit> :op2 <lit> Point </lit> :op3 <lit> Lighthouse </lit> ) :ARG1-of ( <pointer:3> build-01 :time ( <pointer:4> date-entity :year 1841 ) ) ) :ARG2 ( <pointer:5> tip :part-of ( <pointer:6> country :wiki <lit> Jamaica </lit> :name ( <pointer:7> name :op1 <lit> Jamaica </lit> ) ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> eastern ) :ARG3 ( <pointer:10> most ) ) ) )  </g> [EOS],Are you going to stay in Charlotte?," Do you plan on staying in Charlotte? .asmaids, the"
"<t> When we quote from a source document, we use its transliteration, e.g.,al Qida instead of al Qaeda. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> wait-01 :ARG1 ( <pointer:2> i ) :ARG2 ( <pointer:3> movie ) :time ( <pointer:4> always ) ) :snt2 ( <pointer:5> have-03 :polarity - :ARG0 ( <pointer:6> i ) :ARG1 ( <pointer:7> time :purpose ( <pointer:8> read-01 :ARG0 <pointer:6> :ARG1 ( <pointer:9> book ) ) ) ) )  </g> [EOS]",When a source document is quoted we directly translate the scripting language into the Latin alphabet., We use transliteration when we quote from a source document. ...
"<t> This year's Annual Appeal goal is $65,000. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> thing :ARG1-of ( <pointer:2> cover-02 :ARG0 ( <pointer:3> magazine :wiki <lit> News (United States) </lit> :name ( <pointer:4> name :op1 <lit> News </lit> ) ) ) ) :ARG1 ( <pointer:5> erode-01 :ARG0 ( <pointer:6> and :op1 ( <pointer:7> proliferate-01 :ARG0 ( <pointer:8> device :mod ( <pointer:9> computer :mod ( <pointer:10> small ) ) ) ) :op2 ( <pointer:11> ascend-01 :ARG1 ( <pointer:12> application :ARG1-of ( <pointer:13> base-02 :ARG2 ( <pointer:14> web ) ) ) ) ) :ARG1 ( <pointer:15> dominate-01 :ARG0 ( <pointer:16> company :wiki <lit> Microsoft </lit> :name ( <pointer:17> name :op1 <lit> Microsoft </lit> ) ) ) ) )  </g> [EOS]","The Annual Appeal goal of this year is $65,000."," The Annual Appeal goal is $65,000. ...whatto say"
"<t> The sociocultural vision is very dierent from behaviorism, which views development as directly imposed, or shaped, by external forces. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> know-01 :ARG0 ( <pointer:2> you ) ) :op2 ( <pointer:3> talk-01 :ARG0 ( <pointer:4> he ) :ARG1 ( <pointer:5> talk-01 :ARG0 <pointer:4> :ARG1 ( <pointer:6> go-08 :ARG1 ( <pointer:7> nobody ) :ARG2 ( <pointer:8> broke-23 :ARG1 <pointer:7> ) :ARG3 ( <pointer:9> pay-01 :ARG0 <pointer:7> :ARG1 ( <pointer:10> percentage-entity :value 30 ) ) ) ) ) )  </g> [EOS]",Sociocultural vision and behaviorism are very different views., The sociocultural vision is dierent from behaviorism. ...
"<t> They enabled the passengers to gain critical information, including the news that two aircraft had slammed into the World Trade Center. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> include-91 :ARG1 ( <pointer:2> and :op1 ( <pointer:3> monetary-quantity :ARG2-of ( <pointer:4> cost-01 :ARG1 ( <pointer:5> and :op1 ( <pointer:6> assess-01 :ARG1 ( <pointer:7> duty : prep-on ( <pointer:8> merchandise :ARG1-of ( <pointer:9> import-01 ) ) ) ) :op2 ( <pointer:10> collect-01 :ARG1 <pointer:7> ) ) ) ) :op2 ( <pointer:11> monetary-quantity :ARG2-of ( <pointer:12> cost-01 :ARG1 ( <pointer:13> and :op1 ( <pointer:14> salary :beneficiary ( <pointer:15> person :ARG0-of ( <pointer:16> specialize-01 :ARG1 ( <pointer:17> import-01 ) ) :ARG0-of ( <pointer:18> classify-01 :ARG1 <pointer:8> ) ) ) :op2 ( <pointer:19> monetary-quantity :ARG2-of ( <pointer:20> cost-01 :ARG1 ( <pointer:21> process-01 :ARG1 ( <pointer:22> paperwork ) ) ) ) ) ) ) ) :ARG2 ( <pointer:23> monetary-quantity :ARG2-of ( <pointer:24> cost-01 ) :ARG1-of ( <pointer:25> associate-01 ) ) :ARG3 ( <pointer:26> some ) :mod ( <pointer:27> primary ) ) )  </g> [EOS]",The news that two aircraft had slammed into the World Trade Center became available to the passengers.," The passengers were able to get information. , including the news that two"
"<t> ...One nation, invisible. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> huh :mode expressive ) :snt2 ( <pointer:2> yeah :mode expressive ) :snt3 ( <pointer:3> see-01 :ARG1 ( <pointer:4> have-03 :ARG0 ( <pointer:5> event :wiki <lit> Ford Taurus </lit> :name ( <pointer:6> name :op1 <lit> Taurus </lit> :op2 <lit> Show </lit> ) ) :ARG1 ( <pointer:7> and :op1 ( <pointer:8> kit :mod ( <pointer:9> spoiler ) ) :op2 ( <pointer:10> engine :mod ( <pointer:11> big ) ) :op3 ( <pointer:12> stuff :ARG1-of ( <pointer:13> resemble-01 :ARG2 ( <pointer:14> that ) ) ) ) ) ) )  </g> [EOS]",An invisible nation.," It was a one nation, invisible. ...what?!?!??"
<t> It is difficult to make any sensible connection between the lives of authors and their creations. </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> even-02 :polarity - :ARG1 ( <pointer:3> floor ) ) :mod ( <pointer:4> well ) )  </g> [EOS],It's hard to make any sort of connection between the author's life and their work. , It is hard to make a connection between the lives of authors and their creations. 
<t> Do you remember the names of any of them? </t> <g> ( <pointer:0> beach :ARG1-of ( <pointer:1> fine-03 ) :quant ( <pointer:2> several ) :location ( <pointer:3> along :op1 ( <pointer:4> coastline :location ( <pointer:5> east ) ) ) :ARG0-of ( <pointer:6> have-03 :ARG1 ( <pointer:7> condition :mod ( <pointer:8> surf-01 :instrument ( <pointer:9> wind ) ) :ARG1-of ( <pointer:10> perfect-02 ) ) ) :location ( <pointer:11> bay :ARG1-of ( <pointer:12> wide-02 ) :mod ( <pointer:13> shallow ) :poss <pointer:0> ) )  </g> [EOS],Do you remember any of their names?, Do you remember the names of any? . Were there beaches along that
<t> At 80 he was still cold. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> hear-01 :ARG0 ( <pointer:3> you ) :ARG1 ( <pointer:4> marry-01 :polarity - :ARG1 <pointer:3> :ARG2 ( <pointer:5> he ) ) :polarity ( <pointer:6> amr-unknown ) ) :manner ( <pointer:7> dictator ) )  </g> [EOS],He was still chilly even at 80.," He was still cold at 80. ,what you hear?...that"
"<t> He could have learned of this from messages being sent by United Airlines to the cockpits of its transcontinental flights, including Flight 93, warning of cockpit intrusion and telling of the New York attacks. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> yes :mod ( <pointer:2> yeah ) ) :snt2 ( <pointer:3> true-01 :ARG1 ( <pointer:4> that ) :mod ( <pointer:5> too ) ) )  </g> [EOS]",United Airlines sent some messages to the cockpits of transcontinental flights.," The messages were sent to the cockpits of United Airlines. ,"
<t> Then watch your gift multiply. </t> <g> ( <pointer:0> same-01 :ARG1 ( <pointer:1> work-of-art :wiki <lit> Heathers (film) </lit> :name ( <pointer:2> name :op1 <lit> Heathers </lit> ) ) :ARG2 ( <pointer:3> movie :mod ( <pointer:4> slash :op1 ( <pointer:5> person :wiki <lit> Rita Rudd </lit> :name ( <pointer:6> name :op1 <lit> Rita </lit> :op2 <lit> Rudd </lit> ) ) :op2 ( <pointer:7> person :wiki <lit> Jack Cusack </lit> :name ( <pointer:8> name :op1 <lit> Jack </lit> :op2 <lit> Cusack </lit> ) ) ) ) :ARG3 ( <pointer:9> theme ) :concession ( <pointer:10> black-05 :ARG1 <pointer:1> ) )  </g> [EOS],Your gift will help tremendously. , Then watch your gift grow. ...what's the name of Heathers
<t> The President emphasized to us that he had authorized the shootdown of hijacked aircraft. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> person :wiki <lit> Robert Bork </lit> :name ( <pointer:2> name :op1 <lit> Bork </lit> ) ) :ARG1 ( <pointer:3> trust-02 :polarity - :mode imperative :ARG0 ( <pointer:4> you ) :ARG1 ( <pointer:5> person :wiki - :name ( <pointer:6> name :op1 <lit> Sather </lit> ) ) :time ( <pointer:7> ever ) ) :ARG1-of ( <pointer:8> soft-02 ) )  </g> [EOS],A shootdown of the hijacked aircraft was authorized., The President told us that he had authorized the shootdown of a hijacked aircraft. 
"<t> Indeed, Washington wore a dark brown suit, entirely made in America, for his first inaugural on April 30, 1789. </t> <g> ( <pointer:0> implement-01 :li 13 :ARG0 ( <pointer:1> executive ) :ARG1 ( <pointer:2> law :wiki - :name ( <pointer:3> name :op1 <lit> Government </lit> :op2 <lit> Performance </lit> :op3 <lit> and </lit> :op4 <lit> Results </lit> :op5 <lit> Act </lit> ) ) :ARG1-of ( <pointer:4> effective-04 ) :ARG1-of ( <pointer:5> publication-91 :ARG4 ( <pointer:6> and :op1 ( <pointer:7> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:8> name :op1 <lit> GAO </lit> ) ) :op2 ( <pointer:9> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:10> name :op1 <lit> GAO </lit> ) ) :op3 ( <pointer:11> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:12> name :op1 <lit> GAO </lit> ) ) ) :time ( <pointer:13> date-entity :year 1996 :month 6 :day 118 ) ) )  </g> [EOS]",Washington was clad in an American dark brown suit at his 1789 inauguration.," Washington wore a dark brown suit for his first inaugural. , when he"
"<t> Goin' cut him if he stan' still, goin' shoot him if he run. </t> <g> ( <pointer:0> guarantee-01 :ARG0 ( <pointer:1> that ) :ARG1 ( <pointer:2> keep-02 :ARG0 ( <pointer:3> person ) :ARG1 ( <pointer:4> buy-01 :ARG0 <pointer:3> :ARG1 ( <pointer:5> ticket ) ) :condition ( <pointer:6> as-long-as :op1 ( <pointer:7> favor-01 :ARG0 ( <pointer:8> odds ) :ARG1 <pointer:3> ) ) ) )  </g> [EOS]",I will cut him if he stands still and I'm going to shoot him if he runs away.," If he stan' still, I'll cut him.  (ex"
<t> The whole enchilada! </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> situation ) )  </g> [EOS],The entire enchilada, The whole meal! ...what a wonderful thing to have. I can
<t> We hope you had an opportunity to read about Robert and his time at the Club before the letter became lost in the numerous pieces of mail one receives over the holidays. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> possible-01 :ARG1 ( <pointer:2> annex-01 :ARG0 ( <pointer:3> you ) :ARG1 ( <pointer:4> country :wiki <lit> Cuba </lit> :name ( <pointer:5> name :op1 <lit> Cuba </lit> ) ) ) :mod ( <pointer:6> of-course ) ) :ARG2 ( <pointer:7> dislike-01 :ARG0 <pointer:4> :ARG1 <pointer:2> :degree ( <pointer:8> bit ) ) )  </g> [EOS],We hope you read about Robert and his experience at the Club., We hope you read about Robert and his time at the Club before your mail got lost
"<t> As you know, we are in the process of building an endowment fund in graduate periodontics at Indiana University which will honor Dr. Timothy J. O'Leary, a man whose leadership played a significant role in our school and profession. </t> <g> ( <pointer:0> tough-02 :ARG1 ( <pointer:1> think-01 :ARG1 ( <pointer:2> other :quant ( <pointer:3> some ) ) ) :degree ( <pointer:4> kind-of ) :concession ( <pointer:5> watch-01 :ARG0 ( <pointer:6> i ) :ARG1 ( <pointer:7> thing :quant ( <pointer:8> some ) :ARG1-of ( <pointer:9> include-91 :ARG2 ( <pointer:10> thing :mod ( <pointer:11> frivolous ) :mod ( <pointer:12> that ) ) ) :example ( <pointer:13> watch-01 :ARG0 <pointer:6> :ARG1 ( <pointer:14> broadcast-program :wiki <lit> Knots Landing </lit> :name ( <pointer:15> name :op1 <lit> Knots </lit> :op2 <lit> Landing </lit> ) ) :time ( <pointer:16> date-entity :time <lit> 19:00 </lit> :weekday ( <pointer:17> thursday ) :dayperiod ( <pointer:18> night ) ) :time ( <pointer:19> get-05 :ARG1 <pointer:6> :ARG2 ( <pointer:20> home ) :source ( <pointer:21> aerobics ) ) ) ) ) :mod ( <pointer:22> oh :mode expressive ) )  </g> [EOS]",Dr. Timothy J. O'Leary is a man who played a great role at the school., Indiana University is building an endowment fund in graduate periodontics. 
"<t> The firm was stocking out of the low demand items, which, as described above, suffered from relatively high demand variation. </t> <g> ( <pointer:0> obligate-01 :ARG1 ( <pointer:1> we ) :ARG2 ( <pointer:2> get-down-00 :ARG0 <pointer:1> :ARG1 ( <pointer:3> it ) ) :mod ( <pointer:4> just ) :ARG1-of ( <pointer:5> be-it-08 ) :mod ( <pointer:6> well ) )  </g> [EOS]",The firm was out of the low demand items which turned out to suffer from high demand variation.," The firm was stocking out of low demand items. , suffered from relatively"
"<t> By 10:45 there was, however, another set of fighters circling Washington that had entirely different rules of engagement. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> view-01 :ARG1 ( <pointer:2> across :op1 ( <pointer:3> river ) :source ( <pointer:4> city ) ) :mod ( <pointer:5> superb ) ) :snt2 ( <pointer:6> design-01 :ARG1 ( <pointer:7> room ) :ARG3 ( <pointer:8> contemporary :degree ( <pointer:9> very ) ) ) )  </g> [EOS]",The rules of engagement for fighters in the air over Washington on that day were different from normal., There were fighters circling Washington by 10:45. ...what had entirely
"<t> she said, I mean, a huge group! </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> ask-01 :mode imperative :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> truth-value :polarity-of ( <pointer:4> miss-02 :ARG0 <pointer:5> :ARG1 ( <pointer:5> thing :mod ( <pointer:6> any ) ) ) ) :ARG2 ( <pointer:7> person :wiki <lit> Robin Cook </lit> :name ( <pointer:8> name :op1 <lit> Cook </lit> ) ) ) :snt2 ( <pointer:9> and :op1 ( <pointer:10> think-01 :ARG0 ( <pointer:11> i ) :ARG1 ( <pointer:12> likely-01 :ARG1 ( <pointer:13> prove-01 :ARG1 ( <pointer:14> task :mod ( <pointer:15> herculean ) :domain ( <pointer:16> and :op1 ( <pointer:17> harbor-01 :ARG1 ( <pointer:18> and :op1 ( <pointer:19> person :wiki <lit> Margaret Howard </lit> :name ( <pointer:20> name :op1 <lit> Miss </lit> :op2 <lit> Howard </lit> ) ) :op2 ( <pointer:21> person :wiki <lit> Alfred Inglethorp </lit> :name ( <pointer:22> name :op1 <lit> Alfred </lit> :op2 <lit> Inglethorp </lit> ) ) ) :location ( <pointer:23> under :op1 ( <pointer:24> roof :ARG1-of ( <pointer:25> same-01 ) ) ) ) :op2 ( <pointer:26> keep-01 :ARG1 ( <pointer:27> peace :location ( <pointer:28> between :op1 <pointer:18> :op2 <pointer:21> ) ) ) ) ) ) ) :manner ( <pointer:29> forcible :degree ( <pointer:30> very ) ) :time ( <pointer:31> moment :mod ( <pointer:32> that ) ) ) :op2 ( <pointer:33> envy-01 :polarity - :ARG0 <pointer:11> :ARG1 ( <pointer:34> person :wiki - :name ( <pointer:35> name :op1 <lit> John </lit> ) ) ) ) ) "",</g> [EOS]",She said there was a humongous group!," She said a large group. , I mean! A huge Group!"""
<t> The metaphor of a scaffold has been used to describe eective adult support as children work on tasks that teach culturally valued concepts and skills. </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> thing :manner-of ( <pointer:3> suppose-02 :ARG1 ( <pointer:4> develop-02 :ARG1 ( <pointer:5> product :wiki <lit> Simulacra </lit> :name ( <pointer:6> name :op1 <lit> Simulacra </lit> ) ) ) ) ) )  </g> [EOS],Children can work on tasks that teach culturally valued concepts and skills.," The scaffold is a metaphor for caring. , children work on tasks"
"<t> There are lengthy usage notes and synonym studies in W that do not appear in L at all or in greatly abbreviated form, sometimes mercifully so, for W occasionally succumbs to prolixity. </t> <g> ( <pointer:0> recognize-02 :polarity - :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> person :wiki <lit> Michael Tuppence </lit> :name ( <pointer:3> name :op1 <lit> Tuppence </lit> ) ) :time ( <pointer:4> immediate ) )  </g> [EOS]",W has usage notes and synonym studies which L does not include, There are lengthy usage notes and synonym studies in W.  (sy
"<t> The second chapter of the Handbook is devoted in its entirety to The Pronoun Problem, mercifully concluding with the expression of some doubt that an artificial generic pronoun, like hir, thon, per , and other abominations, is likely to take hold. </t> <g> ( <pointer:0> confuse-01 :ARG1 ( <pointer:1> i ) )  </g> [EOS]",The pronoun problem makes up the totality of the second chapter. , The Pronoun Problem is the second chapter of Handbook.  explains it
"<t> In high school I was, you know, 3.0's, you knows A's and B's an occasional C. Now here I'm lucky if I get a C on something. </t> <g> ( <pointer:0> provide-01 :ARG0 ( <pointer:1> organization :wiki <lit> Association of Southeast Asian Nations </lit> :name ( <pointer:2> name :op1 <lit> APALRC </lit> ) ) :ARG1 ( <pointer:3> person :ARG0-of ( <pointer:4> interpret-01 ) ) )  </g> [EOS]","I was 3.0's, A's and B's and occasional C in high school. And now, here, I'm lucky if i get a C...", I was a very good student in high school.  When i got an
"<t> For example, textile firms that supply retailers directly with their own products may have to combine equivalent information technologies with manufacturing innovations in finishing lines that shorten production cycles in order to gain competitive advantage. </t> <g> ( <pointer:0> idle-01 :ARG1 ( <pointer:1> city :wiki <lit> Madrid </lit> :name ( <pointer:2> name :op1 <lit> Madrid </lit> ) :ARG1-of ( <pointer:3> notice-01 :ARG1-of ( <pointer:4> rare-02 ) :location ( <pointer:5> plain :mod ( <pointer:6> central ) :mod ( <pointer:7> arid ) :location ( <pointer:8> country :wiki <lit> Castile </lit> :name ( <pointer:9> name :op1 <lit> Castile </lit> ) ) ) ) ) : prep-as ( <pointer:10> backwater :mod ( <pointer:11> province ) ) :duration ( <pointer:12> more-than :op1 ( <pointer:13> temporal-quantity :quant 0.5 :unit ( <pointer:14> century ) ) ) :time ( <pointer:15> until :op1 ( <pointer:16> and :op1 ( <pointer:17> pluck-01 :ARG0 ( <pointer:18> person :wiki <lit> Felipe II of Castile </lit> :name ( <pointer:19> name :op1 <lit> Felipe </lit> :op2 <lit> II </lit> ) ) :ARG1 <pointer:1> :ARG2 ( <pointer:20> cap :mod ( <pointer:21> royal ) :poss <pointer:18> ) :time ( <pointer:22> date-entity :year 1561 ) ) :op2 ( <pointer:23> proclaim-01 :ARG0 <pointer:18> :ARG1 ( <pointer:24> have-org-role-91 :ARG0 <pointer:1> :ARG1 ( <pointer:25> country :wiki <lit> Spain </lit> :name ( <pointer:26> name :op1 <lit> Spain </lit> ) ) :ARG2 ( <pointer:27> capital ) ) ) ) ) )  </g> [EOS]",There are a few innovation strategies that textile firms can implement to be competitive., Textile firms may have to combine information technologies with manufacturing innovations in order for them gain
<t> The literacy statistics change little from year to year. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> neat :domain ( <pointer:2> that ) ) :op2 ( <pointer:3> supervise-01 :mod ( <pointer:4> just ) :ARG1-of ( <pointer:5> have-quant-91 :ARG3 ( <pointer:6> more-or-less ) :ARG4 ( <pointer:7> anything ) ) ) :op3 ( <pointer:8> security :ARG1-of ( <pointer:9> guess-01 :ARG0 ( <pointer:10> i ) ) :beneficiary ( <pointer:11> they ) ) )  </g> [EOS],The statistics with regards to literacy change slightly from year to year.," The literacy statistics don't change much. , and the neatness of"
<t> \\ They wasn't ghosts. </t> <g> ( <pointer:0> come-01 :ARG1 ( <pointer:1> person :ARG0-of ( <pointer:2> have-rel-role-91 :ARG1 ( <pointer:3> person :mod ( <pointer:4> ethnic-group :wiki <lit> Native Americans in the United States </lit> :name ( <pointer:5> name :op1 <lit> Indian </lit> ) ) ) :ARG2 ( <pointer:6> ancestor ) ) ) :ARG3 ( <pointer:7> continent :wiki <lit> Asia </lit> :name ( <pointer:8> name :op1 <lit> Asia </lit> ) ) :ARG4 ( <pointer:9> over :op1 ( <pointer:10> bridge :location ( <pointer:11> world-region :wiki <lit> Aleutian Islands </lit> :name ( <pointer:12> name :op1 <lit> Aleutian </lit> ) ) :mod ( <pointer:13> land ) ) ) :ARG1-of ( <pointer:14> real-04 ) :polarity ( <pointer:15> amr-unknown ) )  </g> [EOS],They were not ghosts. , They were not ghosts. They came from Asia and the west coast of
"<t> Although self-regulation improves gradually throughout childhood and adolescence, early childhood is a crucial period for its development'a time when children learn to overcome impulses by thinking before they act. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> means :polarity - :manner-of ( <pointer:2> destroy-01 :ARG1 ( <pointer:3> it ) ) ) :op2 ( <pointer:4> dare-01 :ARG1 ( <pointer:5> he ) :ARG2 ( <pointer:6> keep-01 :polarity - :ARG0 <pointer:5> :ARG1 <pointer:3> ) ) )  </g> [EOS]","Children learn to think before they act, therefore overcoming impulses during early childhood.", Early childhood is a crucial period for its development.  Although self-regulation improves
"<t> He became even more concerned as its route changed, moving into another sector's airspace. </t> <g> ( <pointer:0> remain-01 :ARG1 ( <pointer:1> blend-01 :ARG1 ( <pointer:2> tradition ) :ARG1-of ( <pointer:3> wrap-up-02 :ARG2 ( <pointer:4> economy :ARG1-of ( <pointer:5> modern-02 ) :ARG1-of ( <pointer:6> busy-01 ) ) ) :mod ( <pointer:7> rich ) :consist-of ( <pointer:8> layer :quant ( <pointer:9> multiple ) ) ) :ARG3 ( <pointer:10> and :op1 ( <pointer:11> cultural ) :op2 ( <pointer:12> historical ) ) :mod ( <pointer:13> also ) :time ( <pointer:14> move-01 :ARG0 ( <pointer:15> country :wiki <lit> Malaysia </lit> :name ( <pointer:16> name :op1 <lit> Malaysia </lit> ) ) :ARG2 ( <pointer:17> age :ARG1-of ( <pointer:18> modern-02 ) ) :manner ( <pointer:19> resolute ) ) )  </g> [EOS]",He was very concerned when the plane's route changed. ," He became more concerned as its route changed, moving into another sector's airspace. "
<t> Or do would they rather you have stay in Nursing? </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> address :poss ( <pointer:3> person :wiki <lit> Billy Thorpe </lit> :name ( <pointer:4> name :op1 <lit> Mr. </lit> :op2 <lit> Whittington </lit> ) ) :location ( <pointer:5> town ) ) :polarity ( <pointer:6> amr-unknown ) )  </g> [EOS],Do they think you should continue with the Nursing program?, Do they prefer you to stay in nursing?  or do would be better.
"<t> When you give to United Way, you can rest assured that your gift will be used efficiently and effectively to help people in need here at home. </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> hear-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> get-01 :ARG0 ( <pointer:4> company :wiki <lit> McDonald's </lit> :name ( <pointer:5> name :op1 <lit> McDonald's </lit> ) ) :ARG1 ( <pointer:6> flack :ARG1-of ( <pointer:7> have-quant-91 :ARG2 ( <pointer:8> much ) :ARG3 ( <pointer:9> so ) :ARG6 ( <pointer:10> work-01 :ARG0 <pointer:4> :ARG1 ( <pointer:11> something ) :ARG1-of ( <pointer:12> cause-01 :ARG0 ( <pointer:13> send-01 :ARG0 <pointer:4> :ARG1 ( <pointer:14> food :ARG1-of ( <pointer:15> hot-05 ) :poss <pointer:4> ) :ARG2 ( <pointer:16> out ) :instrument ( <pointer:17> Styrofoam ) ) ) ) ) ) ) ) )  </g> [EOS]","Make no mistake, your gift to the United Way will be used efficiently and effectively to help people in need here in the area."," United Way will help people in need. , you can rest assured that"
