premise,hypo,generated_hypo
"<t> Somewhat more involved  </t> <g> ( <pointer:0> attend-01 :ARG0 ( <pointer:1> person :wiki <lit> Everett Ellis Erlenborn </lit> :name ( <pointer:2> name :op1 <lit> Mr. </lit> :op2 <lit> Erlenborn </lit> ) ) :ARG1 ( <pointer:3> course-91 :location ( <pointer:4> and :op1 ( <pointer:5> university :wiki <lit> University of Notre Dame </lit> :name ( <pointer:6> name :op1 <lit> University </lit> :op2 <lit> of </lit> :op3 <lit> Notre </lit> :op4 <lit> Dame </lit> ) ) :op2 ( <pointer:7> university :wiki <lit> Indiana University </lit> :name ( <pointer:8> name :op1 <lit> Indiana </lit> :op2 <lit> University </lit> ) ) :op3 ( <pointer:9> university :wiki <lit> University of Illinois at Urbana\u2013Champaign </lit> :name ( <pointer:10> name :op1 <lit> University </lit> :op2 <lit> of </lit> :op3 <lit> Illinois </lit> ) ) :op4 ( <pointer:11> university :wiki <lit> University of Chicago </lit> :name ( <pointer:12> name :op1 <lit> Loyala </lit> :op2 <lit> University </lit> :op3 <lit> of </lit> :op4 <lit> Chicago </lit> ) ) ) :mod ( <pointer:13> undergraduate ) ) ) "",</g> [EOS]",This is a little more involved., More involved. ...what about Mr Erlenborn?..it's
<t> Please give what you can. </t> <g> ( <pointer:0> resemble-01 :ARG1 ( <pointer:1> bring-01 :ARG1 ( <pointer:2> person :wiki <lit> Steve Jobs </lit> :name ( <pointer:3> name :op1 <lit> Steve </lit> :op2 <lit> Jobs </lit> ) ) :direction ( <pointer:4> back ) :purpose ( <pointer:5> save-02 :ARG0 <pointer:2> :ARG1 ( <pointer:6> company :wiki <lit> Apple Inc. </lit> :name ( <pointer:7> name :op1 <lit> Apple </lit> ) ) ) ) :ARG2 ( <pointer:8> bring-01 :ARG1 ( <pointer:9> person :ARG0-of ( <pointer:10> have-org-role-91 :ARG2 ( <pointer:11> general ) ) ) :direction <pointer:4> ) :mod ( <pointer:12> respect :mod ( <pointer:13> this ) ) )  </g> [EOS],"Give what you are able, even if it's just $10."," Please give what you can. , bring-back Jobs; this is"
"<t> We are privately funded by thousands of individuals, clubs, businesses, churches, foundations -and others. </t> <g> ( <pointer:0> result-01 :ARG2 ( <pointer:1> receive-01 :polarity - :ARG0 ( <pointer:2> person :quant 4 :ARG1-of ( <pointer:3> estimate-01 ) :ARG1-of ( <pointer:4> include-91 :ARG2 ( <pointer:5> person :quant 5 :ARG0-of ( <pointer:6> require-01 :ARG1 ( <pointer:7> help-01 :ARG1 <pointer:2> :ARG1-of ( <pointer:8> legal-02 ) ) :location ( <pointer:9> community :poss ( <pointer:10> we ) ) ) :mod ( <pointer:11> income :ARG1-of ( <pointer:12> low-04 ) ) ) ) ) :ARG1 <pointer:7> ) )  </g> [EOS]",We are funded by thousands of donor.," We are funded by many different sources. ..and others, too!"
<t> One letter writer to The Times [21 June 1988]  </t> <g> ( <pointer:0> oppose-01 :ARG0 ( <pointer:1> it :ARG0-of ( <pointer:2> replace-01 :ARG1 ( <pointer:3> decide-01 :ARG0 ( <pointer:4> and :op1 ( <pointer:5> government-organization :wiki <lit> United States Congress </lit> :name ( <pointer:6> name :op1 <lit> Congress </lit> ) ) :op2 ( <pointer:7> branch :mod ( <pointer:8> executive ) ) ) ) ) ) :ARG1 ( <pointer:9> democracy ) :mod ( <pointer:10> politics ) )  </g> [EOS],A letter written in 1988.," There was a letter writer to The Times. , Ottey 21"
<t> Another passenger told her they were traveling northeast. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> problem :polarity - ) :op2 ( <pointer:2> policy-01 :ARG1-of ( <pointer:3> fine-04 ) ) :mod ( <pointer:4> hey :mode expressive ) )  </g> [EOS],They were informed that they were travelling northeast.," They were traveling northeast. , another passenger told her they had no problem"
"<t> And it was an important aspect, was there a particular crowd that hung out because of that? </t> <g> ( <pointer:0> have-condition-91 :ARG2 ( <pointer:1> use-01 :ARG0 ( <pointer:2> country :wiki <lit> United States </lit> :name ( <pointer:3> name :op1 <lit> United </lit> :op2 <lit> States </lit> ) ) :ARG1 ( <pointer:4> power :mod ( <pointer:5> convention ) :ARG1-of ( <pointer:6> full-09 ) ) ) )  </g> [EOS]",Did a crowd hang around that because of it?, Was there a particular crowd that hung out because of it?  And this was
"<t> When they're running with the wind in their faces and the sun on their backs, or stepping barefoot onto cool, green grass. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> event :mod ( <pointer:2> i ) :mod ( <pointer:3> matter :mod ( <pointer:4> that ) ) ) :ARG2 ( <pointer:5> flatter-01 :ARG0 <pointer:2> :ARG1 <pointer:2> :ARG2 ( <pointer:6> choose-01 :ARG0 <pointer:2> :ARG1 ( <pointer:7> dish ) :manner ( <pointer:8> judicious :ARG2-of ( <pointer:9> have-degree-91 :ARG1 <pointer:6> :ARG3 ( <pointer:10> more ) :ARG4 ( <pointer:11> choose-01 :ARG0 ( <pointer:12> you ) :ARG1 <pointer:7> ) ) ) ) ) )  </g> [EOS]",They are running barefoot in the grass. ," Running with the wind in their faces, or stepping barefoot onto cool green grass."
"<t> When a young, unmarried woman like Cecilia becomes pregnant, the risks to her unborn child are very serious. </t> <g> ( <pointer:0> recommend-01 :ARG1 ( <pointer:1> invite-01 :ARG0 ( <pointer:2> we ) :ARG1 ( <pointer:3> wealthy :mod ( <pointer:4> young ) :mod ( <pointer:5> this ) ) :ARG2 ( <pointer:6> back-02 :destination ( <pointer:7> home :mod ( <pointer:8> humble :ARG2-of ( <pointer:9> relative-05 ) ) :mod ( <pointer:10> small ) :poss <pointer:2> ) ) ) :polarity ( <pointer:11> amr-unknown ) )  </g> [EOS]",There are serious risks for the unborn child of a young and unmarried mother., Cecilia was young and unmarried.  The risks to her unborn child are
<t> Excitement abounds as some 300 students and proud parents and grandparents fill the IUPUI Conference Center for the event. </t> <g> ( <pointer:0> lose-02 :ARG0 ( <pointer:1> family :ARG1-of ( <pointer:2> have-org-role-91 :ARG0 ( <pointer:3> he ) :ARG2 ( <pointer:4> member ) ) ) :ARG1 ( <pointer:5> and :op1 ( <pointer:6> person :ARG0-of ( <pointer:7> have-rel-role-91 :ARG1 <pointer:3> :ARG2 ( <pointer:8> son ) ) ) :op2 ( <pointer:9> person :ARG0-of ( <pointer:10> have-rel-role-91 :ARG1 <pointer:1> :ARG2 ( <pointer:11> daughter ) ) ) ) :time ( <pointer:12> now ) )  </g> [EOS],300 students and their families are very enthusiastic about the event of IUPUI Conference Center., The event is attended by hundreds of students and their parents.  When the
<t> They had been responding to a report about an aircraft that did not exist. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> and :op1 ( <pointer:2> think-01 :ARG0 ( <pointer:3> i ) :ARG1 ( <pointer:4> hang-01 :ARG0 ( <pointer:5> we ) :mod ( <pointer:6> just ) ) ) :op2 ( <pointer:7> think-01 :polarity - :ARG0 <pointer:3> :ARG1 ( <pointer:8> obligate-01 :ARG1 <pointer:5> :ARG2 ( <pointer:9> do-02 :ARG0 <pointer:5> :ARG1 ( <pointer:10> anything :mod ( <pointer:11> else ) ) ) ) ) ) :ARG1-of ( <pointer:12> okay-04 ) )  </g> [EOS],The aircraft they had been responding to did not exist., They were responding to a report about an aircraft that didn't exist. 
"<t> Insofar as it means  attendant,  an acolyte can be either a man or a woman. </t> <g> ( <pointer:0> cause-01 :ARG1 ( <pointer:1> obligate-01 :ARG1 ( <pointer:2> i ) :ARG2 ( <pointer:3> find-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> way :manner-of ( <pointer:5> supplement-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> that ) ) ) ) ) )  </g> [EOS]",Acolytes can be of either gender.," An acolyte can be male or female.  as it means, attendant"
"<t> Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job. </t> <g> ( <pointer:0> bet-01 :ARG0 ( <pointer:1> i ) :ARG2 ( <pointer:2> do-02 :ARG0 ( <pointer:3> they ) ) :mod ( <pointer:4> oh :mode expressive ) )  </g> [EOS]",Wanda has to balance with this increasingly difficult problem as she copes with a new job., Wanda was trying to succeed at her new job.  The worsening problem
"<t> Garlic is compounded from the Old English gar `spear,' and leac `leek. </t> <g> ( <pointer:0> allow-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> write-01 :ARG1 ( <pointer:3> newspaper ) ) ) :ARG1 ( <pointer:4> kind :mod ( <pointer:5> license-01 :ARG1-of ( <pointer:6> take-01 :ARG0 ( <pointer:7> he ) ) ) ) :time ( <pointer:8> no-longer ) :time ( <pointer:9> day :mod ( <pointer:10> this ) ) )  </g> [EOS]","In Old English, the word ""gar"" means ""spear"".", Garlic is a derivative of the word 'spear'. .and
"<t> Some other anagram flags are broken, strange, unorthodox, maybe, kind of , and a source of .  There are dozens of them, and new ones are being concocted every day. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> pay-01 :ARG0 ( <pointer:2> person :wiki <lit> Alexander the Great </lit> :name ( <pointer:3> name :op1 <lit> Alexander </lit> :op2 <lit> the </lit> :op3 <lit> Great </lit> ) :ARG0-of ( <pointer:4> pass-03 :ARG1 ( <pointer:5> city ) :time ( <pointer:6> date-entity :year 334 :era <lit> BC </lit> ) ) ) :ARG3 ( <pointer:7> complete-01 :ARG1 ( <pointer:8> it ) ) ) :snt2 ( <pointer:9> restore-01 :ARG1 ( <pointer:10> column :quant 5 :ARG1-of ( <pointer:11> include-91 :ARG2 ( <pointer:12> column :quant 30 :mod ( <pointer:13> original ) ) ) ) :ARG2 ( <pointer:14> high-02 :ARG1 <pointer:10> :degree ( <pointer:15> full ) ) ) )  </g> [EOS]",There are a wide variety of anagram flag types., There are dozens of anagram flags that have broken. ... and new
"<t> They grew up in Lewisburg, NC, which is a little small town it's east of Raleigh. </t> <g> ( <pointer:0> appear-01 :ARG1 ( <pointer:1> state :ARG1-of ( <pointer:2> new-01 ) :ARG1-of ( <pointer:3> destine-01 :ARG2 ( <pointer:4> lead-02 :ARG0 <pointer:1> :ARG1 ( <pointer:5> movement-07 ) :ARG2 ( <pointer:6> country :wiki <lit> Italy </lit> :name ( <pointer:7> name :op1 <lit> Italy </lit> ) :ARG1-of ( <pointer:8> unite-01 ) ) ) ) ) :location ( <pointer:9> scene :location ( <pointer:10> frontier :mod ( <pointer:11> mountain-range :wiki <lit> Alps </lit> :name ( <pointer:12> name :op1 <lit> Alps </lit> ) ) :mod ( <pointer:13> northwest ) ) ) )  </g> [EOS]",They grew up in a small town., Lewisburg is a small town east of Raleigh.  The grew up there
"<t> Mr. Thomas B. Lemann points out that the transliteration of the opening quotation of  Onomatoplazia  [XV, 1] contains the following  </t> <g> ( <pointer:0> grimace-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> doubt-01 :ARG0 <pointer:1> ) )  </g> [EOS]","According to Mr. Thomas B. Lemann, the conversion of Onomatoplazia's opening quote from one script to another included the following.", The opening quotation of Onomatoplazia is transliterated. 
<t> Assume that the manufacturing lead time'the amount of time required to go from a production order to a product ready for shipping to retail'is less than one week. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> gather-01 :ARG0 ( <pointer:2> person :ARG0-of ( <pointer:3> manage-01 ) :ARG0-of ( <pointer:4> try-01 :ARG1 ( <pointer:5> stay-01 :ARG1 <pointer:2> :ARG3 ( <pointer:6> alert-01 :ARG1 <pointer:2> :ARG2 ( <pointer:7> force :mod ( <pointer:8> this ) ) ) ) ) :mod ( <pointer:9> even ) ) :ARG1 ( <pointer:10> information :poss <pointer:2> ) :frequency ( <pointer:11> often ) :manner ( <pointer:12> or :op1 ( <pointer:13> anecdotal ) :op2 ( <pointer:14> informative ) ) ) )  </g> [EOS],"It is safe to assume the manufacturing lead time, or time required to go from production order to a product ready for shipping and retail, is less than one week."," Manufacturing lead time is less than one week. , the amount oftime"
"<t> Wha, yeah, very hard compared to high school. </t> <g> ( <pointer:0> remain-01 :ARG1 ( <pointer:1> adventure :mod ( <pointer:2> great ) :ARG0-of ( <pointer:3> stun-01 ) :mod ( <pointer:4> country :wiki <lit> Italy </lit> :name ( <pointer:5> name :op1 <lit> Italy </lit> ) ) ) :ARG3 ( <pointer:6> road ) )  </g> [EOS]",This is so much more difficult than high school.," High school is a very easy thing to do. , yeah! and"
"<t> Right now, there are thousands of people who do not know what it feels like to support themselves. </t> <g> ( <pointer:0> endure-01 :ARG1 ( <pointer:1> fail-01 :ARG1 ( <pointer:2> he ) ) )  </g> [EOS]",Over one thousand people do not know what it is like to support themselves., Thousands of people don't know what it feels like to support themselves. 
"<t> This one-time staple has been replaced by shirts of dizzying diversity in fabric, design, and style, providing the final consumer with a huge assortment of shirts while exposing retailers and manufacturers to increased risk of holding large volumes of unsold goods. </t> <g> ( <pointer:0> mean-01 :ARG0 ( <pointer:1> i ) :ARG2 ( <pointer:2> nothing :topic ( <pointer:3> it ) ) :mod ( <pointer:4> no ) )  </g> [EOS]",Final consumers have more shirt options to choose from nowadays., Shirts of a variety have been replaced. ...and it has led
"<t> farthingale Neither a singing, nocturnal coin, nor a storm of flatulence, but the light wooden frame that puffed out milady's 16th-century skirt. </t> <g> ( <pointer:0> feel-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> resemble-01 :ARG1 <pointer:1> :ARG2 ( <pointer:3> rat ) ) )  </g> [EOS]",Underneath milady's 16th-century skirt lay a light wooden frame.," The wooden frame that puffed out milady's 16th-century skirt, was"
"<t> Overall, parents complain that they have less free time to spend with their children. </t> <g> ( <pointer:0> reply-01 :ARG0 ( <pointer:1> person :wiki <lit> Agathe Poirot </lit> :name ( <pointer:2> name :op1 <lit> Poirot </lit> ) ) :ARG2 ( <pointer:3> no :mod ( <pointer:4> ah :mode expressive ) :mod ( <pointer:5> amr-unintelligible :value <lit> ma </lit> ) ) :manner ( <pointer:6> frank ) )  </g> [EOS]","On the whole, parents are dissatisfied with the amount of time they have with their children.", Parents complain that they have less free time to spend with their children. 
<t> I guess one of the other authors I like a lot uh is C.S. </t> <g> ( <pointer:0> seem-01 :ARG1 ( <pointer:1> borrow-01 :ARG0 ( <pointer:2> ritual :mod ( <pointer:3> festival :wiki <lit> Kwanzaa </lit> :name ( <pointer:4> name :op1 <lit> Kwanzaa </lit> ) ) :quant ( <pointer:5> some ) :ARG2-of ( <pointer:6> focus-01 :ARG1 ( <pointer:7> candle ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> notable-04 :ARG1 <pointer:6> ) :ARG3 ( <pointer:10> most ) ) ) ) :ARG2 ( <pointer:11> festival :wiki <lit> Hanukkah </lit> :name ( <pointer:12> name :op1 <lit> Hanukkah </lit> ) ) ) )  </g> [EOS],I like the author C.S., I like C.S a lot  (eagle-headedness)
<t>  That was another-it was evidently another aircraft that hit the tower. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> work-09 :ARG1 ( <pointer:2> bridge ) :duration ( <pointer:3> short-07 :degree ( <pointer:4> very ) ) ) :ARG2 ( <pointer:5> defend-01 :polarity - :ARG2 ( <pointer:6> stream ) :ARG1-of ( <pointer:7> clear-06 ) ) )  </g> [EOS],Apparently another aircraft smashed into the tower.  ," It was another aircraft that hit the tower. , it seemed like-"
"<t> The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith. </t> <g> ( <pointer:0> get-01 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> clothes ) :op2 ( <pointer:3> stuff ) ) :mod ( <pointer:4> exact ) :ARG1-of ( <pointer:5> know-01 :ARG0 ( <pointer:6> you ) ) :frequency ( <pointer:7> rate-entity-91 :ARG1 1 :ARG2 ( <pointer:8> while ) :mod ( <pointer:9> every ) ) )  </g> [EOS]","The group of mooing livestock (Onomatoplazia) laboriously trod in Thomas Gray's Elegy in a Country Churchyard, not in the works of Oliver Goldsmith.", Thomas Gray wrote Elegy in a Country Churchyard.  When Onom
<t> And how was growing up in Charlotte? </t> <g> ( <pointer:0> sorry-01 :ARG2 ( <pointer:1> church :ARG2-of ( <pointer:2> wrong-04 ) ) :mod ( <pointer:3> oh :mode expressive ) )  </g> [EOS],What was growing up in Charlotte like?," How did you grow up in Charlotte? .asmotical, but"
<t> The size of the pattern can be changed and the visual images compared to get a sense of their appeal. </t> <g> ( <pointer:0> grow-03 :ARG1 ( <pointer:1> produce :quant ( <pointer:2> most ) :ARG2-of ( <pointer:3> include-91 :ARG1 ( <pointer:4> some :source ( <pointer:5> garden :mod ( <pointer:6> organic ) :poss ( <pointer:7> restaurant ) ) ) ) ) :ARG1-of ( <pointer:8> local-02 ) )  </g> [EOS],"The size of the pattern is adjustable, and images are compared for appeal.", The size of the pattern can be changed.  (elements in visual
"<t> We learned all of those and the fairy tales, the classics, she read all of those to us. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> way :domain ( <pointer:2> subway :ARG1-of ( <pointer:3> mean-01 :ARG2 ( <pointer:4> metro ) ) ) :manner-of ( <pointer:5> move-01 :ARG2 ( <pointer:6> around :op1 ( <pointer:7> city ) ) ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> fast-02 :ARG1 <pointer:1> ) :ARG3 ( <pointer:10> most ) ) ) :ARG2 ( <pointer:11> bus :location ( <pointer:12> and :op1 ( <pointer:13> city :ARG0-of ( <pointer:14> have-org-role-91 :ARG2 ( <pointer:15> capital ) ) ) :op2 ( <pointer:16> town :mod ( <pointer:17> big ) :mod ( <pointer:18> other ) ) ) :ARG1-of ( <pointer:19> have-degree-91 :ARG2 ( <pointer:20> good-04 :ARG1 <pointer:11> :ARG2 ( <pointer:21> take-in-23 :ARG1 ( <pointer:22> sight-01 ) ) ) :ARG3 ( <pointer:23> most ) ) ) )  </g> [EOS]",She read all the classics to us.," She read to us all of those. , sheread everything that we"
<t> It's the perfect time to make a world of difference. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> know-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> thing :domain ( <pointer:4> this ) ) :polarity ( <pointer:5> amr-unknown ) ) :snt2 ( <pointer:6> and :op1 ( <pointer:7> fling-01 :ARG0 ( <pointer:8> she ) :ARG1 ( <pointer:9> side :ARG1-of ( <pointer:10> left-20 ) :part-of ( <pointer:11> coat :poss <pointer:8> ) ) :direction ( <pointer:12> back ) :manner ( <pointer:13> gesture-01 :ARG0 <pointer:8> :mod ( <pointer:14> drama ) ) ) :op2 ( <pointer:15> expose-01 :ARG0 <pointer:8> :ARG1 ( <pointer:16> badge :mod ( <pointer:17> small ) :ARG1-of ( <pointer:18> enamelled-02 ) ) ) ) )  </g> [EOS],You can make a difference right now.," It's the perfect time to make a world of difference. , she"
"<t> I haven't tried opium, but cannot imagine that Opium smells much like an opium den; and it is impossible to guess at what the millennium will smell like. </t> <g> ( <pointer:0> magnify-01 :ARG1 ( <pointer:1> it ) :ARG1-of ( <pointer:2> high-02 ) :ARG1-of ( <pointer:3> see-01 :ARG0 ( <pointer:4> you ) ) )  </g> [EOS]",I don't believe that Opium perfume smells like an opium den. ," Opium smells like an opium den.  I haven't tried it, but"
"<t> We were mentioning, we were mentioning writers you enjoy reading now and we had to take a break. </t> <g> ( <pointer:0> see-01 :polarity ( <pointer:1> amr-unknown ) :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> it ) )  </g> [EOS]",The subject was writers that you read now.," We had to take a break after mentioning writers. , we were mentioned"
<t> Now I am writing to ask if you would continue your support with a further donation for 1990. </t> <g> ( <pointer:0> seek-01 :ARG0 ( <pointer:1> organization :wiki <lit> Social Security Agency </lit> :name ( <pointer:2> name :op1 <lit> SSA </lit> ) ) :ARG1 ( <pointer:3> authority :mod ( <pointer:4> statute ) :purpose ( <pointer:5> tool :ARG1-of ( <pointer:6> add-02 ) :instrument-of ( <pointer:7> recover-02 :ARG1 ( <pointer:8> overpay-01 :time ( <pointer:9> current ) ) ) ) ) :mod ( <pointer:10> also ) )  </g> [EOS],I am corresponding with you to inquire if you will donate in 1990. ," I am asking you to donate another $10. , ask if your"
"<t> Moreover, the fighting in Afghanistan made Pakistan home to an enormous-and generally unwelcome-population of Afghan refugees; and since the badly strained Pakistani education system could not accommodate the refugees, the government increasingly let privately funded religious schools serve as a cost-free alternative. </t> <g> ( <pointer:0> decline-01 :ARG1 ( <pointer:1> save-01 :ARG1-of ( <pointer:2> personal-02 ) :ARG0-of ( <pointer:3> reflect-01 :polarity - :ARG1 ( <pointer:4> gain-01 :ARG2 ( <pointer:5> asset :ARG1-of ( <pointer:6> exist-01 ) ) ) ) ) :concession ( <pointer:7> even-as :op1 ( <pointer:8> accumulate-01 :ARG0 ( <pointer:9> person :quant ( <pointer:10> more ) ) :ARG1 ( <pointer:11> balance ) :instrument ( <pointer:12> and :op1 ( <pointer:13> plan :mod ( <pointer:14> save-01 ) :ARG1-of ( <pointer:15> sponsor-01 :ARG0 ( <pointer:16> company :ARG0-of ( <pointer:17> employ-01 ) ) ) :mod ( <pointer:18> product :wiki <lit> 401(k) </lit> :name ( <pointer:19> name :op1 <lit> 401(k) </lit> ) ) ) :op2 ( <pointer:20> account :mod ( <pointer:21> retire-01 ) :mod ( <pointer:22> individual ) ) ) ) ) )  </g> [EOS]",Afghan refugees fled to Pakistan., The fighting in Afghanistan made Pakistan home to an enormous-and generally unwelcome. 
<t> They thus might give Pakistan greater security on one of the several borders where Pakistani military officers hoped for what they called strategic depth. </t> <g> ( <pointer:0> alternative :li 17 :domain ( <pointer:1> auction-off-01 :ARG1 ( <pointer:2> right-05 :ARG2 ( <pointer:3> bundle-01 :ord ( <pointer:4> ordinal-entity :value 3 ) :time ( <pointer:5> day :ARG1-of ( <pointer:6> specific-02 ) ) :location ( <pointer:7> office :mod ( <pointer:8> post ) ) ) ) ) :purpose ( <pointer:9> mail :ARG1-of ( <pointer:10> address-01 :polarity - ) ) )  </g> [EOS],They may give much needed security to on one of the Pakistani borders, They might give Pakistan greater security on one of the several borders. ...
<t> television viewing. </t> <g> ( <pointer:0> sound-01 :ARG1 ( <pointer:1> politeness :poss ( <pointer:2> he ) ) :ARG2 ( <pointer:3> strange ) :ARG1-of ( <pointer:4> cause-01 :ARG0 ( <pointer:5> come-03 :ARG1 <pointer:1> :ARG2 ( <pointer:6> nomad :location ( <pointer:7> desert ) ) ) ) )  </g> [EOS],Watching TV., Watching television.  (what sounds like a politeness) )acam
"<t> So, fill out the enclosed form and we'll be delighted to hear from you. </t> <g> ( <pointer:0> show-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Napoleon </lit> :op2 <lit> Chagnon </lit> ) :mod ( <pointer:3> anthropologist ) ) :ARG1 ( <pointer:4> have-03 :ARG0 ( <pointer:5> man :mod ( <pointer:6> ethnic-group :wiki <lit> Yanomani people </lit> :name ( <pointer:7> name :op1 <lit> Yanomani </lit> ) ) :ARG0-of ( <pointer:8> kill-01 :ARG1 ( <pointer:9> man :mod ( <pointer:10> other ) ) ) ) :ARG1 ( <pointer:11> and :op1 ( <pointer:12> person :ARG0-of ( <pointer:13> have-rel-role-91 :ARG1 <pointer:5> :ARG2 ( <pointer:14> wife ) ) ) :op2 ( <pointer:15> person :ARG0-of ( <pointer:16> have-rel-role-91 :ARG1 <pointer:5> :ARG2 ( <pointer:17> offspring ) ) ) :ARG1-of ( <pointer:18> have-quant-91 :ARG3 ( <pointer:19> more ) :ARG4 ( <pointer:20> guy :ARG1-of ( <pointer:21> average-03 ) ) ) ) ) )  </g> [EOS]",We are looking forward to hearing from you., We will be happy to hear from you if the enclosed form is filled out. 
<t> [I]mmigrants are cheap and controllable. </t> <g> ( <pointer:0> away :op1 ( <pointer:1> child ) )  </g> [EOS],"Immigrants are not expensive, and easy to control."," I'm sure that migrant are easy to control. , ""I"""
<t> The aircraft was a Boeing 757 piloted by Captain Charles F. Burlingame and First Officer David Charlebois. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> do-02 :ARG1 ( <pointer:2> work-01 :ARG1-of ( <pointer:3> dirty-02 ) :ARG1-of ( <pointer:4> real-04 ) ) :time ( <pointer:5> already ) ) )  </g> [EOS],The plane was piloted by Captain Burlingame and First Officer Charlebois.," The plane was a Boeing 757. , and First Officer David Char"
<t> The monkey on board ship was a lad employed to fetch supplies'powder and so forth'to the guns. </t> <g> ( <pointer:0> practice-01 :ARG0 ( <pointer:1> he ) :ARG1-of ( <pointer:2> private-03 ) :mod ( <pointer:3> also ) )  </g> [EOS],The monkey aboard the ship was there to fetch supplies. , The monkey was on the ship.  explains that he fetch supplies'powder
"<t> Had Jessica been thinking about Tyrone's  zone,  she might have framed the items on her list this   </t> <g> ( <pointer:0> teach-01 :ARG0 ( <pointer:1> facility :wiki - :name ( <pointer:2> name :op1 <lit> Bicurei </lit> :op2 <lit> Ha'etim </lit> :op3 <lit> Cellar </lit> ) :location ( <pointer:3> street :wiki - :name ( <pointer:4> name :op1 <lit> Heftman </lit> :op2 <lit> Street </lit> ) ) ) :ARG2 ( <pointer:5> you ) :condition ( <pointer:6> keen-02 :ARG0 <pointer:5> :ARG1 ( <pointer:7> learn-01 :ARG0 <pointer:5> :ARG1 ( <pointer:8> dance-01 :ARG0 <pointer:5> :mod ( <pointer:9> folk ) :mod ( <pointer:10> country :wiki <lit> Israel </lit> :name ( <pointer:11> name :op1 <lit> Israel </lit> ) ) ) ) ) )  </g> [EOS]",Jessica hadn't considered Tyrone's zone when she was dealing with her list.," Jessica should have framed the items on her list. , Had she been"
<t> I thought it was lacquer thinner. </t> <g> ( <pointer:0> dwindle-01 :ARG1 ( <pointer:1> enthusiasm :topic ( <pointer:2> produce-01 :ARG0 ( <pointer:3> company :wiki <lit> The Walt Disney Company </lit> :name ( <pointer:4> name :op1 <lit> Disney </lit> ) ) :ARG1 ( <pointer:5> work-of-art :wiki <lit> The Lion King </lit> :name ( <pointer:6> name :op1 <lit> The </lit> :op2 <lit> Lion </lit> :op3 <lit> King </lit> ) ) :location ( <pointer:7> road :wiki <lit> Broadway (Manhattan) </lit> :name ( <pointer:8> name :op1 <lit> Broadway </lit> ) ) ) ) )  </g> [EOS],I really did think it was lacquer thinner., I thought it was lacquer thinner. ...and then my enthusiasm faded
"<t> He said, But, to take the livestock, I can't, I can't do it alone, at least, four, he said, because, it's difficult with the animals. </t> <g> ( <pointer:0> raise-01 :ARG0 ( <pointer:1> transform-01 :ARG1 ( <pointer:2> control-01 :ARG1 ( <pointer:3> program :mod ( <pointer:4> healthy :domain ( <pointer:5> public ) ) ) ) ) :ARG1 ( <pointer:6> concern-01 ) )  </g> [EOS]",He told me we could not take the livestock to care for by himself.," He said that he couldn't take the animals alone. , it's"
<t> Islam is a faith that brings comfort to a billion people around the world. </t> <g> ( <pointer:0> make-01 :ARG0 ( <pointer:1> that ) :ARG1 ( <pointer:2> since ) :ARG2 ( <pointer:3> you ) :polarity ( <pointer:4> amr-unknown ) )  </g> [EOS],There a billion human beings who derive comfort from Islam.," Islam is a religion that brings comfort to billions of people. , what"
"<t> Cobuild and CED are far from being such polar opposites, but they exemplify this general point. </t> <g> ( <pointer:0> recommend-01 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> gin ) :op2 ( <pointer:3> vermouth ) :op3 ( <pointer:4> twist-01 ) :domain ( <pointer:5> martini ) ) )  </g> [EOS]",Cobuild and CED aren't truly polar opposites.," Cobuild and CED are not completely opposite. , exemplify this"
