premise,hypo,generated_hypo
"<t> Before 9/11, it was not unheard of for a commercial aircraft to deviate slightly from its course, or for an FAA controller to lose radio contact with a pilot for a short period of time. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> exercise-02 :ARG0 ( <pointer:2> i ) :ARG1-of ( <pointer:3> regular-02 ) :mod ( <pointer:4> well :mode expressive ) ) :op2 ( <pointer:5> work-01 :ARG0 <pointer:2> :ARG2 ( <pointer:6> university ) ) :op3 ( <pointer:7> swim-01 :ARG0 <pointer:2> :frequency ( <pointer:8> rate-entity-91 :ARG3 ( <pointer:9> almost :op1 ( <pointer:10> everyday ) ) ) ) )  </g> [EOS]",It wasn't unheard of for a commercial aircraft to change their route a bit., It was not uncommon for a commercial aircraft to deviate slightly from its course. 
<t> Make checks payable to Indiana University Foundation. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> fire-02 :polarity - :ARG1 ( <pointer:2> they ) :mod ( <pointer:3> oh-no :mode expressive ) ) :snt2 ( <pointer:4> have-condition-91 :ARG1 ( <pointer:5> chance-02 :ARG0 ( <pointer:6> you ) :ARG1 ( <pointer:7> and :op1 ( <pointer:8> go-01 :ARG1 <pointer:6> ) :op2 ( <pointer:9> go-02 :ARG0 <pointer:6> ) :time ( <pointer:10> then ) ) :quant ( <pointer:11> one ) ) :ARG2 ( <pointer:12> come-01 :ARG1 <pointer:6> :ARG4 ( <pointer:13> positive ) :direction ( <pointer:14> back ) ) ) :snt3 ( <pointer:15> and :op1 ( <pointer:16> rehabilitate-01 :ARG1 ( <pointer:17> they ) :ARG2 ( <pointer:18> and :op1 ( <pointer:19> alcohol ) :op2 ( <pointer:20> use-01 :ARG1 ( <pointer:21> drug ) ) ) :quant ( <pointer:22> lot ) ) :op2 ( <pointer:23> have-03 :ARG0 ( <pointer:24> they ) :ARG1 ( <pointer:25> agency :location-of ( <pointer:26> possible-01 :ARG1 ( <pointer:27> go-02 :ARG0 ( <pointer:28> you ) :purpose ( <pointer:29> or :op1 ( <pointer:30> problem :ARG1-of ( <pointer:31> personal-02 ) :mod ( <pointer:32> finance ) ) :op2 ( <pointer:33> whatever ) ) ) ) ) :quant ( <pointer:34> lot ) ) ) )  </g> [EOS],The checks should be written to Indiana University Foundation.," Make checks payable to Indiana University Foundation. , and the following:1"
<t> We have the chance to shape the future of IUPUI by what we choose to do here. </t> <g> ( <pointer:0> watch-01 :ARG0 ( <pointer:1> home :quant 4000000 ) :ARG1 ( <pointer:2> news :time ( <pointer:3> date-entity :dayperiod ( <pointer:4> evening ) ) :medium ( <pointer:5> and :op1 ( <pointer:6> publication :wiki <lit> CBS </lit> :name ( <pointer:7> name :op1 <lit> CBS </lit> ) ) :op2 ( <pointer:8> publication :wiki <lit> American Broadcasting Company </lit> :name ( <pointer:9> name :op1 <lit> ABC </lit> ) ) :op3 ( <pointer:10> publication :wiki <lit> NBC </lit> :name ( <pointer:11> name :op1 <lit> NBC </lit> ) ) ) ) )  </g> [EOS],"By what we choose to do here, we have the chance to shape the future of IUPUI.", We can change the future of IUPUI by what we do here. 
"<t> American Airlines dispatchers also tried, without success. </t> <g> ( <pointer:0> affect-01 :ARG0 ( <pointer:1> affect-01 :ARG1 ( <pointer:2> amount :ARG1-of ( <pointer:3> save-01 :ARG0 ( <pointer:4> government-organization :ARG0-of ( <pointer:5> govern-01 ) :mod ( <pointer:6> federal ) ) ) ) :ARG1-of ( <pointer:7> aggregate-01 ) ) :ARG1 ( <pointer:8> and :op1 ( <pointer:9> level :mod ( <pointer:10> save-01 :ARG0 ( <pointer:11> nation ) ) ) :op2 ( <pointer:12> level :mod ( <pointer:13> grow-01 :ARG1 ( <pointer:14> economy ) ) ) ) )  </g> [EOS]",The dispatchers were trying to help.," American Airlines dispatchers tried but failed. , without success; it"
<t> Other development applications allow designers to begin with an actual garment and make appropriate changes to achieve the desired design or construction modifications. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> person :ARG0-of ( <pointer:2> bag-01 :ARG2 ( <pointer:3> store :mod ( <pointer:4> grocery ) ) ) :ARG0-of ( <pointer:5> want-01 :ARG1 ( <pointer:6> buy-01 :ARG0 <pointer:1> :ARG1 ( <pointer:7> car :poss ( <pointer:8> i ) :mod ( <pointer:9> company :wiki <lit> Trans-Am </lit> :name ( <pointer:10> name :op1 <lit> Trans </lit> :op2 <lit> Am </lit> ) ) ) ) :ARG1-of ( <pointer:11> cause-01 :ARG0 <pointer:1> ) ) :mod ( <pointer:12> senior :mod ( <pointer:13> high-school ) ) :age ( <pointer:14> temporal-quantity :quant 17 :unit ( <pointer:15> year ) ) ) :op2 ( <pointer:16> get-04 :ARG0 <pointer:1> :ARG1 ( <pointer:17> impress-01 :ARG0 <pointer:1> :ARG1 ( <pointer:18> person :ARG0-of ( <pointer:19> have-rel-role-91 :ARG1 <pointer:1> :ARG2 ( <pointer:20> friend :mod ( <pointer:21> girl ) ) ) ) ) ) )  </g> [EOS],Designers are able to begin with an actual garment and make changes to finish their design with other development applications.," Designers can make changes to the garment. , and other development applications"
"<t> Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is. </t> <g> ( <pointer:0> cause-01 :ARG0 ( <pointer:1> have-condition-91 :ARG1 ( <pointer:2> get-03 :ARG1 ( <pointer:3> it ) :ARG2 ( <pointer:4> have-degree-91 :ARG1 <pointer:3> :ARG2 ( <pointer:5> hot-05 :ARG1 <pointer:3> :time ( <pointer:6> date-entity :season ( <pointer:7> summer ) ) ) :ARG3 ( <pointer:8> too ) ) ) :ARG2 ( <pointer:9> start-01 :ARG0 ( <pointer:10> you ) :ARG1 ( <pointer:11> they ) :time ( <pointer:12> have-degree-91 :ARG1 <pointer:11> :ARG2 ( <pointer:13> cool-06 :ARG1 <pointer:11> ) :ARG3 ( <pointer:14> more ) :time ( <pointer:15> date-entity :season ( <pointer:16> spring ) ) ) ) ) )  </g> [EOS]",I have dysentery.," You need to include the picture of my dysentery. , I"
<t> We do not have to differentiate between military or civilian. </t> <g> ( <pointer:0> arrange-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> edit-01 ) ) :ARG1 ( <pointer:3> thing :ARG1-of ( <pointer:4> write-01 :ARG0 <pointer:1> ) :mod ( <pointer:5> all ) ) :purpose ( <pointer:6> case-04 :ARG1 ( <pointer:7> do-02 :ARG0 ( <pointer:8> i ) ) :mod ( <pointer:9> just ) ) :mod ( <pointer:10> part :poss <pointer:1> ) )  </g> [EOS],They do not  think any of the people are different.," We don't have to distinguish between military or civilian. , arrange-"
"<t> I read a lot of other authors that weren't, weren't as good writers but also had interesting ideas. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> reason :quant 1 :ARG0-of ( <pointer:2> cause-01 :ARG1 ( <pointer:3> value-01 :ARG1 ( <pointer:4> team :mod ( <pointer:5> league :wiki <lit> Major League Baseball </lit> :name ( <pointer:6> name :op1 <lit> Major </lit> :op2 <lit> League </lit> :op3 <lit> Baseball </lit> ) ) ) :ARG1-of ( <pointer:7> high-02 ) ) ) :domain ( <pointer:8> prospect-02 :ARG1 ( <pointer:9> ballpark :ARG1-of ( <pointer:10> new-01 ) :ARG1-of ( <pointer:11> finance-01 :ARG0 ( <pointer:12> public ) ) ) ) ) :snt2 ( <pointer:13> reap-01 :ARG0 ( <pointer:14> person :ARG0-of ( <pointer:15> own-01 ) :location ( <pointer:16> and :op1 ( <pointer:17> city :wiki <lit> Baltimore </lit> :name ( <pointer:18> name :op1 <lit> Baltimore </lit> ) ) :op2 ( <pointer:19> city :wiki <lit> Cleveland </lit> :name ( <pointer:20> name :op1 <lit> Cleveland </lit> ) ) :op3 ( <pointer:21> city :wiki <lit> Chicago </lit> :name ( <pointer:22> name :op1 <lit> Chicago </lit> ) ) :op4 ( <pointer:23> city :wiki <lit> Denver </lit> :name ( <pointer:24> name :op1 <lit> Denver </lit> ) ) :op5 ( <pointer:25> state :wiki <lit> Texas </lit> :name ( <pointer:26> name :op1 <lit> Texas </lit> ) ) ) :mod ( <pointer:27> all ) ) :ARG1 ( <pointer:28> profit-01 :ARG0 <pointer:14> :ARG1 ( <pointer:29> facility :ARG1-of ( <pointer:30> new-01 ) :mod ( <pointer:31> this ) :ARG1-of ( <pointer:32> build-01 :ARG1-of ( <pointer:33> cost-01 :ARG2 ( <pointer:34> or :op1 ( <pointer:35> little ) :op2 ( <pointer:36> no ) ) :ARG3 <pointer:14> ) ) ) :ARG1-of ( <pointer:37> major-02 ) ) ) ) "",</g> [EOS]",I read a lot of authors who had interesting ideas. , I read a lot of authors that were not as good. ...and
"<t> Although new work practices are evolving in the apparel industry, many workers still specialize in one operation or at most two. </t> <g> ( <pointer:0> and :li 8 :op1 ( <pointer:1> allow-01 :ARG0 ( <pointer:2> system :wiki - :name ( <pointer:3> name :op1 <lit> AMS </lit> ) ) :ARG1 ( <pointer:4> search-01 :ARG0 ( <pointer:5> person :ARG0-of ( <pointer:6> use-01 ) ) :ARG1 ( <pointer:7> text :mod ( <pointer:8> full ) :part-of ( <pointer:9> comment-01 :ARG1-of ( <pointer:10> public-02 ) ) ) ) :mod ( <pointer:11> also ) ) :op2 ( <pointer:12> identify-01 :ARG0 <pointer:2> :ARG1 ( <pointer:13> and :op1 ( <pointer:14> comment-01 :mod ( <pointer:15> letter :mod ( <pointer:16> form ) ) ) :op2 ( <pointer:17> communicate-01 :mod ( <pointer:18> ex-parte ) ) ) ) :op3 ( <pointer:19> provide-01 :ARG0 <pointer:2> :ARG1 ( <pointer:20> list-01 :ARG1 ( <pointer:21> feature :ARG1-of ( <pointer:22> relate-01 :ARG2 ( <pointer:23> website :mod ( <pointer:24> government-organization :ARG0-of ( <pointer:25> govern-01 ) ) ) ) :ARG2-of ( <pointer:26> available-02 :polarity - :ARG1 ( <pointer:27> system :ARG0-of ( <pointer:28> manage-01 :ARG1 ( <pointer:29> docket ) ) :mod ( <pointer:30> government-organization :wiki <lit> United States Department of Transportation </lit> :name ( <pointer:31> name :op1 <lit> DOT </lit> ) ) ) :time ( <pointer:32> current ) ) ) ) ) )  </g> [EOS]","In the apparel industry, work practices are currently undergoing change.", Many workers still specialize in one operation or at most two.  Although new work
<t> And there are a lot of people who face these challenges every day of their lives. </t> <g> ( <pointer:0> step-01 :ARG1 ( <pointer:1> we ) :ARG2 ( <pointer:2> and :op1 ( <pointer:3> empower-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> person :ARG1-of ( <pointer:5> employ-01 :ARG0 <pointer:1> ) ) ) :op2 ( <pointer:6> invest-01 :ARG0 <pointer:1> :ARG2 <pointer:4> ) ) :quant ( <pointer:7> number ) )  </g> [EOS],Lots of people struggle with constant challenges in life., There are people who face these challenges every day of their lives. ...
"<t> The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control. </t> <g> ( <pointer:0> impose-01 :ARG0 ( <pointer:1> person :wiki <lit> Charles W. Brooke </lit> :name ( <pointer:2> name :op1 <lit> Charles </lit> :op2 <lit> Brooke </lit> ) :ARG1-of ( <pointer:3> have-degree-91 :ARG2 ( <pointer:4> and :op1 ( <pointer:5> reserved ) :op2 ( <pointer:6> remote ) ) :ARG3 ( <pointer:7> more ) ) :ARG1-of ( <pointer:8> contrast-01 :ARG2 ( <pointer:9> have-degree-91 :ARG1 <pointer:1> :ARG2 ( <pointer:10> and :op1 ( <pointer:11> person :ARG0-of ( <pointer:12> administrate-01 ) ) :op2 ( <pointer:13> person :ARG0-of ( <pointer:14> finance-01 ) ) ) :ARG3 ( <pointer:15> more ) :ARG4 ( <pointer:16> person :ARG0-of ( <pointer:17> have-rel-role-91 :ARG1 <pointer:1> :ARG2 ( <pointer:18> uncle ) ) ) ) ) ) :ARG1 ( <pointer:19> style :mod ( <pointer:20> life ) :poss <pointer:1> :mod ( <pointer:21> austere ) :ARG1-of ( <pointer:22> efficient-01 ) ) :ARG2 ( <pointer:23> man :poss <pointer:1> ) )  </g> [EOS]",Bin Ladin was invited to move to Kandahar for covert reasons., Bin Ladin was invited to Kandahar by Mullah Omar.  explains
<t> Human Resources and Productivity Growth </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> fire-02 :polarity - :ARG1 ( <pointer:2> they ) :mod ( <pointer:3> oh-no :mode expressive ) ) :snt2 ( <pointer:4> have-condition-91 :ARG1 ( <pointer:5> chance-02 :ARG0 ( <pointer:6> you ) :ARG1 ( <pointer:7> and :op1 ( <pointer:8> go-01 :ARG1 <pointer:6> ) :op2 ( <pointer:9> go-02 :ARG0 <pointer:6> ) :time ( <pointer:10> then ) ) :quant ( <pointer:11> one ) ) :ARG2 ( <pointer:12> come-01 :ARG1 <pointer:6> :ARG4 ( <pointer:13> positive ) :direction ( <pointer:14> back ) ) ) :snt3 ( <pointer:15> and :op1 ( <pointer:16> rehabilitate-01 :ARG1 ( <pointer:17> they ) :ARG2 ( <pointer:18> and :op1 ( <pointer:19> alcohol ) :op2 ( <pointer:20> use-01 :ARG1 ( <pointer:21> drug ) ) ) :quant ( <pointer:22> lot ) ) :op2 ( <pointer:23> have-03 :ARG0 ( <pointer:24> they ) :ARG1 ( <pointer:25> agency :location-of ( <pointer:26> possible-01 :ARG1 ( <pointer:27> go-02 :ARG0 ( <pointer:28> you ) :purpose ( <pointer:29> or :op1 ( <pointer:30> problem :ARG1-of ( <pointer:31> personal-02 ) :mod ( <pointer:32> finance ) ) :op2 ( <pointer:33> whatever ) ) ) ) ) :quant ( <pointer:34> lot ) ) ) )  </g> [EOS],Productivity is impacted by human resources.," Human Resources and Productivity Growth .comic-twin, the"
<t> Pleasant Run cares for at-risk children and families. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> possible-01 :polarity - :ARG1 ( <pointer:2> stand-03 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> oppose-01 :ARG1 ( <pointer:5> band :wiki <lit> Pearl Jam </lit> :name ( <pointer:6> name :op1 <lit> Pearl </lit> :op2 <lit> Jam </lit> ) ) ) ) :ARG1 ( <pointer:7> person :wiki <lit> Eddie Money </lit> :name ( <pointer:8> name :op1 <lit> Eddie </lit> ) :ARG0-of ( <pointer:9> sing-01 ) ) ) :mod ( <pointer:10> still ) ) :snt2 ( <pointer:11> say-01 :ARG0 ( <pointer:12> they ) :ARG1 ( <pointer:13> and :op1 ( <pointer:14> important-01 :ARG1 <pointer:7> :ARG2 <pointer:7> :ARG1-of ( <pointer:15> withstand-01 :ARG1-of ( <pointer:16> possible-01 :polarity - ) ) ) :op2 ( <pointer:17> limit-01 :ARG0 <pointer:7> :ARG1 ( <pointer:18> appeal-03 :ARG0 <pointer:5> ) :manner ( <pointer:19> refuse-01 :ARG0 <pointer:7> :ARG1 ( <pointer:20> and :op1 ( <pointer:21> sell-out-02 :ARG0 <pointer:7> ) :op2 ( <pointer:22> make-01 :ARG0 <pointer:7> :ARG1 ( <pointer:23> video ) ) ) ) ) ) ) )  </g> [EOS],At-risk children and families are Pleasant Run's specialty.," Pleasant Run helps at-risk children and families. , when you look"
<t> It can certainly make happy holiday memories. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> listen-01 :ARG0 ( <pointer:2> i ) ) :op2 ( <pointer:3> agree-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> thing :ARG1-of ( <pointer:5> sound-01 :ARG2 ( <pointer:6> right-06 ) :ARG1-of ( <pointer:7> think-01 :ARG0 <pointer:2> ) ) ) ) )  </g> [EOS],Holidays can be positive with these experiences.," It can make happy holiday memories. , and i agree with that;"
"<t> This retailer launched its Web site in 1995, the first major apparel retailer to do so. </t> <g> ( <pointer:0> call-01 :ARG0 ( <pointer:1> newspaper :wiki <lit> The Washington Post </lit> :name ( <pointer:2> name :op1 <lit> Washington </lit> :op2 <lit> Post </lit> ) ) :ARG1 ( <pointer:3> it ) :ARG2 ( <pointer:4> culminate-01 :ARG1 ( <pointer:5> game :mod ( <pointer:6> chicken :mod ( <pointer:7> politics ) ) :duration ( <pointer:8> temporal-quantity :quant 6 :unit ( <pointer:9> month ) ) ) ) )  </g> [EOS]",the first major apparel retailer opened its website in 1995," This retailer was the first major apparel store to launch a website. ,"
"<t>  Yes, I understand. </t> <g> ( <pointer:0> obligate-01 :ARG1 ( <pointer:1> i ) :ARG2 ( <pointer:2> tell-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> try-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> understand-01 :ARG0 <pointer:1> :ARG1 ( <pointer:5> it ) ) ) :ARG2 ( <pointer:6> you ) ) )  </g> [EOS]",I understand that.," I understand. , i'm sorry to inform you that it is true"
<t> It does not take a too-wicked mind to read into such terms meanings of a lewd nature. </t> <g> ( <pointer:0> know-06 :ARG0 ( <pointer:1> you ) )  </g> [EOS],It does not take a twisted mind to read crude meanings into such terms., It doesn't take a very smart person to understand the meaning. ...
"<t> At 9:03:11, United Airlines Flight 175 struck the South Tower of the World Trade Center. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> amr-unknown ) :purpose ( <pointer:3> lunch ) )  </g> [EOS]",The South Tower of the World Trade Center was struck at 9:03:11., The South Tower of the World Trade Center was hit by United Airlines Flight 175. 
"<t> The paradox of make-believe is that in everyday life, when children subordinate actions to rules, they usually give up something they want'instead of keeping a treasured toy all to themselves, they share it; instead of continuing to play, they clean up; instead of watching more TV, they go to bed. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> factor :mod ( <pointer:2> vital ) :domain ( <pointer:3> credibility ) ) :op2 ( <pointer:4> have-03 :ARG0 ( <pointer:5> person :wiki <lit> Jim Lehrer </lit> :name ( <pointer:6> name :op1 <lit> Jim </lit> :op2 <lit> Lehrer </lit> ) ) :ARG1 <pointer:3> :mod ( <pointer:7> indeed ) ) )  </g> [EOS]",Make-believe comes with an inherent paradox that's noticed in regular life., Children often give up things they want.  explains the paradox of make-
"<t> 5 million, which did not deter Bin Ladin. </t> <g> ( <pointer:0> have-condition-91 :ARG1 ( <pointer:1> require-01 :ARG1 ( <pointer:2> go-02 :ARG0 <pointer:7> :ARG4 ( <pointer:3> attend-01 :ARG0 <pointer:7> :ARG1 ( <pointer:4> session :mod ( <pointer:5> counsel-01 ) ) ) ) :ARG2 <pointer:7> ) :ARG2 ( <pointer:6> come-up-11 :ARG0 ( <pointer:7> they ) :ARG1 ( <pointer:8> positive ) ) :ARG1-of ( <pointer:9> regardless-91 :ARG2 ( <pointer:10> thing :ARG1-of ( <pointer:11> detect-01 :ARG0 <pointer:7> ) ) ) :mod ( <pointer:12> yeah :mode expressive ) )  </g> [EOS]",Bin Ladin was not worried by 5 million.," Bin Ladin did not deter despite the 5 million. , which didn"
<t> We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts. </t> <g> ( <pointer:0> yell-01 :ARG0 ( <pointer:1> someone ) :ARG1 ( <pointer:2> finish-01 :mode imperative :ARG0 ( <pointer:3> you ) :ARG1 ( <pointer:4> it ) ) )  </g> [EOS],We are expecting to see good things soon, We will see results soon. ...what's exciting is that we're
<t> And how old are you? </t> <g> ( <pointer:0> accept-01 :ARG0 ( <pointer:1> doctor ) :ARG1 ( <pointer:2> theory :topic ( <pointer:3> take-01 :ARG0 ( <pointer:4> person :wiki - :name ( <pointer:5> name :op1 <lit> Mrs. </lit> :op2 <lit> Vandemeyer </lit> ) ) :ARG1 ( <pointer:6> dose-01 :ARG2 ( <pointer:7> chloral ) ) :manner ( <pointer:8> accidental ) ) ) :ARG1-of ( <pointer:9> ready-02 :degree ( <pointer:10> quite ) ) )  </g> [EOS],How old are you?, How old are you?  And how do doctors think it was that caused the
"<t>  Well, it's yellow and orange and red. </t> <g> ( <pointer:0> have-concession-91 :ARG1 ( <pointer:1> rise-01 :polarity - :ARG1 ( <pointer:2> productive-03 :ARG0 <pointer:10> ) :mod ( <pointer:3> at-all ) :ARG0-of ( <pointer:4> suggest-01 :ARG1 ( <pointer:5> improve-01 :polarity - :ARG0 ( <pointer:6> consolidate-01 ) :ARG1 ( <pointer:7> efficient-01 ) ) ) ) :ARG2 ( <pointer:8> reap-01 :ARG0 ( <pointer:9> airline :ARG1-of ( <pointer:10> major-02 ) ) :ARG1 ( <pointer:11> profit :mod ( <pointer:12> large ) ) :time ( <pointer:13> before :op1 ( <pointer:14> now ) :duration ( <pointer:15> temporal-quantity :quant 4 :unit ( <pointer:16> year ) ) ) ) :ARG1-of ( <pointer:17> have-degree-91 :ARG2 ( <pointer:18> point-03 :ARG1 <pointer:0> ) :ARG3 ( <pointer:19> more ) ) )  </g> [EOS]",It is made up of at least three colors.," It's yellow, orange and red. ...what about the profits?"
<t> I didn't hit nothing. </t> <g> ( <pointer:0> forge-02 :ARG0 ( <pointer:1> person :ARG1-of ( <pointer:2> black-05 ) ) :ARG1 ( <pointer:3> culture :ARG1-of ( <pointer:4> rich-02 :ARG2 ( <pointer:5> and :op1 ( <pointer:6> observe-01 :ARG1 ( <pointer:7> religion ) ) :op2 ( <pointer:8> tale :mod ( <pointer:9> folk ) ) :op3 ( <pointer:10> tradition :mod ( <pointer:11> family ) ) :op4 ( <pointer:12> song ) :op5 ( <pointer:13> et-cetera ) ) ) ) :concession ( <pointer:14> constrain-01 :ARG0 ( <pointer:15> enslave-01 :ARG1 <pointer:1> ) :ARG1 <pointer:1> :ARG1-of ( <pointer:16> obvious-01 ) ) )  </g> [EOS],I didn't hit anything.," I didn't hit anything. ...what?!?!??!?!"""
"<t> hordes of giggling high school girls ... </t> <g> ( <pointer:0> surprise-01 :ARG0 ( <pointer:1> way :manner-of ( <pointer:2> draft-02 :ARG0 ( <pointer:3> they ) :time ( <pointer:4> year :mod ( <pointer:5> last ) ) ) ) :ARG1 ( <pointer:6> i ) :ARG2 ( <pointer:7> contrast-01 :ARG1 ( <pointer:8> go-03 :polarity - :ARG0 <pointer:3> :ARG1 ( <pointer:9> or :op1 ( <pointer:10> person :ARG0-of ( <pointer:11> have-org-role-91 :ARG2 ( <pointer:12> lineman ) ) :mod ( <pointer:13> big ) :mod ( <pointer:14> offensive ) ) :op2 ( <pointer:15> person :ARG0-of ( <pointer:16> have-org-role-91 :ARG2 ( <pointer:17> lineman ) ) :mod ( <pointer:18> defensive ) ) ) :ARG1-of ( <pointer:19> real-04 ) ) :ARG2 ( <pointer:20> go-03 :ARG0 <pointer:3> :ARG1 ( <pointer:21> position :mod ( <pointer:22> skill ) :ARG2-of ( <pointer:23> include-91 :ARG1 ( <pointer:24> quarterback ) ) ) :ARG1-of <pointer:19> ) ) :mod ( <pointer:25> yeah :mode expressive ) ) "",</g> [EOS]",There are a lot of giggling high school girls.," Lots of giggling high school girls. ,what a surprise!..."
<t> A perfume called Poison has appeared on the market. </t> <g> ( <pointer:0> increase-01 :ARG1 ( <pointer:1> concentrate-02 :ARG1 ( <pointer:2> gas :mod ( <pointer:3> greenhouse ) :ARG2-of ( <pointer:4> include-91 :ARG1 ( <pointer:5> small-molecule :wiki <lit> Carbon dioxide </lit> :name ( <pointer:6> name :op1 <lit> CO2 </lit> ) :mod ( <pointer:7> especially ) ) ) ) ) :manner ( <pointer:8> substantial ) :time ( <pointer:9> since :op1 ( <pointer:10> begin-01 :ARG1 ( <pointer:11> revolution-03 :mod ( <pointer:12> industry ) ) ) ) )  </g> [EOS],Poison is a perfume.," Poison is a perfume. , since the beginning of this century there has"
"<t> And sometime during the third year, they can imagine objects and events with little or no support from the real world, as when they say to a play partner,  I'm calling Susie on the phone!  </t> <g> ( <pointer:0> and :op1 ( <pointer:1> true-01 :ARG1 ( <pointer:2> thing :ARG1-of ( <pointer:3> know-01 :ARG0 ( <pointer:4> person :ARG0-of ( <pointer:5> have-org-role-91 :ARG2 ( <pointer:6> official :ARG0-of ( <pointer:7> approve-01 ) ) ) ) ) ) ) :op2 ( <pointer:8> correct-02 :ARG1 <pointer:2> ) :op3 ( <pointer:9> accurate :domain <pointer:2> ) :ARG1-of ( <pointer:10> accord-02 :ARG2 ( <pointer:11> and :op1 ( <pointer:12> law :ARG1-of ( <pointer:13> apply-02 :ARG1-of ( <pointer:14> possible-01 ) ) ) :op2 ( <pointer:15> regulate-01 :ARG1-of <pointer:13> ) :op3 ( <pointer:16> decide-01 :ARG1-of <pointer:13> ) ) ) )  </g> [EOS]","Occasionally during the third year, they are able to imagine objects and events without support from the real world.", They can imagine things without any support from the real world.  And sometime during
"<t> In their testimony and in other public accounts, NORAD officials also stated that the Langley fighters were scrambled to respond to the notifications about American 77,178 United 93, or both. </t> <g> ( <pointer:0> begin-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> author-01 ) ) :ARG2 ( <pointer:3> set :consist-of ( <pointer:4> or :op1 ( <pointer:5> hunch ) :op2 ( <pointer:6> hypothesis ) :topic ( <pointer:7> and :op1 ( <pointer:8> thing :ARG1-of ( <pointer:9> go-08 :ARG2 ( <pointer:10> wrong-02 ) :ARG1-of ( <pointer:11> possible-01 ) :topic ( <pointer:12> manage-01 :ARG1 ( <pointer:13> agency ) ) ) ) :op2 ( <pointer:14> thing :ARG0-of ( <pointer:15> evidence-01 :ARG1 ( <pointer:16> or :op1 ( <pointer:17> support-01 :ARG1 <pointer:5> ) :op2 ( <pointer:18> contradict-01 :ARG1 <pointer:5> ) ) ) ) ) ) ) )  </g> [EOS]",According to NORAD officials the Langley fighters were scrambled in response.," Langley fighters were scrambled to respond. , NORAD officials also stated"
"<t>  a short article about someone or something in a dictionary or encyclopedia,. </t> <g> ( <pointer:0> intend-01 :ARG1 ( <pointer:1> recommend-01 :ARG0 ( <pointer:2> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:3> name :op1 <lit> GAO </lit> ) ) ) :ARG2 ( <pointer:4> and :op1 ( <pointer:5> improve-01 :ARG1 ( <pointer:6> and :op1 ( <pointer:7> economy ) :op2 ( <pointer:8> efficient-01 :ARG1 <pointer:9> ) :op3 ( <pointer:9> effective-04 :ARG0 ( <pointer:10> operate-01 :ARG0 ( <pointer:11> agency ) ) ) ) ) :op2 ( <pointer:12> improve-01 :ARG1 ( <pointer:13> accountable-02 :ARG0 ( <pointer:14> government-organization :ARG0-of ( <pointer:15> govern-01 ) :mod ( <pointer:16> federal ) ) ) ) :purpose ( <pointer:17> benefit-01 :ARG1 ( <pointer:18> person :mod ( <pointer:19> country :wiki <lit> United States </lit> :name ( <pointer:20> name :op1 <lit> America </lit> ) ) ) ) ) )  </g> [EOS]",A short article about something in a publication., A short article about someone. ...what's in a dictionary or encyclopedia
"<t> Ooh, one of my three older sisters. </t> <g> ( <pointer:0> practice-01 :ARG0 ( <pointer:1> he ) :ARG1-of ( <pointer:2> private-03 ) :mod ( <pointer:3> also ) )  </g> [EOS]",One of my sisters.," My older sister.  ooh, one of my three sisters also! )"
<t> She remembered poems that she had learned when she was in high school. </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> possible-01 :polarity - :ARG1 ( <pointer:3> defend-01 :ARG0 ( <pointer:4> they ) :ARG1 <pointer:4> :ARG1-of ( <pointer:5> real-04 ) :ARG1-of ( <pointer:6> resemble-01 :ARG2 ( <pointer:7> somebody :ARG1-of ( <pointer:8> grow-up-04 ) :ARG1-of ( <pointer:9> age-01 :ARG2 ( <pointer:10> thing :ARG1-of ( <pointer:11> say-01 :ARG0 ( <pointer:12> i ) ) ) ) ) ) ) ) :mod ( <pointer:13> yeah :mode expressive ) )  </g> [EOS],She recalled poems from high school.," She remembered poems she had learned in high school. , yeah!?!"
