"The phrase is a reminder of its medieval provenance, its academic focus, and its corporate style. [EOS]",its medieval origin is a constant reminder of the phrase. ,The phrase is a reminder of its medieval provenance. PHOTO: The
"However, their cumulative effect tends to be overpowering. [EOS]",Only when put together are the effects overpowering.,Their cumulative effect tends to be overpowering. PHILOSOPHYAdvertisements
"For example, one writer cites a preference for cunt over vagina , because of the latter's derivation from a Latin word meaning `sheath,' often sheath for a sword.) [EOS]",The term vagina is derived from Latin.,One writer says that people prefer cunt over vagina. fluxxAdvertisementscomments
"After bloody struggles, the Sunni became (and remain) the majority sect. [EOS]",The Sunni were not the majority sect before violent conflict took place.,The Sunni sect became the majority after a lot of fighting. PHILOS
The killers were assumed to be rival Egyptians. [EOS],Rival Egyptians were assumed to be the culprits behind the killings.,The killers were assumed to be Egyptians. PHILIPPE MALoney
We all realize how the availability or lack of comfortable seating and conference space made it possible for us to socialize or to get help in a course giving us difficulty. [EOS],Having comfortable seating and conference space made it easier to socialize or get help with a difficult course.,We all realize how comfortable seating and conference space made it possible for us to socialize
None is the combined Old English ne `not' + on `one. [EOS],None is compounded by two Old English words,None is the combined Old English ne pioterrorism.com/2017
"In some developing countries, workers are brought to the factories, which are generally located at the outer reaches of the local industrial infrastructure. [EOS]","In some countries, employees are shuttled to the production plants which are usually located far from the local industrial base.",The factories are located at the outer reaches of industrial infrastructure in some developing countries. 
"Some, like French, Spanish, Italian, and Portuguese, had more in common with one another than they did with, say, German, English, Swedish, Danish, and Dutch, which, in turn, bore only a remote resemblance to Russian and Polish, on the one hand, and the two extant varieties of, say, Gaelic, on the other. [EOS]","Romance languages bear similarities to one another, but they differ from English and German.","French, Spanish and Italian had more in common with one another than they did other languages"
Met my first girlfriend that way. [EOS],I had a girlfriend.,I met my first girlfriend that way. factoryAdvertisementscommentsand more to
"Southern manufacturers had already adopted steam engines for textile production, along with newer and more productive technology. [EOS]",Southern manufacturers had adopted steam engines for textile production and newer more productive technology.,Southern manufacturers had already adopted steam engines for textile production. PHOTO: Southern
I feel like it's that way everywhere. [EOS],"It's the same way, everywhere.",I feel like it's the same everywhere. PHILOSOPHYAdvertisements
"Well, thank you for being part of this study [EOS]",We are really glad you decided to join the study.,Thank you for being a part of this study. factoryAdvertisementscommentsand
"The soldier in charge would command, after each firing, that the rank on the scaffold step down and be replaced by the rank that had just reloaded, thus alternating ranks and sustaining the rifle fire. [EOS]",The commanding soldier demanded after each firing that the rank be reloaded. ,The soldier in charge would command that the rank on scaffold step down and be replaced
"Um, is the United States your, uh, birth country? [EOS]",Were you born in America?,"Is the United States your birth country? PHILADELphia, USA"
He also showed me the newspaper clipping. [EOS],He showed the newspaper to me,He showed me the newspaper clipping. factoryAdvertisementscommentsand he also shown
They must desire genuine communication and work toward attaining it. [EOS],They would want genuine communication and work towards getting it. ,"They must work towards genuine communication. PHOTO: The desire for true,"
Each suit is ideally made from pattern pieces cut from the same ply of cloth and the same region of material. [EOS],Each suit should be made from pattern pieces.,Each suit is made from pattern pieces cut into the same ply of cloth and region.
"From 9:34 to 10:08, a Command Center facility manager provided frequent updates to Acting Deputy Administrator Monte Belger and other executives at FAA headquarters as United 93 headed toward Washington, D.C. [EOS]",Frequent updates were provided to Monte Belger and others about United 93.,A Command Center facility manager provided frequent updates to Acting Deputy Administrator Monte Belger. 
"Instead, he underscores that children are avid, active learners, but adults must cultivate their drive toward mastery. [EOS]",He explains that adults must cultivate the children towards mastery.,He says that children are very active learners. PHILOSOPHY:
Vice President Cheney was asked for authority to engage the aircraft. [EOS],They asked the Vice President if they could engage the plane.,Vice President Cheney was asked to engage the aircraft. factoryAdvertisementscommentsand
Students will provide dental health education for homeless patients as well. [EOS],Students will talk to homeless people about dental health.,Students will provide dental health education for homeless patients. PHOTO ID: Homeless
"At the end of the second year, children begin to label their own and others' internal states with words, such as  want,   happy,   mad,   think,  and  pretend.  [EOS]","Usually by the end of the second year, children will begin to label their own and other's internal states with words. ",Children begin to label their own and others' internal states with words at the end of
A proportionately large number of you responded to that survey. [EOS],"Compared to others, a large percentage of you answered that series of questions.",A lot of you responded to the survey. PHOTO: A large number
"The other plant (the  quick-line  plant) has production costs that are 10 percent higher than for the regular line, but the manufacturing lead time from the time a production order is placed until a shirt is available in finished goods inventory is two weeks, compared to eleven weeks for the plant with the  regular line.  [EOS]","The other plant has production costs which are higher than the regular line, but takes two weeks instead of 11.",The quick-line plant has higher production costs than the regular line. PH
Girl Scouting benefits Parent/child relationships. [EOS],Parent and child relationships benefit from the Girl Scouts.,Girl Scouting benefits Parent/Child relationships. phobicCommentscommentsAdvertisementsLike this
The combined impact of these factors is captured by the following trends. [EOS],The impact is captured by the trends.,The following trends show the combined impact of these factors. PHOTO: The
This is illustrated in Table 9.1 (page 158) for the men's and boys' shirt industry. [EOS],This is illustrated in Table 9.1 for shirts made for men and boys.,Table 9.1 shows the men's and boys' shirt industry in detail 
"These include toys, books, television, computers, special lessons, weekend outings, time with grandparents and other extended family members, as well as the quality of child care, schooling, and the neighborhood they choose to live in (depending, of course, on the extent to which communities oer viable choices). [EOS]",They include toys and outings as things that shape kids.,"These include toys, books and television. PHOTO: The quality of child"
"Chased him all the way up to the upstairs, I don't think the bird ever even pooped in the house not that we found-- [EOS]",The bird never relieved itself in the house.,I don't think the bird ever pooped in our house. PHIL
"From the poet Sappho, who in the sixth century BC was the first to use the lyric to write subjectively and explore the range of female experience, to the Chinese polymath Pan Chao (Ban Zhao), who flourished around AD 100 as historian, poet, astronomer, mathematician and educationalist, the range is startling. [EOS]",Sappho was the first author to use lyric to write about the female experience.,Sappho was the first to use lyric in writing. PHILIP
"Some die-cutting operations allow for a number of knit tubes to be centered, placed on one another, and then cut. [EOS]",Some die-cutting operations facilitate the centering of more than one knit tube. ,Some die-cutting operations allow for knit tubes to be placed on one another and then
"Minutes later, United 175 turned southwest without clearance from air traffic control. [EOS]",United 175 turned without clearance from air traffic control.  ,United 175 turned southwest without clearance from air traffic control. factoryAdvertisementscomments
"However, we recognize that contributions at the Maennerchor Society level are not possible for all. [EOS]",Contributions at the level of the Maennerchor Society are impossible for some.,We recognize that contributions at the Maennerchor Society level are not possible for
"It is many years since my contemporaries and I got a kick out of seeing even the bowdlerized f**k in print (in Partridge's Dictionary of Slang and Unconventional English , 1935), and fug in Mailer's The Naked and the Dead allowed prudery to mock itself. [EOS]",Many years have passed since my contemporaries...,I haven't seen a bowdlerized f**k in print for many years
Cathedral provided us with a good education and a great foundation for our futures. [EOS],We studied at the cathedral during our schooling years. ,Cathedral gave us a good education. PHILOSOPHYAdvertisementscomments
"The traditional system of apparel assembly was designed to minimize the direct labor costs of assembly, not production throughput time. [EOS]","The conventional apparel assembly system was put in place not to shorten production time, but the lower the salary costs of assembly.",The traditional system of apparel assembly was designed to minimize direct labor costs. PH
"Daddy's, daddy's a builder right? [EOS]",Is father a builder?,Daddy is a builder. PHILIPPEASANITE: Daddy's
"Their actions saved the lives of countless others, and may have saved either the Capitol or the White House from destruction. [EOS]",They saved lives with what they were doing.,Their actions may have saved the Capitol or White House from destruction. PHOTO
"He moved on to open his own retail stores, restaurants, sales organizations, a manufacturing company and a public relations firm. [EOS]",He opened several things including a public relations firm.,He opened a number of businesses. PHOTO: He moved on to open
You can literally help save a life. [EOS],You can save a life.,You can help save a life. phobicCommentscommentsandactions taken by
"Young Parents  A key component in reduction of potential risk of child abuse, designed to decrease stress in the parent/child relationship enabling the parent to continue school attendance and achievement. [EOS]",designed to decrease stress in American parent/child relationships ,Young parents are a key component in reducing potential risk of child abuse. PH
NORAD would receive tracking information for the hijacked aircraft either from joint use radar or from the relevant FAA air traffic control facility. [EOS],NORAD gets tracking information for planes from joint use radar or the FAA.,The NORAD would receive tracking information for the hijacked aircraft. PHOTO OF
Thank you for your past help and your continued support. [EOS],Thanks for the help and support.,Thank you for your past help and support. PHILIPPEASANT
Such a clue for COCK might  adult male of the domestic fowl . [EOS],"The word ""cock"" refers to an adult male domesticated fowl. ",COCK might be an adult male of the domestic fowl. PHIL
West side of Charlotte. [EOS],Charlotte's western side.,The west side of Charlotte. phoenixAdvertisementscommentsand more to come...
"A Feminist Dictionary , edited by influential Cheris Kramarae and Paula Treichler along with Ann Russo, suggests the style and the substance of some recent feminist discourse. [EOS]",A Feminist Dictionary explains the reasoning and arguments given by feminists.,Cheris Kramarae and Paula Treichler edited A Feminist Dictionary.
"At 10:02, the communicators in the shelter began receiving reports from the Secret Service of an inbound aircraft-presumably hijacked-heading toward Washington. [EOS]",A hijacked airplane was headed toward Washington at 10 am.,The Secret Service received reports of an aircraft headed towards Washington. PHOTO:
"Consider, for example, a 9-month-old infant who has never before seen a jack-in-the-box. [EOS]","For instance, think of a 9-month-old infant experiencing a jack-in-the-box for the first time.",A 9 month old infant has never seen a jack-in the box. 
"That was the first time I saw them, the gue, the guerillas. [EOS]","That was the first time I had ever saw them, the guerillas.",I had never seen the guerillas before. factoryAdvertisementscommentsand
The international environment for Bin Ladin's efforts was ideal. [EOS],The environment internationally for Bin Ladin's efforts was just right.,Bin Ladelin's efforts were aided by the international environment. PHIL
"I find it difficult to imagine a people more hospitable, more generous with their time, than the Japanese who took care of me. [EOS]","The Japanese who cared for me were the most friendly, hospitable people I have ever met.",I can't imagine a people more hospitable than the Japanese. PHOTO
Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03. [EOS],The NMCC heard about the hijacking of United 93 at 10:03.,The NMCC learned of United 93's hijacking at 10:03. 
") Juvenal wrote his satire on Rome in the early years of the second century, during the reign of the Emperor Trajan. [EOS]",Juvenal wrote during the reign of the Emperor Trajan.,Juvenal wrote a satire on Rome during the reign of Emperor Trajan. 
"Together, I think we can make a contribution to that upgrading of the lounge which will be very meaningful for the students. [EOS]",We can make contributions together to help with the upgrades the lounge needs.,I think we can make a contribution to that upgrading of the lounge. PH
"All that day, we didn't get up (off the floor). [EOS]",We did not get up off the floor.,"We didn't get up that day. factoryCommentscomments""All the"
The Vice President authorized fighter aircraft to engage the inbound plane. [EOS],Fighter aircraft were authorized to engage the plane.,The Vice President authorized fighter aircraft to engage the inbound plane. PHOTO
"Finally, the central role played by retailers in development and operation of the channel points to the fact that any measure'whether taken by the government, through voluntary compliance programs or via collective bargaining'must include their participation and support. [EOS]",Retailers have a big role to play in the developing the channel.,Retailers played a central role in the development of and operation. PH
"When all the individual pieces of the garment have been modified and entered into the computer system, the final garment pattern is ready to be cut and sewn into a sample garment. [EOS]",The final pattern would be ready to become a sample after the individual parts of the garment have been fixed and uploaded onto the computer system.,The final garment pattern is ready to be cut and sewn into a sample. 
"So, it's like she, uh, and the education wasn't the same back in those days. [EOS]",The education was not the same as back in those days.,The education was not the same in those days. factoryAdvertisementscommentsand
And did you like living in Charlotte all your life? [EOS],Did you enjoy spending your whole life in Charlotte? ,Did you like living in Charlotte? PHILADELphis.comAnd
"A successful U.S. apparel-maker, for instance, may assemble basic men's khaki pants in average sizes in Mexico, taking advantage of low labor costs as well as Mexico's proximity to the maker's Texas distribution centers; at the same time, this company can choose to manufacture products with more variable demand, like khaki pants with narrow waists and long inseams, in the United States, providing fast turnaround for retailers and lower exposure to inventory risk. [EOS]",Outsourcing work to Mexico would benefit apparel-makers due to low labor costs. ,A successful U.S apparel-maker can make khaki pants in Mexico because of
"Safire cannot be accused of being copy-proud (except, evidently, of awful puns, as in   Ms. is deliberately msterious , but at least it is not deliberately msleading   and other mscegenations). [EOS]","One can't honestly state that Safire takes pride in copying others (unless one considers the dreadful word-play, such as ""Ms. is deliberately msterious , but at least it is not deliberately msleading and other mscegenations"").",Safire is not accused of copy-proud. PHOTO:
NEADS decided to keep the Otis fighters over New York. [EOS],The fighters stayed in the air over New York.,"NEADS kept the Otis fighters. PHILADELphia, NY"
"Where is, where was this? [EOS]",I want to know where it is.,Where is this? phobic.comComments on where it was located:
FAA Mission and Structure. [EOS],How the FAA is structured.,"The FAA mission and structure. PHOTO: FAA Mission & Structure,"
Then he came and we stayed on in the same place. [EOS],We were in the same place when he arrived.,We stayed in the same place until he came. fantasyAdvertisementscommentsand
"At 9:41, Cleveland Center lost United 93's transponder signal. [EOS]",The signal from United 93's transponder was lost.,Cleveland Center lost United 93's transponder signal at 9:41.
Please support our 1996 United Way campaign. [EOS],We are asking that you help the United Way in 1996 by generously giving to our campaign.,Please support our 1996 United Way campaign. PHOTO: USW/1996
It was impossible not to remain humble in these circumstances. [EOS],We were humble as a result of these circumstances.,It was impossible to remain humble in these circumstances. fluxxAdvertisementscomments
In the 1934 book Music Ho! [EOS],In1934 the book Music Ho! ,Music Ho! was published in 1934. phobicCommentscommentsAbout this book
"I cannot wait to see a new perfume marketed under the name Mephitis, Osmatique, or Puanteur. [EOS]",I am awaiting the launch of the new perfume.,"I can't wait to see a new perfume. PHPitis, O"
"Yeah, we gotta get-we gotta alert the military real quick on this. [EOS]",We need to alert the military about this soon.,We need to alert the military quickly. phobicComments on this topic are
Now he is on a ramble with his hand out and a pleading look in his roadmapped eyes. [EOS],He has his hand out.,He is on a ramble with his hand out and pleading look in the roadm
"Here at The Salvation Army, this is our continuous goal. [EOS]",This is our constant goal at The Salvation Army. ,This is our goal at The Salvation Army. PHOTO: THE SALvation
"So I didn't like that at first, and then, of course, you know, as the story unfolded, you would, uh, relate that to your own experiences of being afraid and, and learning to conquer those fears and that kind of thing. [EOS]","As the story continued, I related more to it and learned to conquer my fears.","I didn't like that at first, but as the story unfolded you would relate it"
Giving $50 club sponsor provides supplies needed for one club $100 camper sponsor provides one child a whole week of fun at camp. [EOS],"As you can see, just a small donation can make a big difference.",A $100 camper sponsor gives a child an entire week of fun at camp.
"My source for the preceding is Charles Fountain's engaging biography of Frazier, Another Man's Poison , Globe Pequot Press, Chester, CT, 1984. [EOS]",I base my previous statement on a reading of Charles Fountain's book.,Charles Fountain wrote a biography of Frazier. PHOTO: Charles fountain's book
"According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students. [EOS]","According to David Schmidt, the upgraded lounge is the most important thing for the students.",David Schmidt is a fourth-year student. PHOTO of DavidSchmidt
"oy not so much a word as an entire vocabulary, as Rosten   can express any emotion, from trivial delight to the blackest woe.  [EOS]",Oy can be used to express anything from trivial delight to the blackest woe.,Rosten can express any emotion. PHILOSOPHY: Rost
An endowed chair will greatly benefit the IU School of Dentistry in recruiting and retaining outstanding faculty. [EOS],An endowed chair will help with the IU school of dentistry recruiting great faculty. ,The IU School of Dentistry will benefit from an endowed chair. PHOTO
"As with all contributions made through I U Foundation, your gift is tax-deductible according to federal and state laws. [EOS]",Anything that you give through the I U foundation you can deduct on your taxes. ,Your gift is tax-deductible according to federal and state laws. 
Your gift will go beyond the holiday season. [EOS],The impact of your donation will extend into the following year.,Your gift will be more than just the holiday season. PHILIPPE
"At last, he has found success in a job that he loves. [EOS]","He has found success in a job that he loves, at last.",He has found a job that he loves. PHILOSOPHYAdvertisements
Somewhere in VA Marsha sees a billboard for this restaurant to eat at. [EOS],"Somewhere in Virginia, Marsha sees a restaurant's billboard.",Marsha saw a billboard for this restaurant. PHOTO: Marsshe sees
We reach out to kids -- especially those from disadvantaged neighborhoods where the risks are highest. [EOS],We want to help the disadvantaged people more,We reach out to kids from disadvantaged neighborhoods. PHOTO: We reached the
"And you said, How do I get this tar off of me uncle? [EOS]","So you asked ""How do I get the tar off of my uncle?"".",You asked how to get the tar off of your uncle. PHILIP
"Of course, at that time my rent was $50.00 a month. [EOS]","Definitely, at that time I was paying $50 per month in rent.",My rent was $50.00 a month at that time PHILIP
"Miyares is a quick to share credit for his success with his business partner and long time friend Clay Chong (they own NUVENCO Group, a San Diego based product and business management firm where Chong is president and Miyares vice president); Chong's wife, Jan, administrative supervisor for the organization; and JoAnn. [EOS]",Miyares and Clay Chong are long time friends and business partners.,Miyares is a quick to share credit for his success with Clay Chong. 
Pound services ensure that lost pets have a clean and safe place to stay and be cared for until their owners can be located. [EOS],"While owners are searched for, pounds help keep lost pets safe and clean.",Pound services help lost pets stay safe and clean. PHOTO: P
"According to Miyares, the DBA is the first organization to target the role of disabled persons in business. [EOS]",DBA is the first organization to help the disabled persons in the business world,The DBA is the first organization to focus on disabled people in business. 
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line. [EOS],Creating a production line involved calculations of the amount of workers and flow of products.,The production line required a precise calculation of the number workers needed. PHOTO
The early phases of the Industrial Revolution in England were closely linked to the mechanization of the textile industry and its transfer from the home to the factory. [EOS],Early phases of the Industrial Revolution in England were linked to machinery.,The textile industry was mechanized. PHOTO OF THE Industrial Revolution in England
"We had a large tractor-trailer parked out front and uh, these guys all assembled to take the pews out of the church. [EOS]",Several guys took the pews out of the church while there was a big vehicle stopped in front.,The pews were taken out of the church by a tractor trailer. PH
"Again, thanks for your support. [EOS]","Again, thanks for the help.",Thanks for your support. phoenixAdvertisementscommentsand comments are closed with this
"She will first analyze the historical data by separating the causes of past changes in demand into the following  (1) trend, (2) seasonality, (3) cyclicality, and (4) random fluctuation. [EOS]",Seasonality is considered to be one of the causes of variations in demand.,She will analyze historical data. PHOTO: She'll first look at the
"After consulting with NEADS command, the crew commander issued the order at 9:23:Okay . . . scramble Langley. [EOS]","At 9:23, Langley was given the order to scramble.  ",The crew commander issued the order at 9:23. factoryAdvertisementscomments
It is my (wholly unsubstantiated) guess that the majority of Soviet personnel in Vietnam are in fact not Russian. [EOS],I guess that most Soviets in Vietnam are not Russian,I think that most of the Soviet personnel in Vietnam are not Russian. PH
"Notice how, for the biological side of brain development to go forward, appropriate stimulation is essential while formation of neural connections is at its peak. [EOS]",The biological side of brain development depends on neural connections being formed.,The biological side of brain development needs stimulation. PHOTO:Notice how appropriate
And you where do you live now? [EOS],Where do you live now?,Where do you live now? phoenix.comAnd where are your current
"Black cover with white, black and white. [EOS]",The cover of the album was black and white.,"The cover is black and white. PHOTO OF THE COVER WITH WHITE,"
"And that keeps me, as an adult, one, remembering to pray like a child, and to maintain some of the innocence, which is difficult, of a child. [EOS]",As an adult I try to retain some of the innocence of a child.,I pray like a child. PHILOSOPHY is difficult to maintain
"I don't, I kind of don't think about that though, because I'm like my life is my life, you know? [EOS]",This is my life I just do not want to think about it.,I don't think about that because I'm like my life is. PH
Almost all home machines are lockstitch machines. [EOS],Close to every home machine is a lockstitch machine.,Almost all home machines are lockstitch. PHOTO: A LockSt
"Since 1977, Dr. Reinhold Aman has been publishing Maledicta , subtitled The International Journal of Verbal Aggression , from his bivouac in Waukesha, Wisconsin. [EOS]",Since 1977 Dr. Aman has published a journal called Maledicta. ,Maledicta is a journal published by Dr. Reinhold Aman from his b
Sarah hung out with another family in the neighborhood. [EOS],Sarah spent time with another family.,Sarah was friends with another family in the neighborhood. factoryAdvertisementscommentsand
And I think that brings a smile to God's face. [EOS],I think that brings a smile to God's face.,I think that makes God smile. PHILIPPEASANT: I
"In one study, Lonigan and Whitehurst compared shared reading with teachers at preschool, shared reading with parents at home, and a combined condition. [EOS]","A study compared shared reading with teacher at preschool, and parents at home.",Lonigan and Whitehurst compared shared reading with teachers at preschool. PH
"Work a lot harder, um, take some classes that I think are going to interest me more. [EOS]","Step my game up, sign up to classes I feel will be more interesting.",I think I'll take some classes that interest me more. PHILOS
"Yes, he said. [EOS]",He said in the affirmative.,"He said yes. factory conditions are changing rapidly, he explained to me"
"Second, a clue may name a class of objects which includes the answer, like bird for COCK. [EOS]",A clue may be a type of object.,A clue may name a class of objects which includes the answer. PHASE
You got a job cutting siding wasn't it? [EOS],"You cut some siding in that job, right?","You cut siding before? phobic.com""Wasn't that"
"As it began, some of the hijackers-most likely Wail al Shehri and Waleed al Shehri, who were seated in row 2 in first class-stabbed the two unarmed flight attendants who would have been preparing for cabin service. [EOS]",The hijackers were also sitting in the first class cabin.,The two flight attendants were stabbed. PHOTO OF THE Hijackers stabbing
Your contribution helped make it possible for us to provide our students with a quality education. [EOS],Your support helped us provide students with a quality education.,Your contribution helped us provide our students with a quality education. PHILIP
"But, then like me and my mom will talk all the time and she'll come over here and she'll like have a beer and a cigarette with me and it doesn't matter anymore! [EOS]","My mom and I hang out all the time and chat, we even share a drink.",My mom and I talk all the time. PHILOSOPHYAdvertisements
Please include the enclosed form with your contribution. [EOS],Ensure your contribution is accompanied by the form.,Please include the enclosed form with your contribution. factoryAdvertisementscomments about this
Some were in business and some were talking about starting a business. [EOS],There were some that already had a business and others that were just starting.,Some were in business and some are considering starting a new one. PHOTO
"In fact, a production line is probably never in perfect balance. [EOS]",It is a probable fact that a production line is never in perfect balance.,A production line is never in perfect balance. PHOTO: Getty Images/
The city is going to explode with Herron's artistic contributions! [EOS],The artistic contribution's from Herron will help the city grow.,Herron's artistic contributions will make the city explode. PHILosoph
"Poking and prodding at contemporary speech and writing, feminists condemn the use of a term identified with one sex or gender to designate all humanity. [EOS]",Feminists believe that humanity shouldn't be identified with one specific gender.,Feminists don't like the use of a term that is only for one sex
"FAA controllers at Boston Center, which had tracked the first two hijackings, requested at 9:07 that Herndon Command Center get messages to airborne aircraft to increase security for the cockpit. [EOS]",FAA controllers asked planes to protect the cockpits immediately.,The first two hijackings were tracked by FAA controllers at Boston Center. 
This in turn will help us to increase and even improve the services we offer. [EOS],"With this we might even improve the services we offer, as well as increase them.",We will be able to increase and improve the services we offer. PHOTO
Because I'm like a lifeguard every summer and this year I had to get a winter job all year. [EOS],I had to get year-round employment.,I had to work all year. phobicAdvertisementsLike a lifeguard every
Another commercial aircraft in the vicinity then radioed in with reports over the radio of a commuter plane hitting the World Trade Center. [EOS],There was another commercial aircraft nearby that radioed them.,"A commuter plane hit the World Trade Center. PHILADELphia,"
"Without fully realizing it, all of us speak the language of guns and cannons in our everyday conversation, and many words and phrases we spark forth date back to the era of black powder and muzzleloading. [EOS]",Many phrases we use today began as terminology about guns and cannons. ,We speak the language of guns and cannons in our everyday conversation. PHOTO
Few Americans had noticed it. [EOS],Americans hardly noticed it.  ,Few Americans had noticed it. phobicCommentscommentsandiotonsAdvertisementsLike
"These processes are often reinforced with such comments from parents and teachers as,  You'll never get anywhere nowadays without a college education.  [EOS]",Parents and teachers often make comments that college education is highly important.,Parents and teachers often reinforce these processes. PHOTO ID: 'You'll
"The IUPUI Challenger Scholars are chosen from among outstanding students in the humanities, sciences, technologies and education who have chosen to pursue careers in teaching, at any level. [EOS]","Candidates for the IUPUI Challenger Scholars are students who show academic excellence in the humanities, sciences, technology and education and who desire to pursue teaching careers.","The IUPUI Challenger Scholars are chosen from outstanding students in the humanities, sciences and"
It was winter and bitterly cold. [EOS],It was freezing.,It was cold and winter. phobicCommentscommentsandendorsedAdvertisements
He cut out a square and a circle with help today. [EOS],"Today, he was able to cut out a circle and a square with some assistance.",He cut out a square and circle with help today. factory conditions are
The music industry. [EOS],The industry producing music.,The music industry. phobicCommentscommentsand behaviors of the people who work
Something to that effect. [EOS],It could mean that. ,Something to that effect. factoryAdvertisementscomments are closed for the time being
"The remaining 20 percent are either invented ( laser, bogus, splurge ) or have been borrowed from more than 200 other languages or dialects from Arabic to Zulu. [EOS]",The last 20 percent is either made up or taken from other languages.,The remaining 20 percent are either invented or borrowed from other languages. PHOTO
"They would then take their body measurements to any of several participating retailers, who pass the information on to their apparel suppliers and have the clothing custom-made. [EOS]",The body measurements would be given to the participating retailers.,They would take their measurements to the retailers. PHOTO OF THE BODY
"Controllers would notify their supervisors, who in turn would inform management all the way up to FAA headquarters in Washington. [EOS]",Supervisors were notified and they would in turn tell FAA managers.,"Controllers would inform their supervisors. PHOTO OF FAA headquarters in Washington,"
Crisis managers at the FAA and the airlines did not yet act to warn other aircraft. [EOS],Other aircraft in flight had yet to be warned by the FAA.,Crisis managers at the FAA and airlines did not yet act to warn other aircraft.
He passed these instructions to the pilots that launched at 10:42 and afterward. [EOS],Instructions were given to the pilots that flew after 10:42.,He gave instructions to the pilots. PHOTO OF THE PILots that
premise,hypo,generated_hypo
Parents must ask questions like   [EOS],Parents should ask questions such as,Parents must ask questions. PHOTO: I'm not sure if parents should
"And I said, I don't have anybody, I said, hidden away. [EOS]",I don't have anyone hidden here. ,I said I don't have anyone. factoryAdvertisementscommentsand i hid
"We look forward to your written response, membership support, and having the opportunity to work with you. [EOS]",Working with you and getting your written response is something we are waiting for.,We look forward to working with you. PHOTO: We will be looking
"While this was being discussed by executives at FAA headquarters, the Command Center ordered one at 9:25. [EOS]",The Command Center ordered one at 9:25 PM.,The Command Center ordered one at 9:25. factory/govt
Please note that on your calendar. [EOS],Could you put that in your calendar? ,Please mark that on your calendar. phobicComments are welcome here! Thank
Thirty-one privately-funded scholarships totaling $82.000 awarded to students annually [EOS],Private citizens fund thirty-one scholarships for students each year.,There are 31 scholarships that cost $82.000 annually for students to use 
"Although I'm a retired person, today I have a beautiful outlook on life because of Indy Reads. [EOS]","Because of Indy Reads, I have a good outlook on life, even though I've retired.",I have a beautiful outlook on life because of Indy Reads. PHOTO
"I spent hours daydreaming and looking at old pictures of Mom, Dad, Sarah, and me.  [EOS]",I looked at old family pictures.,I looked at old pictures of my family. PHILIPPELLA
"(Admittedly, no party completely purges its rhetoric of terms like phallologocentric, however.) [EOS]",No party completely purges its rhetoric of terms like phallogocentric.,No party completely purges its rhetoric of terms like phallologocentric. 
"As a byproduct of participation, children gain a rich understanding of their own and others' mental lives'powerful tools in predicting and explaining human behavior and, therefore, in getting along with others. [EOS]",Children have a better understanding of other people's behavior and getting along with others when they participate. ,Children gain a rich understanding of their own and others' mental lives. PH
"Since a second copy exceeded the first by one hundred percent, it was considered an abundance. [EOS]",It was an abundance by one hundred percent,A second copy was considered an abundance. PHOTO: A single duplicate can
As if this earth in fast thick pants were breathing. [EOS],It's like the earth was breathing.,It was as if this earth were breathing. factory conditions are changing rapidly
"Um, I don't think I'll be able to settle down here though, because most of my relatives live up north. [EOS]",Most of my relatives live up North. ,I don't think I'll be able to settle down here because most of my relatives
"Young Parents  A key component in reduction of potential risk of child abuse, designed to decrease stress in the parent/child relationship enabling the parent to continue school attendance and achievement. [EOS]",created to lower the levels of stress in the parent/child relationship,Young parents are a key component in reducing potential risk of child abuse. PH
"Do you think they've become more ex, do you think they've accepted more what you've decided to do or that's going to take a while? [EOS]",Do you think they agree with your course of action?,"Do you think they've become more ex, do it take a while? "
Support at this level could assist the dental school in a variety of ways. [EOS],The dental school is in need of assistance.,Support at this level could help the dental school. PHOTO OF Dental
"He found lodgings with Younis Khalis, the head of one of the main mujahideen factions. [EOS]",Younis Khalis was a member of an important mujahideen faction.,He found a place to stay with Younis Khalis. PHILIP
"However, I am sure there will be other items that will be needed in the new facility to enhance the educational experience of students, including graduate students. [EOS]",There will be additional items needed in the new facility to enhance the educational experience of students.,I am sure there will be other items that enhance the educational experience of students. 
Further research is needed and families still need help. [EOS],Further research must be conducted.,Further research is needed. PHOTO of families still need help with their needs
"And in several of these random instances of pleonasm, truism, kinky syntax, malapropos metaphor, and just plain dumb things to say, I perceived the moroxonic spirit at work. [EOS]","There were instances of pleonasm, truism, and kinky syntax.",I saw the moroxonic spirit at work in a number of these random instances.
"By 8:33, it had reached its assigned cruising altitude of 31,000 feet. [EOS]","By 8:33 is was on its delegated cruising altitude of about 30,000 feet.","It reached its cruising altitude of 31,000 feet by 8:33. "
"We had a barn, a dairy farm that was maybe quarter of a mile from the house and uh, Mama say, We need milk. [EOS]",We needed milk from our nearby dairy farm. ,We had a barn and dairy farm. PHILIPPE MULLER
"At the same time, children can develop more attractive dispositions and adaptive skills as the result of parental warmth, attention, and consistent guidance. [EOS]",Kids can develop better dispositions.,"Children can develop more attractive dispositions and adaptive skills as the result of parental warmth,"
