premise,hypo,generated_hypo
"I was under the impression it was based on Webster's Ninth Collegiate Dictionary , and indeed it was; but there are so many improvements and changes that the absence both of a Longman copyright notice and of any identification of a specific editorial director are a bit mysterious. [EOS]",I though it was based on Webster's Ninth Collegiate Dictionary.,I was under the impression that it had been based on Webster's Ninth Collegiate Dictionary
"The flight had taken off just as American 11 was being hijacked, and at 8:42 the United 175 flight crew completed their report on a suspicious transmission overheard from another plane (which turned out to have been Flight 11) just after takeoff. [EOS]",The aircrew knew that there was something suspicious.,The flight took off just as American 11 was being hijacked. PHOTO:
"If you try to make any moves, you'll endanger yourself and the airplane. [EOS]",You should stay still if you want to keep safe.,You will endanger yourself and the airplane if you try to make any moves. 
"That, the sun hadn't come up yet, it was still like, five in the morning. [EOS]",The sun is not up yet because it is five a.m. ,"It was still early in the morning. phobicComments on that, it"
For North Carolina? [EOS],Concerning North Carolina?,For North Carolina? pAdvertisementscomments are closed for now.Comments opened on
There you are. [EOS],There you are right now.,You are there. phobicCommentscommentsandactions:There you go!
Why is reading so important? [EOS],WHy is the reading so very important?,Why is reading so important? PHILOSOPHY.comComments on
"Still, the idea has caught on so well that most British newspapers now offer two crossword puzzles each day. [EOS]",Most papers in Britain offer multiple crosswords.  ,The idea has caught on so well that most British newspapers now offer two crossword puzzles
"Yeah, he taxied to a gas station to fill it up. [EOS]",He went to a gas station to fill it up.,He filled it up at a gas station. fantasyAdvertisementscommentsand comments
"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please. [EOS]",Sophie's teddy bear and leprechaun will be exhausted on some nights.,Sophie's teddy bear and leprechaun don't stay up late
"Penny Perrick regrets (January 11) that  There is no word in English to describe that particular, special sort of pride that one feels in the achievements of one's children.  [EOS]",Penny Perrick would like it if English had a word to denote pride in one's children.,Penny Perrick is proud of her children. PHILIPPE PER
"Bin Ladin went initially to Jalalabad, probably because it was in an area controlled by a provincial council of Islamic leaders who were not major contenders for national power. [EOS]",Bin Ladin first went to Jalalabad because it lacked any sizable competition.,Bin Ladalin went to Jalalabad because it was controlled by Islamic leaders.
"Obese is a compound of two Latin words, the prefix, ob - `over' + “dere"" eat. [EOS]","The English word ""obese"" has its origins in Latin.",Obese is a compound of two Latin words. fluxes' word
"Examples of franglais which they find particularly monstrous are, I hear, to be condemned to a newly created  Mus??e des horreurs.  [EOS]",They think some franglais are monstrous in literature.,I hear that they find franglais to be particularly monstrous. PH
"Essentially, random fluctuation in demand cannot be explained by trends, seasonality, cyclicality, or other factors like advertising and new product introduction. [EOS]",Trends can't always explain random variations in demand.,The random fluctuation in demand cannot be explained by trends. PHOTO:
The flight did not respond. [EOS],The flight was unresponsive.  ,The flight didn't respond. phobicComments from the plane to passengers were
"Well, probably the favorite book I had, this is a little different I had The Giant Golden Book of Astronomy, which I got when I was in the second grade and I read it cover to cover till I wore it out. [EOS]",I loved The Giant Golden Book of Astronomy. ,I read The Giant Golden Book of Astronomy when I was in the second grade.
"Usually the records were taken from their jackets and loaded naked in stacks, where they picked up dust, scratched one another, and traded static electricity. [EOS]",The records were loaded in stacks.,The records were stored in stacks. PHOTO of the record being loaded into
"Oftener than not, use of language establishes membership and social-cum-educational rank as clearly as any parchment. [EOS]",The way in which language is used determines social ranking.,Language establishes membership and social-cum educational rank. PHASE 1 of 2
Boston Center immediately advised the New England Region that it was going to stop all departures at airports under its control. [EOS],Boston center told the new England region to halt all departures. ,Boston Center advised the New England Region that it was going to stop all departures at airports
Our pleasure! [EOS],We would be happy to.,Our pleasure! fantasies.comCommentscommentsand phrases from the
Low-cost labor overseas and the increasing penetration of imports have certainly undercut American apparel manufacturers; apparel imports grew rapidly in most categories starting in the mid-1970s. [EOS],Apparel imports have become more popular in the United States since the mid-1970s.,American apparel manufacturers have been undercut by cheap labor overseas. PHOTO: American
"It is important, too, to note that writing systems are  for instance, Polish is written (today) using the Roman alphabet, but Russian, a related Slavic language, uses the Cyrillic; Yiddish, a Germanic language, is written in Hebrew characters; Latin, Greek, and Sanskrit, which resemble one another rather closely in some respects, all use different alphabets; and early examples, utterly unrecognizable to untrained readers of modern languages, were written in cuneiform, quite suitable for writing on soft clay tablets with a pointed stylus, and hieroglyphics. [EOS]",There are multiple kinds of writing systems that use different alphabets,Poland is written using the Roman alphabet. PHOTO of Polish writing system
An odd sidelight on this came a few days after reading the article. [EOS],After comprehending the text an interesting point came up.,"A few days after reading the article, an odd sidelight on this came. "
You've got three kids now. [EOS],You have three children now.,You have three children now. phobic? I'm not sure if you
"These newest Scholars bring the number to ten--ten who, like Christa McAuliffe, will touch the future. [EOS]",These ten new scholars will touch the future.,Christa McAuliffe will touch the future. PHOTO: Christas McA
They're actually both teachers. [EOS],They teach people how to do things.,They are both teachers. factoryAdvertisementscommentsand they're actually two different
"   And to request confirmation, they might well say  You do it exactly this way! [EOS]","For a confirmation request, they might use the words ""Yes, do it just like this!"".",They might say you do it exactly this way to request confirmation. PHIL
"Note that these significant technological, market, and environmental changes largely originated outside the apparel industry itself. [EOS]",These market changes can be traced outside of the apparel sector.,"The apparel industry did not have the most significant technological, market and environmental changes. "
"Last year a small number of alumni each contributed between $2,500 and $4,999 to the school. [EOS]","A few alumni contributed between $2,500 and $4,999 last year.  ","A few alumni gave money to the school last year. Phrase: """
"When you make your contribution to the law school in 1992, please take a moment to follow the three easy steps listed above. [EOS]",Please follow the three easy steps listed above when you make your contribution.,Please follow the three easy steps listed above when you make your contribution to law school in
"The Command Center's national operations manager, Ben Sliney, ordered all FAA facilities to instruct all aircraft to land at the nearest airport. [EOS]",Ben Sliney told all FAA facilities to have all aircraft land at the nearest airport.,Ben Sliney is the national operations manager for The Command Center. PH
The kids need your leadership now more than ever. [EOS],The kids need some guidance,The kids need your leadership. PHILOSOPHYAdvertisementscommentsand more
"Even for basic products, demand varies from day to day and week to week. [EOS]",Demand is always varying from day to day on products.,Demand for basic products varies from day to week. PHOTO: Getty Images
"Consistent with the Confucian parental obligation,  The deeper the love, the greater the correction,  Chinese mothers'  misdeed  stories were much longer than those of the American mothers'in fact, the most lengthy and elaborate of all Chinese narrations. [EOS]",Confucian ideology taught that the amount of correction was directly proportional to how much a parent loved their child.,Chinese mothers' misdeed stories are longer than American moms'. PHOTO
"The SIDS Alliance meets all National Charities Information Bureau (NCIB) standards, and is listed in the NCIB Wisegiving Guide. [EOS]",The SIDS Alliance meets NCIB standards for charities.,The NCIB Wisegiving Guide has a list of standards that the SIDS Alliance meets
Have you ever read any books from foreign authors? [EOS],Have you ever read books written by foreign authors.,Have you read any books from foreign authors? PHILOSOPHY.
"I said to him, that they want to do in that meeting? [EOS]",I spoke words to him in the form of a question.,I asked him what they wanted to do in the meeting. PHILIP
But I'm never going to take the knives out. [EOS],"However, I will not remove the cutting tools.",I will never take the knives out. phobicCommentscommentsand thoughts of
It has long been known that inventories at the macroeconomic level affect the depth and length of business cycles. [EOS],It is known that the business cycles are affected by inventories at the macroeconomic level.,Inventories at the macroeconomic level affect business cycles. PHOTO:
Statistical analysis showed that those garments for which the Buying Committee had the greatest disagreement were indeed those with the greatest demand uncertainty. [EOS],The Buying Committee has great disagreements over many garments.,Statistical analysis showed that the garments for which they had a disagreement were those with uncertainty
"This chapter also describes a new approach to production and sourcing strategies, one that balances traditional and short-cycle production lines. [EOS]",Sourcing tactics and an alternative method of production are contained in this chapter.,This chapter describes a new approach to production and sourcing strategies. PHOTO:
"As a key part of its efforts, Defense created National Guard WMD Civil Support Teams to respond in the event of a WMD terrorist incident. [EOS]",Defense created the National Guard WMD Civil Support Teams to deal with a terrorism event on a mass scale.,The National Guard WMD Civil Support Teams were created to respond in the event of a
"But some very clever comparative linguists, beginning in Germany in the 19th century, theorized about how the nature of the ancestors of the more modern tongues. [EOS]",Comparative linguists started theorizing in the 19th century.,Some linguists theorized about the ancestors of modern tongues. PHOTO:
Each narrative focused on a relatively exceptional personal experience. [EOS],The narratives were each focused on a single experience.,Each narrative focused on a personal experience. PHILOSOPHYAdvertisementscomments
"Nobody used to snicker at Chaucer's line (No.5818) in The Prologe of the Wyf of Bathe , in which that harried dame: Why is my neghebores wif so gay? [EOS]",Nobody laughed at Chaucer's line even though it was funny today.,Chaucer wrote The Prologe of the Wyf. PHASE
Children are back in their classrooms enjoying the fun of renewing friendships and activities interrupted by summer vacation. [EOS],"After summer vacation, children are back in their classrooms having fun.",Children are back in their classrooms. PHILOSOPHYAdvertisementscomments about
The word might also have been used for a receptacle near the guns where powder and balls were kept. [EOS],The word may have meant a number of things. ,The word could have been used for a receptacle near the guns. PH
"And, instead of providing an open-ended guarantee on prices to its distributors, the company would guarantee the price for only two weeks after purchase by the distributor, refusing to take back computers unless they malfunctioned. [EOS]","Instead of providing open-ended guarantees, the company guarantees the price for only 2 weeks after purchase.",The company would only guarantee the price for two weeks after purchase. PHOTO
"He also made use of the already-established Third World Relief Agency (TWRA) headquartered in Vienna, whose branch office locations included Zagreb and Budapest. [EOS]",The Third World Relief Agency had a branch office in Zagreb.  ,The TWRA was established in Vienna. PHIL made use of the Third
"And uh, somewhere in the middle of VA. [EOS]",Somewhere in the middle of Virginia.,It's in the middle of VA. PHILOSOPHYAdvertisementscomments
"Furthermore, both language progress and an array of emergent-literacy skills can be predicted by the sheer amount of verbal interaction in the home during the first few years of life'a relationship that holds for children of all socioeconomic levels. [EOS]",Language progress and literacy skills can be predicted.,The amount of verbal interaction in the home during first few years is a predictor for language
". Mr. Whopsle, being knocked up, was in such a very bad temper.  [EOS]",Mr. Whopsle was furious.,Mr. Whopsle was very angry because he had been knocked up and it made
"All the ingredients may be present'the music, the singers, the dancers, the setting, and costumes'but, alas, duende itself fails to show up and the production fizzles. [EOS]",Duende itself fails to show up and the production fizzles.,"The production is not as good without duende. factory""All the"
"But, it is high time that we establish direct contact with all alumni from all the graduation years, from all Department activities and areas. [EOS]",There are alumni from all Department activities and areas. ,We need to establish direct contact with all alumni from the graduation years. PH
"Societies seldom see what is central in their own cultures, having much less trouble identifying it in the cultures of others. [EOS]",Societies have less trouble noticing what is central in other cultures.,Societies rarely see what is central in their own cultures. PHOTO:
We're at war . . . somebody's going to pay. [EOS],We are going to get back at them.,Someone will pay for the war. PHILIPPE MALoney is
"On the other hand, one would hate to lose the information that might be contained in past years' selling patterns. [EOS]",Losing the information from past years' would be devastating. ,One would hate to lose the information that might be contained in past years' selling patterns
These people are living proof that your investment pays off. [EOS],The people are proof that the investment is worth it.,These people are proof that your investment is worth it. PHILOSOP
 Why are horse and cow lying down? Kevin asked. [EOS],Kevin asked why the horse and cow are lying down.,Kevin asked why the horses were lying down. PHILIPPE: Kevin
"Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is. [EOS]",You all need to include a picture.,I guess you need to include that picture with my dysentery. PH
And that's like I can totally see my dad in my personality. [EOS],I can absolutely see my dad with my personality.,I can see my dad in me. PHILIPPE MULLER
Our free educational programs can save lives. [EOS],Our programs can save lives.,Our free educational programs can save lives. PHOTO: The Free Educational Programs
Some of Bin Ladin's close comrades were more peers than subordinates. [EOS],Some people had a status almost equal to Bin Ladin.,Bin Ladelin's close comrades were more peers than subordinates. PHIL
Are you sure you want to be telling people that? [EOS],Do you really think it's in your best interest to be informing other folks about that?,Are you sure that's what people should hear? factory.comComments
Please join us as we continue to rebuild this historic neighborhood into a place of pride and community strength. [EOS],We will continue to rebuild the historic neighborhood.,We are working to rebuild this historic neighborhood. PHOTO GALLERYPlease
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta . [EOS],Maybe Maledicta will have such interviews more regularly.,Aman might institute such interviews as a regular feature of Maledicta. 
These measures were precautionary steps taken because of the strikes in New York. [EOS],The strikes in New York caused those precautionary measures to be put in place.,The strikes in New York prompted these measures. PHILOSOPHYAdvertisements
\\ Can you remember the very first stories that were read when you were little? [EOS],Do you remember the first stories that were read to you?,Can you recall the first stories that were read to your child? PHIL
None are reported to have received a significant response. [EOS],None have said they received an answer.,None of them received a significant response. phobicComments are being made about
"As graduates of the class of 1990, we would like to leave behind something tangible, in appreciation for the support and encouragement we have received from other students in the School of Engineering and Technology. [EOS]",We want leave a concrete symbol of our appreciation to the school.,We want to leave behind something tangible in appreciation of the support and encouragement we received from
"The second radio transmission, 35 seconds later, indicated that the fight was continuing. [EOS]","35 seconds later, the next transmission states the flight was continuing. ",The radio transmission indicated that the fight was continuing. fantasyAdvertisementscommentsand
"As a donor to the School of Dentistry, you are making a significant investment in dental education in Indiana. [EOS]",You are making a great investment to future dental education when you donate. ,You are making a significant investment in dental education. PHOTO: As an
He said the President signed off on that concept. [EOS],"The President signed off on the concept, according to him.",He said the President agreed with that concept. factoryAdvertisementscommentsand comments
"A more emphatic adjective is perjinkety ; and it has the noun perjinkity , defined as  a nicety.  [EOS]",The noun perjinkity means nicety.,Perjinkety is a more emphatic adjective. PHOTO of per
Establishing the target customer base is therefore a critical first step in any merchandising strategy. [EOS],Any merchandising strategy includes finding a target customer base as the first step.,Establishing the target customer base is a critical first step in any merchandising
"As Damon's message suggests, in building an eective vision of child development and child rearing, neither the child's inner thoughts and feelings nor the role of adult guidance can be singularly extolled or wholeheartedly ignored. [EOS]",Damon's message suggested that the child's inner thoughts and feelings cannot be ignored.,Damon's message suggests that the role of adult guidance can be ignored. 
18 The advantage of using VMI programs stems from the retailer and manufacturer working together to determine a flow of shipments that optimizes the economics of the two parties as a system. [EOS],The retailer and manufacturer work together as a team to determine optimal economic levels.,The VMI programs help the retailer and manufacturer work together. PHOTO:
Thank you again for sending me the information on your $25 reasonable request direct mail appeal as well as your detailed analysis of results. [EOS],The information and analysis results you sent me concerning the direct mail is greatly appreciated.,I appreciate the information you sent me. PHOTO: Thank You for sending
They said the hijackers wielded knives and claimed to have a bomb. [EOS],The highjackers had knives and claimed to have bombs. ,The hijackers were armed with knives and claimed to have a bomb. PH
A relatively new graphic technique is the sandwich. [EOS],The sandwich is a somewhat new technique.,The sandwich is a new graphic technique. PHOTOCommentscommentsand more to
"Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta. [EOS]","The humor from the Japanese jabbering was unintentional, but was likely the most enjoyable.","Hattie McDaniels, Butterfly McQueen and Vivien Leigh were hilarious."
"We are asking for your ten dollars to help fund our programs of Research, Education, and Patient Service and Rehabilitation. [EOS]","Your contribution of ten dollars is going to go towards Research, Education, and Patient Service and Rehabilitation.",We need ten dollars to fund our programs. PHOTO: We are asking
The mission crew commander explained to us that the purpose was to position the Langley fighters between the reported southbound American 11 and the nation's capital. [EOS],The crew commander said that fighters would be placed between Washington DC and American 11.,The mission crew commander explained to us that the purpose was for Langley fighters between American
"Without a nationally regulated and generously subsidized child-care system, formal child care in the United States is in much shorter supply and considerably more costly for parents than it is in other industrialized nations. [EOS]","Without a quality child-care system, it is much harder to come by and more expensive for parents than in other countries.",Formal child care in the United States is less affordable than it could be without a
This plan is one more reason to preserve the perennially endangered Endangered Species Act -the most effective wildlife law ever passed. [EOS],The Endangered Species Act needs to be preserved because of this plan.,The Endangered Species Act is the most effective wildlife law ever passed. PH
"These experiments in political Islam faltered during the 1990 the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam. [EOS]",Those in power in Pakistan learned their people weren't orthodox Islam.,The Iranian revolution lost momentum and prestige. PHILIPPEAN's rulers
"Callers reported that a passenger had been stabbed and that two people were lying on the floor of the cabin, injured or dead-possibly the captain and first officer. [EOS]",Callers stated that there were casualties aboard.  ,Callers said that a passenger had been stabbed. factoryAdvertisementscomments about
"And, how old are you? [EOS]",What is your age?,"How old are you? phoenix.comAnd, how do your parents"
Far more acquired valuable skills but lived in stagnant economies that could not generate satisfying jobs. [EOS],Many people learned useful skills but were stuck in economies that were not creating needed jobs.,The economy was stagnant and did not produce satisfying jobs. PHOTO: The
And uh she had just cartons and cartons of soup labels that she had saved over the years and redeem them you know I don't know five cents a bushel so she was very practical in that regard. [EOS],She saved soup labels and redeemed them for money. ,She saved up a lot of soup labels. PHILIPPEANITE
"By 10:45 there was, however, another set of fighters circling Washington that had entirely different rules of engagement. [EOS]",The fighters in the air over Washington at 10:45 had been told specific rules of engagement. ,There were fighters circling Washington. PHOTO GALLERY of the other group
"Um, Can we turn that off while I think? [EOS]",Can we shut that down while I ponder?,Can we turn that off while I think? fantasy.com/tem
"Throughout this book'and especially in Chapter 5, which addresses the development of children with physical and mental disabilities'we will see many more examples of these synergistic eects. [EOS]",The effects are described in each chapter in different ways.,There are many synergistic eects in this book. PHOTO:
"Though Turabi had been its inspirational leader, General Omar al Bashir, president since 1989, had never been entirely under his thumb. [EOS]",Omar al Bashir became the organization's president in 1989.,Turabi was the inspirational leader. PHOTO OF General Omar al Bashir
"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies. [EOS]",The video teleconference was held at about 9:40 in the morning.,The White House video teleconference was about 9:40. PHOTO OF
"As is true at other campuses, almost all of our operating funds are restricted. [EOS]",Most campuses have limits imposed to their operating funds.,Almost all of our operating funds are restricted. PHOTO: Other campuses have
"But, uh, I guess I did that for it must have been close to, um, a year and a half maybe, and then I decided not, and ended up leaving. [EOS]",I ended up leaving after about a year and a half. ,I decided not to stay and left. phobicCommentscommentsAbout this post
"He inveighed against the presence of U.S. troops in Saudi Arabia, the home of Islam's holiest sites. [EOS]",He did not like U.S. troops to be in Saudi Arabia.,"He was not happy with the presence of U.S troops in Saudi Arabia, home"
Cleveland even told the Command Center it was prepared to contact a nearby military base to make the request. [EOS],Cleveland said that it might contact a local military base.,Cleveland told the Command Center it was prepared to contact a nearby military base.
"It is as if you looked up, say, infer/imply in a usage manual and the author's treatment, in place of an explanation and sound advice, were an unpleasant diatribe against anyone so dense and rude as to have had to look up the entry to begin with. [EOS]",It's as if the author replaced the explanation for infer/imply with their own rant against anyone who would dare to look it up in the first place.,The author's treatment was an unpleasant diatribe against anyone who had to look up
"So, what I am going to ask you is what was your philosophy behind that? [EOS]",I am curious to hear your thoughts on the matter.,I want to know what your philosophy was. PHILIPPEASIS
"The computer cutter does not tire during the day nor forget to cut the notches, and the operator of computer-cutting equipment does not need the skills of a manual operator. [EOS]",A computer-controlled cutter isn't going to forget to cut notches.,The computer cutter does not tire during the day. PHOTO: The operator
Join the Friends of Herron and get the inside scoop on the local art scene. [EOS],If you join the Friends of Herron you'll get the latest news on the local art scene.,The Friends of Herron will give you the inside scoop on local art. 
"Well-known theories of child development'Freud's, Skinner's, Gesell's, and Piaget's, for example'provide little comfort, since dramatic shifts in favored theories have occurred since the launching of systematic study of children about 100 years ago. [EOS]","Freud, Skinner, Gesell and Piaget all studied child development.",There have been dramatic shifts in favored theories of child development. Phrases
Even the Scots are likely to give them more credit than that. [EOS],The Scots probably would venture to grant them more credit than that.,The Scots will give them more credit than that. factoryAdvertisementscommentsand
"That's what they're speculating, that's speculation only. [EOS]",That is just speculation.,They are only speculating. PHOTO of the item being speculated on is
The crate. [EOS],The box.,"The crate. factory conditions are changing rapidly, and this is a result"
Not only are they winning awards around town but many will be presented with scholarships or gift certificates on April 30th at the annual Awards and Honors Ceremony. [EOS],Some people may get scholarships and gift certificates on April 30th.,They are winning awards around town. PHOTO: They will be presented with
"Sophie turned toward the teddy bear, lifted his paw, and exclaimed,  She wants a lollipop to hold in her hand!  [EOS]",Sophie said she wants a lollipop as she was facing the bear.,"Sophie lifted her paw and exclaimed, ""She wants a lollipop to"
"The importance of dialect is emphasized regularly in the press, where we read about people being killed, as in parts of India, because they use the wrong shibboleths. [EOS]",The writing of reporters shows how vital dialect is.,The press emphasizes the importance of dialect. PHOTO GALLERYIn India
I just kept reading until I finally had read almost every one of them. [EOS],I didn't stop reading until I read most of them.,I read almost every one of them. fantasyAdvertisementscommentsand I kept
The space presently occupied by the School of Law and Law Library is deficient both in quality and quantity. [EOS],"The area in which the Law Library and the School of Law are located is lacking, both in terms of quantity and quality.",The space currently occupied by the School of Law and Library is not up to par.
Your mother wasn't real happy about that. [EOS],Your mother wasn't happy about that.,Your mother was not happy about that. fantasyAdvertisementscommentsand more...
"So, that was such a racy and shocking book at that time, and so, of course, we had to read it. [EOS]",During that time period the book was quite racy and shocking to readers.,We had to read that book because it was so shocking. PHILOS
The Collins COBUILD English Language Dictionary of 1987 ( Cobuild ) boasts xxiv plus 1703 pages. [EOS],"Cobuild, Collins' English Language Dictionary, contained 1703 pages in 1987.",The Collins COBUILD English Language Dictionary of 1987 has 1703 pages. 
Your donation to the Herron School of Art and Gallery is crucial to this goal. [EOS],Your monetary contribution to Herron is very important to the objective.,The Herron School of Art and Gallery is in need. PHOTO OF
"Wells's The Time Machine (1895), considered by some the first work of true SF. [EOS]",The Time Machine may the first ever piece of true SF.,The Time Machine was written in 1895. fantasyAdvertisementscomments about true
" OK, let me ask the question here. [EOS]","Allow me to ask this now, alright",Let me ask the question here. factoryAdvertisementscommentsand more than one
"To avoid New York area air traffic and uncertain about what to do, the fighters were brought down to military airspace to hold as needed. [EOS]","To avoid air traffic in new York and not knowing what to do, fighters were sent to military air space. ",The fighters were brought down to military airspace. PHOTO: The fighter was
"Over time, their policies- repression, rewards, emigration, and the displacement of popular anger onto scapegoats (generally foreign)-were shaped by the desire to cling to power. [EOS]",Their policies over time were driven by their thirst for power.,Their policies were shaped by the desire to cling onto power. PHOTO OF
"And that's the way it stayed, the firefights there, in that place, and the firefights. [EOS]",The firefights were in that place.,It was like that for a long time. PHILIPPEASANT
"This occurred not only because of the greater concentration of businesses in the textile industry, but because textile companies generally plan to run their expensive capital equipment at full capacity around the clock. [EOS]","The textile industry has a larger focus of business, and runs all of the time.",The textile industry is more concentrated than ever before. PHILIPPE M
Are you close to your family? [EOS],Is your family close to you?,Are you close to your family? PHOTO.com/enquiry
Engineers designed operations to take similar lengths of time to achieve line balancing. [EOS],Engineers planned operations to set aside comparable lengths of opportunity to accomplish line adjusting.,Engineers designed operations to take similar lengths of time. factoryAdvertisementscomments>
Please remain quiet. [EOS],Please don't make a sound.,Please be quiet. phobicAdvertisementscomments about this topic are being taken care
"Oh yeah, I want to quit early today. [EOS]",I would like to quit early today.,I want to quit early today. phobicCommentscommentsand behaviors of a
"Don't you think that will be hard if you move all the way up there, not seeing them as much? [EOS]",Won't seeing them less often be hard for you?,"If you move up there, it will be hard. PHILIPPE"
I guess I had a friend staying overnight. [EOS],My friend slept through the night here. ,I guess I had a friend staying overnight. fluxxAdvertisementscommentsand
We discuss the trade-off arising from providing new products with little information on consumer demand (fashion products) and replenishing items on the basis of sales (historically limited to more basic products) in detail in Chapter 6. [EOS],Chapter 6 talks about adding new products without knowing if customers want them.,We discuss the trade-off arising from providing new products with little information on consumer demand
Uh she had a big garage that was separate from the house and almost bigger than the house it was almost like it was a barn. [EOS],The garage she had was nearly as big as her home.,She had a big garage that was almost as large and larger than the house. 
"Minutes later, United 175 turned southwest without clearance from air traffic control. [EOS]",United 175 turned and it was against protocol.  ,United 175 turned southwest without clearance from air traffic control. factoryAdvertisementscomments
"Initially, his successors could be drawn from the Prophet's contemporaries, but with time, this was no longer possible. [EOS]",It was no longer possible to choose a successor from the contemporaries.,The Prophet's contemporaries were his successors. PHILIPPE'S successor
I urge you to support your alma mater so that we can continue to make you proud of the degree that you hold from this institution. [EOS],"In order to continue making you proud of your degree from this institution, I urge you to support your alma mater.",I want you to support your alma mater so that we can make sure they are
"In February 1996, Sudanese officials began approaching officials from the United States and other governments, asking what actions of theirs might ease foreign pressure. [EOS]",Sudanese officials wanted foreign pressure on them eased.,Sudanese officials began approaching US and other government representatives in 1996. 
We wouldn't exist if the need weren't there. [EOS],We only exist because we are needed.,We wouldn't exist if the need wasn' there. phobic?s
"To foster productivity (physical output per worker) and constrain supervisory costs, wages are paid on a piece-rate basis, providing incentives for rapid completion of the operation. [EOS]",To foster productivity wages are paid on a piece-rate basis.,Wages are paid on a piece-rate basis to encourage productivity. PH
"Actually, I went back to see my doctor and when I, everything you know was fine. [EOS]","When I went back to see my doctor, everything was OK.",I went back to see my doctor and everything was fine. PHILOS
"In contrast, children who regarded their teachers as unsupportive were more likely to disengage, stop trying, and show declines in achievement. [EOS]","By contrast, the children who regarded their teachers as unsupportive were more likely to disengage.",Children who thought their teachers were unsupportive showed declines in achievement. PH
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence. [EOS]",There was a collection of words that were about water.,There were a lot of words relating to water. factoryAdvertisementscomments about
"Well, do you remember one of those particular stories that um, might come up when you're just sitting around reminiscing? [EOS]",Are there any particular stories that come up when you sit around and think about it?,Do you remember one of those stories that might come up when sitting around reminiscing?
Although I do enjoy Spring and March here. [EOS],"Yes, but here, I'm definitely liking Spring and March.","I enjoy Spring and March here. PHOTO: I do like spring,"
"How about does um, your Dad read any stories to you? [EOS]",Does your dad read any stories to you?,Do you read to your Dad? PHILADELphinium.
Has that directive been transmitted to the aircraft? [EOS],Has the aircraft had the directive transmitted to it?,Has that directive been transmitted to the aircraft? factory.com/products
"At 8:41, Sweeney told Woodward that passengers in coach were under the impression that there was a routine medical emergency in first class. [EOS]","After 8 o'clock, Woodward was told that passengers in the coach section were led to believe that there was a medical emergency in first class.",Sweeney told Woodward that passengers in coach were under the impression of a medical emergency.
"When all the individual pieces of the garment have been modified and entered into the computer system, the final garment pattern is ready to be cut and sewn into a sample garment. [EOS]",You can't start cutting and sewing a garment before the individual pieces are entered into the computer system.,The final garment pattern is ready to be cut and sewn into a sample. 
"Genes and peers do not supplant adult agents, including parents, grandparents, aunts, uncles, family friends, and teachers. [EOS]","Grandparents, aunts, teachers and uncles are adult agents.","Parents, grandparents and aunts are not supplanted by genes. PHOTO"
"And I said to him, I'm not going to be able to go. [EOS]",I told the guy I was not going to be able to go.,I told him that I would not be able to go. PHILIP
It's a nice place to grow up. [EOS],It is a lovely place to have a childhood.,It's a nice place to grow up. PHILOSOPHYAdvertisements
The Czech playwright Karel Kapek was the creator of robot a `machine which replaces a man' in R.U.R. [EOS],Karel Kapek created Robot: A Machine Which Replaces a Man. ,"Kapek created a robot that replaced the man in R.U., which was"
Can you retell the story? [EOS],Can you tell the story again?,Can you tell the story again? phoenix.comComments on this article
Air Force One departed at about 9:54 without any fixed destination. [EOS],"Air Force One left, unsure where they would go.",Air Force One left at 9:54 without a destination. PHOTO G
" Communicate with high warmth, using a positive emotional tone and providing explanations and justifications for your expectations. [EOS]","Communicate in a warm manner, showing lots of positive emotions, and explaining your expectations well.",Communicate with warmth and give explanations. PHOTO: i/a-
Now you watch a lot of television don't you? [EOS],I bet you watch a lot of television now.,"Do you watch a lot of TV? flux.com""Now,"
Do you still want to be a nurse or--? [EOS],Do you want to be a nurse still?,"Do you still want to be a nurse? PHILADELphia,"
It is useful to outline the ordering and manufacturing processes on a weekly basis to see how this manufacturer's inventory policies might differ for the two different sizes. [EOS],The manufacturer may sometimes have differing inventory policies for different sizes.,It is useful to outline the ordering and manufacturing processes on a weekly basis. 
"Lockean ideas provided the footing for American behaviorism, launched by John Watson in the early 1900s and built by B. F. Skinner into a powerful mid-century theoretical force heralding the supremacy of environment in its belief that behavior is shaped by external stimuli. [EOS]",The ideas of Lockean have created the backbone for American behaviorism. ,John Watson was the first to launch American behaviorism. PHOTO: John
"What is  counterproductive  is the notion that speakers of a language have to recognize semantic  they don't  recognize  it, they create it. [EOS]",Speakers of a language create semantic.,Speakers of a language have to recognize semantic. PHOTO OF A speaker
"Unfortunately, children are riveted by a character's aggression and miss the caring message. [EOS]",Kids are riveted by a character's aggression.,Children are distracted by the aggression of a character. PHILOSOPHY
The book just tied right into it. [EOS],It was matched well by the book.,The book was very relevant to it. fantasyAdvertisementscommentsand more!
