premise,hypo,generated_hypo
They were promptly executed. [EOS],They were executed.,They were executed. onecement of their crimes immediately and without delay!
"Five seconds later, Jarrah asked, Is that it? [EOS]","Once five seconds passed, Jarrah asked ""is that it?"".","Jarrah asked if that was it. one seconds later, Jarra said"
You may recall from my earlier letter regarding our 50th reunion that a room in the Union Building has been reserved for our use following the banquet on Friday. [EOS],I clearly indicated in my letter that we reserved a room in the Union Building.,A room in the Union Building has been reserved for our use.  summa
"Your gifts have helped him grow, too, by providing the training and support Joe's tutors have needed, buying the books, Joe used, and giving him the opportunity to meet and learn with other adult learners from Indianapolis and around the country. [EOS]","Your donations have helped Joe's tutors receive the necessary training, buy the books he used and give him the chance to meet and learn with other adult learners.","Joe's tutors have needed training and support. onece, your gifts"
The FAA manager of the teleconference also remembered that the military participated only briefly before the Pentagon was hit. [EOS],"The military's brief participation before the Pentagon was hit, was remembered by the FAA manager.","The FAA manager of the teleconference remembered that before Pentagon was hit, only a short"
It is quite possible Jarrah knew of the success of the assault on the World Trade Center. [EOS],It is likely that Jarrah was aware of the incident at the World Trade Center.  ,Jarrah might have been aware of the success. onecementionible
Did you notice any differences between an American writer and someone of foreign descent? [EOS],Did you take note of the differences between an American writer and someone who is foreign?,Did you notice any differences between an American writer and someone of foreign descent? 
"It is difficult for the nonspecialist reader (like me) to assess the validity of his arguments, which are based on his contention that the language (and its congeners) were carried along by the spread of nomad pastoralism. [EOS]",It'd difficult for me to judge and criticize his arguments.,His arguments are difficult for a non-specialist reader to assess. one
Please send your check today. [EOS],Donate your money today.,"Please send your check today. Vegas, California - please! This"
IUPUI is growing and so is the English Department. [EOS],The English Department is growing with the IUPUI.,"The English Department is growing as well. oneventimely, IUPU"
Readiness for Narrative. [EOS],Prepared for narrative.,Preparing for the narrative. Vegas of Narrative readiness? Yes
The Black Cane Society is named after the Black Cane award which is given annually by the law students to the professor who is voted to be the most outstanding classroom teacher. [EOS],The professor that is voted most outstanding classroom teacher gets the Black Cane award.  ,The Black Cane Society is named after the award given to law students. 
"So you couldn't tell what kind, at night, what kind of people were going by, but you could hear clatter, because even beasts full of weapons, with, everything, you know? [EOS]",At night you were not able to tell what type of people would be passing by but you could hear the clatter of their weapons.,"You couldn't tell what kind of people were going by, but you could hear cl"
[From a review of Handel's Tamerlano in the  issue of Stereo Review. [EOS],From the review in the issue of Stereo Review.,Handel's Tamerlano was reviewed in the issue of Stereo Review.
He soon made clear his desire for unchallenged control and for preparing the mujahideen to fight anywhere in the world. [EOS],He desired absolute control.,He wanted to be in control and prepare the mujahideen for war. 
"According to Vygotsky, children's greatest self-control occurs during make-believe play. [EOS]",Vygotsky believes that imaginary play is where children exhibit the greatest self-control.,"Children's greatest self-control occurs during make believe play, according to Vygots"
"He also lost the head of his military committee, Abu Ubaidah al Banshiri, one of the most capable and popular leaders of al Qaeda. [EOS]",Abu Ubaidah al Banshiri was both capable and popular among other members of the military committee. ,Abu Ubaidah al Banshiri was one of the most capable and popular
...Einstein's Special Theory of Relativity does not say that E = MC2 and in leap year MC2. [EOS],Einstein's Special Theory of Relativity doesn't encompass the speed of light.,Einstein's Special Theory of Relativity does not say that E = MC2 and
His preaching had inspired the assassination of Sadat. [EOS],His following lead to the killing of Sadat.,Sadat was assassinated because of his preaching. Vegasise 001
"He was rebuffed, and the Saudis joined the U.S.-led coalition. [EOS]",The U.S.-led coalition included the Saudis.,The Saudis joined the US-led coalition after he was rebuffed. one
Human Growth  and Development [EOS],Human biological development.,"Human growth and development one hundred percent. The human being is growing, developing"
"So if there are something interesting or something worried, please give me a call at any time. [EOS]",The person is open to take a call anytime.,"I am available to talk about anything. onecement of any kind,"
"Some machines have an automatic thread-trimmer to do this step; if not, then the threads must be cut and the finished work put in an appropriate pile to be tied together when all the pieces of the bundle have been finished. [EOS]",Some machines have an automatic thread-trimmer.,Some machines have an automatic thread-trimmer to do this step. one
"Even when make-believe does fulfill a child's wishes, such pleasure is not unique to play. [EOS]",The pleasure of make-believe is enjoyed by children outside of play.,Make-believe fulfills a child's wishes. onece the pleasure
What a contrast from the city she'd left a few miles back. [EOS],The area she's in is different from the city she left.,She left a city. onece what an amazing contrast it was to the
"I do not know how he would rate it, but I must confess that for general use I am inclined to put it just a little ahead of Chambers . But I haven't found it quite as much fun to browse in. [EOS]",I would rate it slightly better than Chambers.,"I am not sure how he would rate it, but I must confess that for general"
"I've been going up as a progress in school, so I, it will be a good change for me. [EOS]",My progress in school has been improving. ,"I've been making progress in school. oneceventively, it"
"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies. [EOS]",There was a video teleconference after 9 o'clock.,The first topic of the White House video teleconference was physical security. one
"Pages later (Chapter XXXVII), it is acknowledged that  He, too, felt that this was their last free intercourse.  [EOS]",Further chapters describe what he felt about their intercourse.,He felt that this was their last free intercourse. onevens later (
"Aman evidently disagrees, for his writing is peppered (salted?) [EOS]",Aman's writing is peppered.,Aman's writing is peppered. onecementionible? -
" Laura has! declared Sophie, glancing at me. [EOS]","Looking at me, Sophie declared, ""Laura has!""",Sophie looked at me and declared that Laura has. oneceven
What writers? [EOS],Which writers?,Who are the writers? (x)00.000% of all authors
People here at the school have asked for the opportunity to support students and recognize his good work by participating in the Steven L. Bricker Scholarship Endowment. [EOS],People here at the school are interested in supporting students.,People at the school want to support students. one sum total of people asked
Your support will help them go to work. [EOS],Giving your support will help to find people gainful employment.,They will be able to go back into work with your support. ­hood
"At some point between 9:16 and 9:26, Barbara Olson called her husband, Ted Olson, the solicitor general of the United States. [EOS]",Barbara Olson is married to Ted Olson.,Barbara Olson called her husband Ted. onece between 9:16 and
"I think that was kind of hard for him, you know. [EOS]",That must have been difficult for him.,"I think that was hard for him. onecementionible, you"
"On the other hand, one would hate to lose the information that might be contained in past years' selling patterns. [EOS]",It would be unfortunate to lose information that shows past years' selling patterns.,One would hate to lose information that might be contained in past years' selling patterns.
"Regular TV viewing typically begins between 2 and 3 years of age, consuming about 10. [EOS]",Consuming begins long after regular TV viewing.,TV viewing begins when kids are 2 or 3 years old. one hundred thousand
"While awaiting my licensure to practice dental hygiene, I have had the opportunity to look back upon my education at Indiana University School of Dentistry. [EOS]",I went to the Indiana University School of Dentistry.,I have had the opportunity to look back upon my education at Indiana University School of Dent
"Now, as children tend their gardens, they have a new appreciation of their relationship to the land, their cultural heritage, and their community. [EOS]",Children's work in their gardens give them an appreciation of their cultural heritage.,"Children tend their gardens now. Vegas, California children have a new"
"Under the leadership of Dean H. William Gilmore, the school has identified student support and technological infrastructure as the greatest needs in this year's annual fund appeal. [EOS]",Donations are being sought in the areas of Student support and technological infrastructure this year.,The school has identified student support and technological infrastructure as the greatest needs in this year's
"This was followed by a second radio transmission, with sounds of screaming. [EOS]",There was another radio transmission that had a lot of people screaming.,There was a second radio transmission with screaming. onece over the course of
"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities. [EOS]",Underprivileged children have opportunities that they have never had before.,"Men and women struggling with addictions find healing, forgiveness. onece the"
Do you remember the combination of elation and apprehension you felt when you first left home? [EOS],I had mixed feelings when I first left home.,Do you remember the feelings of elation and apprehension when leaving home? one
Met my first girlfriend that way. [EOS],I met my girlfriend like that.,"I met my first girlfriend that way. oneceventively speaking,"
She waits tables like one night a week at another job to help put me through and everything like that. [EOS],She works as a waitress once a week to help put me through.,"She waits tables one night a week. one hundred percent of the time,"
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody. [EOS]","I feel as though when I fail, my failure will be very disappointing to everyone.","I do, but it gets to a point where I feel like if i fail everyone"
The opportunities presented by the Ruth Lilly Outdoor Center offer these kids learning experiences not available in the inner-city environment. [EOS],There are only some types of experiences available in an inner-city environment.,The Ruth Lilly Outdoor Center offers kids learning experiences that are not available in the inner city
Yet few of us hear enough about kids who live through these adversities and do make the grade. [EOS],It is not common to hear about kids who make the grade,We don't hear much about kids who make the grade. ­hood of
"Such information is very likely to be misinterpreted by the average user, who does not approach a dictionary with a critical eye. [EOS]",The average dictionary user lacks a critical eye and is likely to misinterpret this information. ,The average user doesn't approach a dictionary with critical eyes. onece the
Let's head off an auxiliary crisis before it happens! [EOS],An auxiliary crisis should be stopped before it happens!,We should head off an auxiliary crisis before it happens. oneventary crises
"9 About two-thirds of the production volume of our surveyed business units did their marker-making, spreading, and cutting in a single location. [EOS]",Roughly 66 percent of the production volume did their tasks in a single location.,"Most of the production was done in a single location. one hundred percent,"
Your contribution to Goodwill will mean more than you may know. [EOS],You may not realize the complete impact of your contribution.,You will be appreciated for your contribution to Goodwill. onecement of
I can think of no better time to continue extending grace to others than at Easter. [EOS],Easter is a wonderful time like no other to continue to extend grace and financial assistance to others.,Easter is a great time to extend grace. onece over the years
Thanks for your courtesy in reviewing this request. [EOS],Thank you for your courtesy with the review of the request. ,"Thanks for reviewing this request. Vegas, California - January 31st"
Do you remember being read to when you were little? [EOS],Do you remember being read to when you were a child?,Do you remember being read to when your child was young? ask.com
"Well, you know, to this day every now and then that particular story comes up every now and then. [EOS]",That particular story still comes up every once in a while.,"Every now and then that story comes up. onece over time, you"
"Those who are not familiar with feminist writings may find it useful and interesting to consider a book, recently published in Britain, that is typical of the harsher brand of such works. [EOS]",Those who don't read feminist writings might want to read a book I recommend to people as a good introduction.,Feminist writings are often harsher than other works. onexamples of
"As for me, I do my utmost to avoid language that may offend people, including men. [EOS]",I do my best to never offend men and women alike.,I try to avoid language that may offend people. onecementionible
"Chinese speak Mandarin, Cantonese, Fukienese, Hakka, etc., tongues often so dissimilar that verbal intercommunication is impossible. [EOS]",Chinese languages are so different that speakers often can't communicate orally.,Chinese speak many languages. Visible differences in their language make it impossible to
And the Family Studies Project is planning a journal. [EOS],A journal is being planned by the Family Studies Project. ,"The Family Studies Project is planning a journal. oneventime in history,"
"Analysand , like several - nd words in English, is derived from the gerundive, and so means `(a person) to be analyzed. [EOS]",Analysand is a word that comes from gerundive,Analysand is derived from the gerundive. onecement of
"At 9:32, a third radio transmission came over the Keep remaining sitting. [EOS]",A third transmission came in at 9:32,The Keep remained sitting at 9:32. one radio transmission came over the
"I don't know what, he sells like cars or something. [EOS]",He sells cars.,"He sells cars. onece what? I don't know, something like"
We cannot accomplish this goal without the financial help of our alumni and friends. [EOS],The financial help of our alumni and friends is indispensable to this goal.,We need the financial help of our alumni and friends.  summa contraven
FAA headquarters had by this time established an open line of communication with the Command Center at Herndon and instructed it to poll all its centers about suspect aircraft. [EOS],The Herndon Command Center was told to ask about suspect aircraft at all centers belonging to it.,The FAA headquarters established an open line of communication with the Command Center at Herndon
"Corporate participation involves an annual unrestricted gift of $2,500 or more for Chancellor's Circle or of $1,000 or more for Chancellors Associates. [EOS]",There is more than one annual giving option for corporate participation.,"Corporate participation involves an annual unrestricted gift of $2,500 or more for Chancellor"
GENI organizes teacher workshops for K-12 teachers and assists them in developing geography teaching materials for classroom use. [EOS],GENI develops geography teaching materials for classroom use. ,GENI helps teachers with geography teaching. Vegas teacher workshops are organized
"I shamelessly and freely borrowed the concept, making adaptations to fit our needs and used it as a direct mail appeal last fall...samples enclosed. [EOS]",I borrowed and altered the concept. ,"I shamelessly and freely borrowed the concept, making adaptations to fit our needs. "
Bin Ladin had an important part in this activity. [EOS],Bin Ladin's role in the proceedings was significant.,Bin Ladins was an important part of this activity.  summa contra
"Journalist Charles Rappaport once quipped,  I speak ten languages'all of them Yiddish.  [EOS]","The journalist Charles Rappaport once joked that he masters ten languages, all of them being Yiddish.",Charles Rappaport once said that he speaks ten languages. one hundred percent
Tough question. [EOS],Difficult question,The question was tough. oneceventively so? - and that
Perhaps present water called for some stylistic celebration. [EOS],Present water called for celebration.,There was water.  summa contravene the usual aesthetic guidelines for a
"Okay, you read that from the Vice President, right? [EOS]",Are you saying you received information from the Vice President?,"You read that from the Vice President, right? one.com reports a"
"When one of these women gave birth to a child without knowing which sailor had fathered it, the paternity was logged as  gun,  perhaps alluding to the midship gun, which was often located near the makeshift maternity room. [EOS]","The woman gave birth with no known father, so it was recorded as gun. ",The midship gun was often located near the makeshift maternity room. one of
But you ended up with blood poisoning from all the gasoline. [EOS],You have blood poisoning now from the amount of gasoline.,"You ended up with blood poisoning from all the gasoline. Vegas,"
"( ) When cancer comes up I'm just pretty, pretty interested in it, to find out what they went through and I can relate to it. [EOS]",I'm interested in finding out what they went through when the topic of cancer comes up.,I'm interested in what they went through with cancer. ­hoods of
One thing in particular she used to save would be soup labels. [EOS],She saved soup labels. ,Soup labels were one of the things she saved. onecemention
"The Indianapolis YWCA is an open, supportive organization concerned with women and families; providing opportunities to develop skills, knowledge and resources in the areas of health, self-awareness and leadership. [EOS]","The Indianapolis YWCA is an organization that helps women and families by helping develop skills, knowledge and resources in health, self-awareness and leadership.","The Indianapolis YWCA is an open, supportive organization concerned with women and families."
Tell me about your bike. [EOS],Let me know about your bike.,"Tell me about your bike. Vegas, California? I mean..."
"Within seconds, the Command Center received a visual report from another aircraft, and informed headquarters that the aircraft was 20 miles northwest of Johnstown. [EOS]",The Command Center got a visual report from another plane.,The Command Center received a visual report from another aircraft. onece 00:
But you ended up with blood poisoning from all the gasoline. [EOS],"You came in contact with so much gasoline you must have blood poisoning now, it's absolutely toxic to your body.","You ended up with blood poisoning from all the gasoline. Vegas,"
"Your past contribution provided a direct line of support for local programs that promote health and wellness, strengthen families, invest in our children, help people become self-sufficient, and serve the elderly and disabled. [EOS]",Your previous donation helped pay for local programs for families and the elderly.,Your past contribution provided a direct line of support for local programs. ­hood
"Under the command of state governors, they provided support to civilian agencies to assess the nature of the attack, offer medical and technical advice, and coordinate state and local responses. [EOS]",They gave support to civilian groups to see how bad the attack was.,"They provided support to civilian agencies. Vegas, California Governor Jerry Brown"
"Since 1984, Indy Reads (formerly the Greater Indianapolis Literacy League) has provided tutoring to adults in Marion County reading at the very lowest level of literacy. [EOS]",They are able to accommodate tutoring for those with very low levels of literacy. ,Indy Reads has provided tutoring to adults in Marion County. one
"At 9:44, NORAD briefed the conference on the possible hijacking of Delta 1989. [EOS]",NORAD laid out their facts in regards to Delta 1989 being hijacked.,NORAD briefed the conference on a possible hijacking of Delta 1989. one
"But for 8 minutes and 13 seconds, between 8:56 and 9:05, this primary radar information on American 77 was not displayed to controllers at Indianapolis Center. [EOS]",American 77's information was not displayed on the primary radar.  ,The primary radar information on American 77 was not displayed to controllers at Indianapolis Center. 
"Although automation of sewing operations is generally not cost effective, these innovations have made some inroads in particular segments. [EOS]",It's usually more expensive to automate sewing operations.,Automated sewing operations are not cost effective. ­hood of the innovations have
"Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S. [EOS]",The organization wants to fund three new projects.,"There are three new programs being undertaken. oneventively, there is"
Won't you help the WYCA provide a great summer for those kids? [EOS],Please support the WYCA so they can offer a good summer program for those kids.,Will you help the WYCA provide a great summer for those kids? 
But caring adults like you can reach out and help. [EOS],"As an individual, you are able to help.","You can help. onecement of caring adults like you, who reach"
We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund. [EOS],We will support the scholarship if you give more than $25.00. ,"If you give $25.00 to the English Alumni Scholarship Fund, we can"
"Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership. [EOS]","Volunteers are able to provide quality, informed leadership via communication tools like Safety-Wise, Happenings, along with event calendars and other materials.","Volunteers can provide quality, informed leadership with communication tools. ­vision"
"As we prepare for all the events this fall, we are also looking into the future with the preparations for a new facility for the professional art school, administrative offices, faculty studios, a library and a contemporary gallery. [EOS]",The preparations for the fall events include considerations of the future.,"We are preparing for the events this fall. onecevenary gallery,"
As the tax year draws to a close I would like to urge you to make a tax deductible contribution for the support of Women's Studies. [EOS],Make sure you donate to this year's fundraiser especially since its tax deductible. ,I would like to encourage you make a tax deductible contribution for the support of Women's
"The buyer should order 250 units, since there is a 75 percent probability that demand will be less than this. [EOS]",It is likely that the demand will be lower.,The buyer should order 250 units because there is a 75 percent probability that demand will be
"Some maintained collaborative relationships with al Qaeda, but many disengaged entirely. [EOS]",Not all of them maintained relationships with al Qaeda.,"Some maintained collaborative relationships with al Qaeda, but many disengaged entirely. one"
"By combining our assets, we can make a difference. [EOS]","If we pool our resources, we will have an impact.",We can make a difference by combining our assets. onecement of the
58 provides the cost for one boy or girl to participate in scouting activities for a year. [EOS],A donation of 58 dollars provides scouting activities for one boy or girl.,Scouting activities cost 58 dollars for a year. one hundred percent of the
A truly creative work is both original and sensible; its novelty is culturally meaningful and useful. [EOS],The work is original and sensible.,A truly creative work is original and sensible. onecevenity of its
"Thus the military did not have 14 minutes to respond to American 77, as testimony to the Commission in May 2003 suggested. [EOS]",The testimony to the Commission suggested how long the military had to respond to American 77.,The military did not have 14 minutes to respond. onece the testimony in
"Throughout much of the post-World War II era, the majority of men's shirts sold in the United States were white dress shirts, primarily through department stores. [EOS]",Department stores sold the majority of men's shirts in the United States.,Most men's shirts sold in the US were white dress shirt. ­hood
"Renfrew accepts the wave theory, and in the last two thirds of Archaeology  and  Language he sets forth his arguments in its favor. [EOS]",Renfew sets forth arguments in favor of the wave theory.,Renfrew accepts the wave theory. oneventime in Archaeology and
Note that this system poses production questions for BMW similar to those faced by apparel suppliers. [EOS],BMW has new questions about production that are being faced by the suppliers of apparel.,This system poses production questions for BMW. oneventime similar to those faced
"Kmart became the first major nonfood retailer to employ them as a means of tracking inventory in the early 1980s, several years before Walton made this technology a core building block of his distribution system. [EOS]",Kmart was the first major retailer to track inventory in the early 1980s using the new distribution system.,Walton made this technology a core building block of his distribution system. one
The Vice President was logged calling the President at 10:18 for a twominute conversation that obtained the confirmation. [EOS],The Vice President was logged calling the President for two minutes.,"The Vice President called the president at 10:18. one time, and"
"From the start, she draws Kevin into the activity, explains her pretend actions so he can build on them, and responds cooperatively and appropriately to Kevin's suggestions, as he does to hers. [EOS]",She and Kevin display mature cooperation through mutual response to their suggestions. ,"She explains her actions to Kevin. onece over time, she responds cooper"
"United 93 crashed in Pennsylvania at 10:03:11, 125 miles from Washington, D.C. [EOS]","125 miles away from DC, United 93 crashed.  ",United 93 crashed in Pennsylvania.  summa­bary 00:03 PM
We need to talk to FAA. [EOS],It is necessary for us to talk to FAA.,We need to talk with FAA. oneventime presentation of the situation
"The environment, including the social environment, is available for children to interact with as they make sense of their experiences, but it does not determine the evolution of the child's mind. [EOS]",Children make sense of their experiences through their environment.,The environment is available for children to interact with. onece the evolution of
"There follows a desexing section on maxims (for  He who laughs last laughs best  read  The last laugh is the best : not only does it not say the same thing but the second is totally lacking in the rhetorical devices packed into the first), and a two-page bibliography, reference notes to chapters, and an index. [EOS]","Afterwards one finds a section that attempts to desex aphorisms (e.g. ""He who laughs last laughs best"" rewritten as ""The last laugh is the best,"" these are different in meaning and the latter has no alliterative repetition of ""laughs""), and a bibliography of two pages, chapter reference notes, and finally an index.",The second is lacking in rhetorical devices. Discussions on maxims are followed
"Black cover with white, black and white. [EOS]",The cover was black and white.,"The cover is black and white. one color combination, with a blank background"
"Furthermore, although educational programming for children is highly sensitive to issues of equity and diversity, entertainment programming often conveys ethnic and gender stereotypes'minorities as villains and victims of violence and in subservient roles; men as dominant, powerful, and competent and women as attractive, emotional, and submissive. [EOS]","In entertainment programs, men are seen as dominant and women as attractive and submissive.",Educational programming for children is sensitive to issues of equity and diversity. one
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on. [EOS]",In some countries these puzzles are called cryptograms. ,We will call puzzles of this type cryptograms. onecementionable
"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks). [EOS]","For some reason, the ducks put the topic in the A-Z section.",Aylesbury is listed in the W geographical section of L.  summa
"By this time, Bin Ladin was well-known and a senior figure among Islamist extremists, especially those in Egypt, the Arabian Peninsula, and the Afghanistan-Pakistan border region. [EOS]","At this point Bin Laden had gained prominence in the radical Islamist realm particularly in areas like Pakistan, Afghanistan and Egypt.",Bin Ladins was a senior figure among Islamist extremists.  summa cum
A lot of his books aren't really fiction but scientific essays that he prepared for publication. [EOS],He wrote a lot of scientific essays.,"He wrote a lot of science essays. oneventively, his books"
The New York Center controller and manager were unaware that American 11 had already crashed. [EOS],The controllers didn't know that American 11 was already crashed.,American 11 crashed.  summa contravene the New York Center controller and
"While traveling 35,000 feet above eastern Ohio, United 93 suddenly dropped 700 feet. [EOS]",There was a decrease of 700 feet in the altitude of the plane.,"United 93 suddenly dropped 700 feet while traveling 35,000 above eastern Ohio. "
"And uh, me and my friend there we'd always sit together in the first or second seat on the bus. [EOS]",I would always sit with my friend in the front of the bus.,We would always sit together on the bus. onece over two seats in
"Apparel workplaces have historically been located in major metropolitan areas'New York, Chicago, Philadelphia, Rochester, Baltimore, Cleveland, St. Louis'and drawn on successive waves of immigrants. [EOS]",Major metropolitan areas were historically chosen to be where apparel workplaces were located.,Apparel workplaces have historically been located in major metropolitan areas. Vegas
"Our state appropriation is not now -nor has it ever been --sufficient to fund, for example, all of the costs associated with faculty research, student programs, scholarships, seminars, guest speakers, and the law library. [EOS]",We need to be given more funding in order to run the school.,Our state appropriation is not sufficient to fund all of the costs associated with faculty research.
"They made up stories sometimes, my mother in particular, she made up stories. [EOS]","They, along with my mother made up stories sometimes. ","My mother made up stories. Vegas, California - 1990s era"
"Uh, they're speculating it's from the aircraft. [EOS]",They think it is from the aircraft.,They are speculating that it is from the aircraft. onecemention
"What was, well you clearly remember this story, but once you got a little older and could remember a little better, what would you say some of your favorite stories and books were, as a child growing up? [EOS]",What books and stories did you like as a child?,What were some of your favorite stories and books as a child? Commentary
"This means that after sewing a bundle of items of one color, an operator must not only change the needle thread but also put in a new bobbin for each new color of fabric. [EOS]",Sewing a bundle of items of one color means the bobbin and thread have to be changed.,An operator must change the needle thread after sewing a bundle of one color. 
"I fact, I took you to Louisa May Alcott's home in Massachusetts, and we, ah, umm--. [EOS]",I actually brought you to the home of Louisa May Alcott. ,I took you to Louisa May Alcott's home in Massachusetts. one
"It was not too bad early on, when, according to Miles, the seven Maccabean martyrs who  saved Judaism  did so only at the instigation of their mother. [EOS]",It wasn't too bad at first when the martyrs saved Judaism on their mother's orders. ,Miles said that the seven Maccabean martyrs saved Judaism. 
" Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective. [EOS]",A child can stretch to see how an adult sees things.,The adult-child relationship should be based on shared understanding. one (i
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube. [EOS]",The centering operation is crucial.,The diameter of a knit tube varies along its length. onecemention
The average tuition for a one-day C.E. course is about $125. [EOS],The average tuition for a one-day C.E. course is over $100. ,The average tuition for a one-day C.E course is about $125 
I look nobody is standing at the saw. [EOS],Nobody is standing at the saw.,I look around and nobody is at the saw. onecevension
"Some time later, I got still another version of MUSKRAT RAMBLE, with still another version of the title. [EOS]","Later on, I aquired another version of MUSKRAT RAMBLE.","I got another version of MUSKRAT RAMBLE, with a different title. "
Thank you again for helping point the way. [EOS],Thanks a second time for helping point the way.,"Thanks for pointing the way. Vegas, California - November 26th"
I have nothing particularly adverse to say about the book. [EOS],There is nothing adverse I can say about the book.,I have nothing negative to say about the book. oneceventively
"I think that's one I remember, a lot because when I was in 1st grade, I was sick a lot of the year, and I was out of school a lot of the year. [EOS]",I missed virtually all of 1st grade because I was sick on a regular basis during that period. ,I was sick a lot in 1st grade. one hundred percent of the
The problem was solved simply by using an already standard character that had a similar sound to what the Viet called themselves. [EOS],The issue was worked around by substituting a character with a similar sound.,The Viet called themselves. Vegas had a similar sound to what the
"Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas went back. [EOS]","I forgot to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.",The guerrillas were at my house when the soldiers came. Conflict
"In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free. [EOS]",Nordstrom created ads in the paper during the 1990s that promised the company would find the item of the customer's choosing if it wasn't in their color or size.,Nordstrom ran newspaper ads in the mid-1990s. 0086
"What kind of, do you ever tell stories to your little sister? [EOS]","If you tell your sister stories, what kind are they?","Do you ever tell stories to your sister? ask.com""What kind"
"In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills. [EOS]",SEND has renovated dozens of homes to sell at affordable prices.,SEND has renovated over 70 homes for affordable resale to families. one
"I also had conversation with American Airlines, and they've told us that they believe that one of their stewardesses was stabbed and that there are people in the cockpit that have control of the aircraft, and that's all the information they have right now. [EOS]","I talked with American Airlines, who said a flight attended was stabbed.",American Airlines said that they believe a stewardess was stabbed. Confusion
"But in appealing to societies full of discontent, Bin Ladin remained credible as other leaders and symbols faded. [EOS]",Bin Laden consistently appealed to societies full of discontent.,Bin Ladins appealed to societies full of discontent. onecementible
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents. [EOS]","In my dad's story, the young girl didn't live with her parents. ",My dad told me a story about when I was young. oneceven
"Most recently, we received results of an employment survey of 1990- 91 graduates, conducted by IUPUI's Career and Employment Services--it was pleasing to learn that we had nearly twice as many graduates as any other department in the School of Liberal Arts. [EOS]",We conducted the employment survey of 1990-91 graduates. ,The results of the survey showed that we had more graduates than any other department in school
"I mean, like my junior year of high school the first dress I ever owned was my junior year prom dress! [EOS]","Just like my junior year of high school, this was the first dress I ever owned.",I wore my junior prom dress in high school. oneceventively
So this story was read to you by your cousins? [EOS],Did your cousins read this story to you?,So this story was read to you by your cousins? one. This is
"In practical terms, this means that a retailer carrying a broader array of goods faces increased costs both for carrying goods in inventory that will not sell (overstocks) and running out of a good that sells beyond expectations (stock-outs). [EOS]",This means a retailer that carries a broad array of goods has increased costs.,A retailer carrying a broader array of goods faces increased costs.  summa­
I had my second chance to change my life. [EOS],I had another chance to transform my life.,I had a second chance to change my life. onece over all of
"But NEADS did not know where to send the alert fighter aircraft, and the officer directing the fighters pressed for more I don't know where I'm scrambling these guys to. [EOS]",I can't tell where I am sending the alert fighters to.,NEADS did not know where to send the alert fighter aircraft. onece
The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble . [EOS],The only knowledge I have about Gilbert is his co-authorship of Muskrat Ramble.,I only know Gilbert as co-author of Muskrat Ramble. Comment
"Denim is from de `from' + Nimes , the town. [EOS]",Nimes means the town in the root of Denim.,"Denim is from Nimes. (x) summe of words,"
What does he do for a living? [EOS],What is his current occupation?,What does he do for a living? (x) - What is his
Such a short-cycle production system adds to the cost of customized apparel. [EOS],Customized apparel has a lot of costs associated with it.,The cost of customized apparel is increased by short-cycle production systems. one
"They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way. [EOS]",They got a lot of books since they were a part of a book club.,They were members of a book club and got books. onece over fifty
"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy. [EOS]","When we imported the word into English, we created a literal, the la reata.","Lariat has its own Spanish article. imensionally, we added another"
"and so on through the whole megillah : `long, involved story. [EOS]",The scroll was a long story.,The story is long and involved. one hundred percent of the megillah
