<t> Tough question.</t> [EOS],Difficult question,"It was a tough question.  somoeness of the situation....."""
<t> Perhaps present water called for some stylistic celebration.</t> [EOS],Present water called for celebration.,Maybe the water needed to be celebrated.  Edward Said is a writer and poet
"<t> Okay, you read that from the Vice President, right?</t> [EOS]",Are you saying you received information from the Vice President?,You read that from the Vice President?  Edward James. Why did you do
"<t> When one of these women gave birth to a child without knowing which sailor had fathered it, the paternity was logged as  gun,  perhaps alluding to the midship gun, which was often located near the makeshift maternity room.</t> [EOS]","The woman gave birth with no known father, so it was recorded as gun. ","The paternity was logged as gun, when one of these women gave birth to a child without"
<t> But you ended up with blood poisoning from all the gasoline.</t> [EOS],You have blood poisoning now from the amount of gasoline.,You ended up with blood poisoning from all the gasoline.  somwhere else in this
"<t> ( ) When cancer comes up I'm just pretty, pretty interested in it, to find out what they went through and I can relate to it.</t> [EOS]",I'm interested in finding out what they went through when the topic of cancer comes up.,I'm interested in what they went through with cancer.  somwhere else on earth
<t> One thing in particular she used to save would be soup labels.</t> [EOS],She saved soup labels. ,"She used to save soup labels.  Edward: ""One thing in particular"""
"<t> The Indianapolis YWCA is an open, supportive organization concerned with women and families; providing opportunities to develop skills, knowledge and resources in the areas of health, self-awareness and leadership.</t> [EOS]","The Indianapolis YWCA is an organization that helps women and families by helping develop skills, knowledge and resources in health, self-awareness and leadership.","The Indianapolis YWCA is an open organization.  miscellaneous: ""Women"
<t> Tell me about your bike.</t> [EOS],Let me know about your bike.,Tell me about your bike.  somwhere else in the world?...the
"<t> Within seconds, the Command Center received a visual report from another aircraft, and informed headquarters that the aircraft was 20 miles northwest of Johnstown.</t> [EOS]",The Command Center got a visual report from another plane.,The Command Center got a visual report.  miscellaneous the information was given to
<t> But you ended up with blood poisoning from all the gasoline.</t> [EOS],"You came in contact with so much gasoline you must have blood poisoning now, it's absolutely toxic to your body.",You ended up with blood poisoning from all the gasoline.  somwhere else in this
"<t> Your past contribution provided a direct line of support for local programs that promote health and wellness, strengthen families, invest in our children, help people become self-sufficient, and serve the elderly and disabled.</t> [EOS]",Your previous donation helped pay for local programs for families and the elderly.,Your past contribution provided a direct line of support for local programs  miscellaneous.
"<t> Under the command of state governors, they provided support to civilian agencies to assess the nature of the attack, offer medical and technical advice, and coordinate state and local responses.</t> [EOS]",They gave support to civilian groups to see how bad the attack was.,"State governors provided support to civilian agencies.  sign: ""They gave medical"
"<t> Since 1984, Indy Reads (formerly the Greater Indianapolis Literacy League) has provided tutoring to adults in Marion County reading at the very lowest level of literacy.</t> [EOS]",They are able to accommodate tutoring for those with very low levels of literacy. ,Indy Reads has been providing tutoring to adults in Marion County.  mis
"<t> At 9:44, NORAD briefed the conference on the possible hijacking of Delta 1989.</t> [EOS]",NORAD laid out their facts in regards to Delta 1989 being hijacked.,"The conference was briefed by NORAD.  somoenegative: ""At"
"<t> But for 8 minutes and 13 seconds, between 8:56 and 9:05, this primary radar information on American 77 was not displayed to controllers at Indianapolis Center.</t> [EOS]",American 77's information was not displayed on the primary radar.  ,The primary radar information on American 77 was not displayed to controllers at Indianapolis Center.
"<t> Although automation of sewing operations is generally not cost effective, these innovations have made some inroads in particular segments.</t> [EOS]",It's usually more expensive to automate sewing operations.,Automated sewing operations are not cost effective.  miscellaneous: These innovations have
"<t> Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S.</t> [EOS]",The organization wants to fund three new projects.,We are undertaking three new programs.  I: The undergraduate program in civil engineering
<t> Won't you help the WYCA provide a great summer for those kids?</t> [EOS],Please support the WYCA so they can offer a good summer program for those kids.,Will you help the WYCA provide a great summer for those kids?  som
<t> But caring adults like you can reach out and help.</t> [EOS],"As an individual, you are able to help.","You can reach out and help.  miscellaneous: ""Caring adults"
<t> We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund.</t> [EOS],We will support the scholarship if you give more than $25.00. ,The English Alumni Scholarship Fund can support such a scholarship if you give $25.
"<t> Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership.</t> [EOS]","Volunteers are able to provide quality, informed leadership via communication tools like Safety-Wise, Happenings, along with event calendars and other materials.","Communication tools allow volunteers to provide quality, informed leadership.  somoenessae"
"<t> As we prepare for all the events this fall, we are also looking into the future with the preparations for a new facility for the professional art school, administrative offices, faculty studios, a library and a contemporary gallery.</t> [EOS]",The preparations for the fall events include considerations of the future.,We are preparing for all the events this fall.  I Why? It
<t> As the tax year draws to a close I would like to urge you to make a tax deductible contribution for the support of Women's Studies.</t> [EOS],Make sure you donate to this year's fundraiser especially since its tax deductible. ,I would like to urge you make a tax deductible contribution for the support of Women's
"<t> The buyer should order 250 units, since there is a 75 percent probability that demand will be less than this.</t> [EOS]",It is likely that the demand will be lower.,The buyer should order 250 units.  miscellaneous (a 75% probability that
"<t> Some maintained collaborative relationships with al Qaeda, but many disengaged entirely.</t> [EOS]",Not all of them maintained relationships with al Qaeda.,Some maintained collaborative relationships with al Qaeda.  somoenegate (i diseng
"<t> By combining our assets, we can make a difference.</t> [EOS]","If we pool our resources, we will have an impact.",We can make a difference by combining our assets.  somoenegative
<t> 58 provides the cost for one boy or girl to participate in scouting activities for a year.</t> [EOS],A donation of 58 dollars provides scouting activities for one boy or girl.,The cost for a boy or girl to participate in scouting activities is 58. 
<t> A truly creative work is both original and sensible; its novelty is culturally meaningful and useful.</t> [EOS],The work is original and sensible.,A truly creative work is both original and sensible.  miscellaneous (a cultural
"<t> Thus the military did not have 14 minutes to respond to American 77, as testimony to the Commission in May 2003 suggested.</t> [EOS]",The testimony to the Commission suggested how long the military had to respond to American 77.,The military didn't have 14 minutes to respond.  miscellaneous the testimony
"<t> Throughout much of the post-World War II era, the majority of men's shirts sold in the United States were white dress shirts, primarily through department stores.</t> [EOS]",Department stores sold the majority of men's shirts in the United States.,Most men's shirts in the United States were white dress shirt.  miscellaneous
"<t> Renfrew accepts the wave theory, and in the last two thirds of Archaeology  and  Language he sets forth his arguments in its favor.</t> [EOS]",Renfew sets forth arguments in favor of the wave theory.,"Renfrew accepts the wave theory.  miscellaneous: ""In Archaeology"
<t> Note that this system poses production questions for BMW similar to those faced by apparel suppliers.</t> [EOS],BMW has new questions about production that are being faced by the suppliers of apparel.,This system poses production questions for BMW  I.com Users can see apparel suppliers
"<t> Kmart became the first major nonfood retailer to employ them as a means of tracking inventory in the early 1980s, several years before Walton made this technology a core building block of his distribution system.</t> [EOS]",Kmart was the first major retailer to track inventory in the early 1980s using the new distribution system.,Walton made technology a core building block of his distribution system.  miscellaneous
<t> The Vice President was logged calling the President at 10:18 for a twominute conversation that obtained the confirmation.</t> [EOS],The Vice President was logged calling the President for two minutes.,The Vice President called the president at 10:18.  miscellaneous The vice
"<t> From the start, she draws Kevin into the activity, explains her pretend actions so he can build on them, and responds cooperatively and appropriately to Kevin's suggestions, as he does to hers.</t> [EOS]",She and Kevin display mature cooperation through mutual response to their suggestions. ,"She is very cooperative with Kevin.  Edward: ""she draws him into the"
"<t> United 93 crashed in Pennsylvania at 10:03:11, 125 miles from Washington, D.C.</t> [EOS]","125 miles away from DC, United 93 crashed.  ","United 93 crashed in Pennsylvania.  sign: ""125 miles from Washington, D"
<t> We need to talk to FAA.</t> [EOS],It is necessary for us to talk to FAA.,"We need to talk with FAA.  somber: ""we must..."" )"
"<t> The environment, including the social environment, is available for children to interact with as they make sense of their experiences, but it does not determine the evolution of the child's mind.</t> [EOS]",Children make sense of their experiences through their environment.,The environment is available for children to interact with.  miscellaneous the evolution of
"<t> There follows a desexing section on maxims (for  He who laughs last laughs best  read  The last laugh is the best : not only does it not say the same thing but the second is totally lacking in the rhetorical devices packed into the first), and a two-page bibliography, reference notes to chapters, and an index.</t> [EOS]","Afterwards one finds a section that attempts to desex aphorisms (e.g. ""He who laughs last laughs best"" rewritten as ""The last laugh is the best,"" these are different in meaning and the latter has no alliterative repetition of ""laughs""), and a bibliography of two pages, chapter reference notes, and finally an index.",The second is lacking in rhetorical devices.  miscellaneous: prep-on max
"<t> Black cover with white, black and white.</t> [EOS]",The cover was black and white.,"The cover was black.  miscellaneous: ""white, white and blue."""
"<t> Furthermore, although educational programming for children is highly sensitive to issues of equity and diversity, entertainment programming often conveys ethnic and gender stereotypes'minorities as villains and victims of violence and in subservient roles; men as dominant, powerful, and competent and women as attractive, emotional, and submissive.</t> [EOS]","In entertainment programs, men are seen as dominant and women as attractive and submissive.","Education programming is sensitive to issues of equity and diversity.  miscellaneous: """
"<t> ) In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on.</t> [EOS]",In some countries these puzzles are called cryptograms. ,Puzzles of this type are called cryptograms in some countries.  I
"<t> Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks).</t> [EOS]","For some reason, the ducks put the topic in the A-Z section.",Aylesbury is listed in the A-Z section.  miscellaneous
"<t> By this time, Bin Ladin was well-known and a senior figure among Islamist extremists, especially those in Egypt, the Arabian Peninsula, and the Afghanistan-Pakistan border region.</t> [EOS]","At this point Bin Laden had gained prominence in the radical Islamist realm particularly in areas like Pakistan, Afghanistan and Egypt.",Bin Ladins was a senior figure among Islamist extremists.  miscellaneous:
<t> A lot of his books aren't really fiction but scientific essays that he prepared for publication.</t> [EOS],He wrote a lot of scientific essays.,"His books are not really fiction.  I: ""scientific essays that he prepared"
<t> The New York Center controller and manager were unaware that American 11 had already crashed.</t> [EOS],The controllers didn't know that American 11 was already crashed.,American 11 crashed.  Edward the New York Center controller and manager were unaware of
"<t> While traveling 35,000 feet above eastern Ohio, United 93 suddenly dropped 700 feet.</t> [EOS]",There was a decrease of 700 feet in the altitude of the plane.,United 93 dropped 700 feet above eastern Ohio.  somoenes (i'm
"<t> And uh, me and my friend there we'd always sit together in the first or second seat on the bus.</t> [EOS]",I would always sit with my friend in the front of the bus.,We would always sit together on the bus.  Edward Jones Jr.. (am
"<t> Apparel workplaces have historically been located in major metropolitan areas'New York, Chicago, Philadelphia, Rochester, Baltimore, Cleveland, St. Louis'and drawn on successive waves of immigrants.</t> [EOS]",Major metropolitan areas were historically chosen to be where apparel workplaces were located.,Apparel workplaces have historically been located in major metropolitan areas  sign.com
"<t> Our state appropriation is not now -nor has it ever been --sufficient to fund, for example, all of the costs associated with faculty research, student programs, scholarships, seminars, guest speakers, and the law library.</t> [EOS]",We need to be given more funding in order to run the school.,Our state appropriation is not sufficient to fund all of the costs associated with faculty research.
"<t> They made up stories sometimes, my mother in particular, she made up stories.</t> [EOS]","They, along with my mother made up stories sometimes. ","My mother made up stories.  miscellaneous: ""They created a story sometimes"
"<t> Uh, they're speculating it's from the aircraft.</t> [EOS]",They think it is from the aircraft.,They're speculating that it's from the aircraft.  somberly...
"<t> What was, well you clearly remember this story, but once you got a little older and could remember a little better, what would you say some of your favorite stories and books were, as a child growing up?</t> [EOS]",What books and stories did you like as a child?,What were some of your favorite stories as a child?  I Why do you
"<t> This means that after sewing a bundle of items of one color, an operator must not only change the needle thread but also put in a new bobbin for each new color of fabric.</t> [EOS]",Sewing a bundle of items of one color means the bobbin and thread have to be changed.,An operator must change the needle thread and put in a new bobbin for each color
"<t> I fact, I took you to Louisa May Alcott's home in Massachusetts, and we, ah, umm--.</t> [EOS]",I actually brought you to the home of Louisa May Alcott. ,I took you to Louisa May Alcott's home in Massachusetts.  som
"<t> It was not too bad early on, when, according to Miles, the seven Maccabean martyrs who  saved Judaism  did so only at the instigation of their mother.</t> [EOS]",It wasn't too bad at first when the martyrs saved Judaism on their mother's orders. ,Miles said that the seven Maccabean martyrs saved Judaism only at their mother
"<t>  Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective.</t> [EOS]",A child can stretch to see how an adult sees things.,An adult and child relationship can be forged based on shared understanding.  miscellaneous
"<t> The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.</t> [EOS]",The centering operation is crucial.,The diameter of a knit tube varies slightly along its length.  I: The
<t> The average tuition for a one-day C.E. course is about $125.</t> [EOS],The average tuition for a one-day C.E. course is over $100. ,The average cost for a one-day C.E course is about $125 
<t> I look nobody is standing at the saw.</t> [EOS],Nobody is standing at the saw.,I look around and nobody is at the saw.  somoenae?...
"<t> Some time later, I got still another version of MUSKRAT RAMBLE, with still another version of the title.</t> [EOS]","Later on, I aquired another version of MUSKRAT RAMBLE.",I got another version of MUSKRAT RAMBLE with a different title. 
<t> Thank you again for helping point the way.</t> [EOS],Thanks a second time for helping point the way.,"I appreciate you pointing the way.  I: ""Thank You again."" )"
<t> I have nothing particularly adverse to say about the book.</t> [EOS],There is nothing adverse I can say about the book.,I have nothing negative to say about the book.  someday...?..
"<t> I think that's one I remember, a lot because when I was in 1st grade, I was sick a lot of the year, and I was out of school a lot of the year.</t> [EOS]",I missed virtually all of 1st grade because I was sick on a regular basis during that period. ,"I was sick a lot of the year.  I: ""That's one"
<t> The problem was solved simply by using an already standard character that had a similar sound to what the Viet called themselves.</t> [EOS],The issue was worked around by substituting a character with a similar sound.,The problem was solved by using a character that had the same sound as Viet. 
"<t> Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas went back.</t> [EOS]","I forgot to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.",The guerrillas went back after the soldiers came.  somwhere else in my
"<t> In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free.</t> [EOS]",Nordstrom created ads in the paper during the 1990s that promised the company would find the item of the customer's choosing if it wasn't in their color or size.,"Nordstrom ran newspaper ads promising, for certain products  that.comthe"
"<t> What kind of, do you ever tell stories to your little sister?</t> [EOS]","If you tell your sister stories, what kind are they?",Do you ever tell stories to your sister?  Edward Jones.comorporated into the
"<t> In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills.</t> [EOS]",SEND has renovated dozens of homes to sell at affordable prices.,SEND has renovated over 70 homes for affordable resale to families.  miscellaneous
"<t> I also had conversation with American Airlines, and they've told us that they believe that one of their stewardesses was stabbed and that there are people in the cockpit that have control of the aircraft, and that's all the information they have right now.</t> [EOS]","I talked with American Airlines, who said a flight attended was stabbed.",American Airlines has said that they believe one of their stewardesses was stabbed. 
"<t> But in appealing to societies full of discontent, Bin Ladin remained credible as other leaders and symbols faded.</t> [EOS]",Bin Laden consistently appealed to societies full of discontent.,Bin Ladins was credible in appealing to societies full of discontent.  som
"<t> This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.</t> [EOS]","In my dad's story, the young girl didn't live with her parents. ",My dad told me a story about the girl who was very young.  somwhere
"<t> Most recently, we received results of an employment survey of 1990- 91 graduates, conducted by IUPUI's Career and Employment Services--it was pleasing to learn that we had nearly twice as many graduates as any other department in the School of Liberal Arts.</t> [EOS]",We conducted the employment survey of 1990-91 graduates. ,The results of the survey were pleasing to see that we had more graduates than any other
"<t> I mean, like my junior year of high school the first dress I ever owned was my junior year prom dress!</t> [EOS]","Just like my junior year of high school, this was the first dress I ever owned.",I bought my first prom dress in high school.  Edward James Bond! the
<t> So this story was read to you by your cousins?</t> [EOS],Did your cousins read this story to you?,So your cousins read you this story?  I.commented on it!
"<t> In practical terms, this means that a retailer carrying a broader array of goods faces increased costs both for carrying goods in inventory that will not sell (overstocks) and running out of a good that sells beyond expectations (stock-outs).</t> [EOS]",This means a retailer that carries a broad array of goods has increased costs.,A retailer carrying a wider array of goods faces increased costs  signifying that this
<t> I had my second chance to change my life.</t> [EOS],I had another chance to transform my life.,I had a chance to change my life.  Edward Jones Jr.. the second
"<t> But NEADS did not know where to send the alert fighter aircraft, and the officer directing the fighters pressed for more I don't know where I'm scrambling these guys to.</t> [EOS]",I can't tell where I am sending the alert fighters to.,NEADS did not know where to send the alert fighter aircraft.  som:
<t> The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble .</t> [EOS],The only knowledge I have about Gilbert is his co-authorship of Muskrat Ramble.,I know Gilbert because he is listed as co-author of Muskrat Ramble.
"<t> Denim is from de `from' + Nimes , the town.</t> [EOS]",Nimes means the town in the root of Denim.,Denim is from de `from' + Nimes.  miscellaneous:
<t> What does he do for a living?</t> [EOS],What is his current occupation?,What does he do for a living?  I.computers and other things
<t> Such a short-cycle production system adds to the cost of customized apparel.</t> [EOS],Customized apparel has a lot of costs associated with it.,The cost of customized apparel is increased by such a short-cycle production system. 
"<t> They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way.</t> [EOS]",They got a lot of books since they were a part of a book club.,"They were members of a book club and got lots.  miscellaneous: """
"<t> '  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.</t> [EOS]","When we imported the word into English, we created a literal, the la reata.","Lariat has its own Spanish article.  mischievous: ""We"
"<t> and so on through the whole megillah : `long, involved story.</t> [EOS]",The scroll was a long story.,"The whole megillah is a long, involved story.  someday..."
"<t> Yes, Night will devour Day, but Macbeth's significant meaning here  under cover of darkness'in reckless defiance of weird authority'he will have his black agents eliminate the bonded progenitor of Scottish kings, along with his only progeny.</t> [EOS]",The bonded progenitor of Scottish kings will be eliminated by the black agents.,Macbeth will have his agents kill the Scottish kings.  somber:
"<t> His marriage, Sears guessed, would have been unsuccessful and his children would have difficulty finding themselves.</t> [EOS]",His marriage wasn't successful and his children will have problems. ,"Sears thought his marriage would have failed.  miscellaneous: ""His children"
"<t> The surge in apparel imports in the 1980s came from low-wage countries, primarily the Asian  Big Four 'the People's Republic of China, Hong Kong, Taiwan, and Korea.</t> [EOS]",There was a surge in apparel imports in the 1980s.,The People's Republic of China was one country that imported apparel.  miscellaneous
"<t> It does appear now, however, in dictionaries and the English-language media.</t> [EOS]",It appears in dictionaries.,It is now in dictionaries and the English-language media.  somwhere else
<t> We shall return to this point later.</t> [EOS],We will come back to this.  ,We will return to this point later.  somber...and we shall also
"<t> There is a bomb on board and are going back to the airport, and to have our demands [unintelligible].</t> [EOS]",There is a bomb on the plane and we are flying back to the airport.,We have a bomb on board and are going back to the airport.  Edward James
<t> Do you feel like that's just in Charlotte that that's how the school systems are?</t> [EOS],Are the school systems like that only in Charlotte?,Do you think that's how the school systems are in Charlotte?  somwhere else
<t> Feminists have much to say about men's claim that women talk too much.</t> [EOS],Some men claim that women talk too much.,Feminists have a lot to say about men's claim that women talk too much.
"<t> More than the actual events, inaccurate government accounts of those events made it appear that the military was notified in time to respond to two of the hijackings, raising questions about the adequacy of the response.</t> [EOS]",The government gave inaccurate accounts about the notification of the military.  ,Government accounts made it appear that the military was notified in time to respond. 
"<t> In order to do this, laboratories must be developed and maintained with equipment that will provide first-rate, hands-on experience for our students.</t> [EOS]","In order to provide quality hands-on education for students, laboratories need to be developed and well-equipped.","The laboratories must be developed and maintained with equipment that will provide first-rate, hands on"
<t> Case 2: Multiple Plants and Production Planning</t> [EOS],Section 2: Plants and production.,Case 2: Multiple Plants and Production Planning  signoff....dinah!
<t> Please join with us to see that happy endings do continue.</t> [EOS],Join us to watch the happy endings.,Please join us to see that happy ends do continue.  somoenae
<t>   Live at Five. </t> [EOS],At five we will be live,Live at Five.  Edward Jones did not do that in the past..... and
"<t> If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience.</t> [EOS]","To join the ELM, just fill out the attached membership form.",You can become a member of ELM by filling out the enclosed membership form.
"<t> The phrase is a reminder of its medieval provenance, its academic focus, and its corporate style.</t> [EOS]",its medieval origin is a constant reminder of the phrase. ,"The phrase is a reminder of its medieval provenance.  miscellaneous: """
"<t> However, their cumulative effect tends to be overpowering.</t> [EOS]",Only when put together are the effects overpowering.,Their cumulative effect tends to be overpowering.  someday...and their...)
"<t> For example, one writer cites a preference for cunt over vagina , because of the latter's derivation from a Latin word meaning `sheath,' often sheath for a sword.)</t> [EOS]",The term vagina is derived from Latin.,One writer says that they prefer cunt over vagina.  Edward James Olbermann Jr
"<t> After bloody struggles, the Sunni became (and remain) the majority sect.</t> [EOS]",The Sunni were not the majority sect before violent conflict took place.,The Sunni sect became the majority after a lot of struggle.  somber:
<t> The killers were assumed to be rival Egyptians.</t> [EOS],Rival Egyptians were assumed to be the culprits behind the killings.,The killers were thought to be Egyptians.  Edward Jameson Jr.. the same
<t> We all realize how the availability or lack of comfortable seating and conference space made it possible for us to socialize or to get help in a course giving us difficulty.</t> [EOS],Having comfortable seating and conference space made it easier to socialize or get help with a difficult course.,We all know how the availability or lack of comfortable seating and conference space made it possible for
<t> None is the combined Old English ne `not' + on `one.</t> [EOS],None is compounded by two Old English words,"None is the combined Old English.  somoeness?, as in"
"<t> In some developing countries, workers are brought to the factories, which are generally located at the outer reaches of the local industrial infrastructure.</t> [EOS]","In some countries, employees are shuttled to the production plants which are usually located far from the local industrial base.",Workers are brought to factories in some developing countries.  sign the situation
"<t> Some, like French, Spanish, Italian, and Portuguese, had more in common with one another than they did with, say, German, English, Swedish, Danish, and Dutch, which, in turn, bore only a remote resemblance to Russian and Polish, on the one hand, and the two extant varieties of, say, Gaelic, on the other.</t> [EOS]","Romance languages bear similarities to one another, but they differ from English and German.",Some of the languages had more in common with one another than other countries. 
<t> Met my first girlfriend that way.</t> [EOS],I had a girlfriend.,I met my first girlfriend that way.  somwhere else in the world?
"<t> Southern manufacturers had already adopted steam engines for textile production, along with newer and more productive technology.</t> [EOS]",Southern manufacturers had adopted steam engines for textile production and newer more productive technology.,The steam engines were used by Southern manufacturers.  miscellaneous: 1)
<t> I feel like it's that way everywhere.</t> [EOS],"It's the same way, everywhere.",I feel like it's that way everywhere.  I...sigh!..
"<t> Well, thank you for being part of this study</t> [EOS]",We are really glad you decided to join the study.,"Thanks for being part of this study.  somber: ""Well, thank"
"<t> The soldier in charge would command, after each firing, that the rank on the scaffold step down and be replaced by the rank that had just reloaded, thus alternating ranks and sustaining the rifle fire.</t> [EOS]",The commanding soldier demanded after each firing that the rank be reloaded. ,The soldier in charge would command that the rank on scaffold step down and be replaced by
"<t> Um, is the United States your, uh, birth country?</t> [EOS]",Were you born in America?,Is the United States your birthplace?  Edward Jones. of being born in
<t> He also showed me the newspaper clipping.</t> [EOS],He showed the newspaper to me,He showed me a newspaper clipping.  somoenae: prep-in the affirmative
<t> They must desire genuine communication and work toward attaining it.</t> [EOS],They would want genuine communication and work towards getting it. ,"They must work toward genuine communication.  somoenegative: ""they need"
<t> Each suit is ideally made from pattern pieces cut from the same ply of cloth and the same region of material.</t> [EOS],Each suit should be made from pattern pieces.,Each suit is made from pattern pieces.  miscellaneous the same ply of cloth
"<t> From 9:34 to 10:08, a Command Center facility manager provided frequent updates to Acting Deputy Administrator Monte Belger and other executives at FAA headquarters as United 93 headed toward Washington, D.C.</t> [EOS]",Frequent updates were provided to Monte Belger and others about United 93.,Monte Belger was given frequent updates by a Command Center facility manager. 
"<t> Instead, he underscores that children are avid, active learners, but adults must cultivate their drive toward mastery.</t> [EOS]",He explains that adults must cultivate the children towards mastery.,"Children are avid, active learners.  I: ""Adults must cultivate"
<t> Vice President Cheney was asked for authority to engage the aircraft.</t> [EOS],They asked the Vice President if they could engage the plane.,"Vice President Cheney was asked to engage the aircraft.  somber: ""asking"
<t> Students will provide dental health education for homeless patients as well.</t> [EOS],Students will talk to homeless people about dental health.,Homeless patients will receive dental health education from students.  somber:
"<t> At the end of the second year, children begin to label their own and others' internal states with words, such as  want,   happy,   mad,   think,  and  pretend. </t> [EOS]","Usually by the end of the second year, children will begin to label their own and other's internal states with words. ",Children begin to label their own and others' internal states with words at the end of a
<t> A proportionately large number of you responded to that survey.</t> [EOS],"Compared to others, a large percentage of you answered that series of questions.",A large number of you responded to the survey.  somber...and a
"<t> The other plant (the  quick-line  plant) has production costs that are 10 percent higher than for the regular line, but the manufacturing lead time from the time a production order is placed until a shirt is available in finished goods inventory is two weeks, compared to eleven weeks for the plant with the  regular line. </t> [EOS]","The other plant has production costs which are higher than the regular line, but takes two weeks instead of 11.",The production costs are 10 percent higher at the other plant.  miscellaneous The
<t> Girl Scouting benefits Parent/child relationships.</t> [EOS],Parent and child relationships benefit from the Girl Scouts.,"Girl Scouts help parents and kids.  somber: ""It's good for"
<t> The combined impact of these factors is captured by the following trends.</t> [EOS],The impact is captured by the trends.,The following trends capture the combined impact of these factors.  miscellaneous...
<t> This is illustrated in Table 9.1 (page 158) for the men's and boys' shirt industry.</t> [EOS],This is illustrated in Table 9.1 for shirts made for men and boys.,Table 9.1 shows the men's and boys' shirt industry  somwhere else
"<t> These include toys, books, television, computers, special lessons, weekend outings, time with grandparents and other extended family members, as well as the quality of child care, schooling, and the neighborhood they choose to live in (depending, of course, on the extent to which communities oer viable choices).</t> [EOS]",They include toys and outings as things that shape kids.,"The quality of child care, schooling and the neighborhood they choose to live in are included"
"<t> Chased him all the way up to the upstairs, I don't think the bird ever even pooped in the house not that we found--</t> [EOS]",The bird never relieved itself in the house.,I don't think the bird ever pooped in our house.  I:
"<t> From the poet Sappho, who in the sixth century BC was the first to use the lyric to write subjectively and explore the range of female experience, to the Chinese polymath Pan Chao (Ban Zhao), who flourished around AD 100 as historian, poet, astronomer, mathematician and educationalist, the range is startling.</t> [EOS]",Sappho was the first author to use lyric to write about the female experience.,Sappho was the first to use a lyric.  miscellaneous (am
"<t> Some die-cutting operations allow for a number of knit tubes to be centered, placed on one another, and then cut.</t> [EOS]",Some die-cutting operations facilitate the centering of more than one knit tube. ,Some die-cutting operations allow for knit tubes to be placed on one another.
"<t> Minutes later, United 175 turned southwest without clearance from air traffic control.</t> [EOS]",United 175 turned without clearance from air traffic control.  ,"United 175 turned southwest without clearance.  somber: "" minutes later, United"
"<t> However, we recognize that contributions at the Maennerchor Society level are not possible for all.</t> [EOS]",Contributions at the level of the Maennerchor Society are impossible for some.,All contributions at the Maennerchor Society level are not possible for all.
"<t> It is many years since my contemporaries and I got a kick out of seeing even the bowdlerized f**k in print (in Partridge's Dictionary of Slang and Unconventional English , 1935), and fug in Mailer's The Naked and the Dead allowed prudery to mock itself.</t> [EOS]",Many years have passed since my contemporaries...,My contemporaries and I got a kick out of seeing even the bowdlerized f
<t> Cathedral provided us with a good education and a great foundation for our futures.</t> [EOS],We studied at the cathedral during our schooling years. ,Cathedral provided us with a good education .commy and the foundation for
"<t> The traditional system of apparel assembly was designed to minimize the direct labor costs of assembly, not production throughput time.</t> [EOS]","The conventional apparel assembly system was put in place not to shorten production time, but the lower the salary costs of assembly.",The traditional system of apparel assembly was designed to minimize the direct labor costs  somn
"<t> Daddy's, daddy's a builder right?</t> [EOS]",Is father a builder?,Is it true that Daddy is a builder?  Edward Jones Jr. of the United
"<t> Their actions saved the lives of countless others, and may have saved either the Capitol or the White House from destruction.</t> [EOS]",They saved lives with what they were doing.,"Their actions saved lives.  miscellaneous: ""They may have prevented the destruction"
"<t> He moved on to open his own retail stores, restaurants, sales organizations, a manufacturing company and a public relations firm.</t> [EOS]",He opened several things including a public relations firm.,"He opened his own stores, restaurants and sales organizations.  som: ""Moving"
<t> You can literally help save a life.</t> [EOS],You can save a life.,"You can help save a life.  somber: ""you could literally..."""
"<t> Young Parents  A key component in reduction of potential risk of child abuse, designed to decrease stress in the parent/child relationship enabling the parent to continue school attendance and achievement.</t> [EOS]",designed to decrease stress in American parent/child relationships ,Young parents are a key component in reducing the risk of child abuse.  som
