premise,hypo,generated_hypo
...Einstein's Special Theory of Relativity does not say that E = MC2 and in leap year MC2. [EOS],Einstein's Special Theory of Relativity doesn't encompass the speed of light.,Einstein's Special Theory of Relativity does not say that E = MC2.
His preaching had inspired the assassination of Sadat. [EOS],His following lead to the killing of Sadat.,Sadat was assassinated because of his preaching. I'm not sure if he
"He was rebuffed, and the Saudis joined the U.S.-led coalition. [EOS]",The U.S.-led coalition included the Saudis.,The Saudis joined the U.S.-led coalition after he was rebuffed 
Human Growth  and Development [EOS],Human biological development.,"Human growth and development. I am a human being myself, I have the"
"So if there are something interesting or something worried, please give me a call at any time. [EOS]",The person is open to take a call anytime.,Please call me if you have any questions. I can answer them at anytime
"Some machines have an automatic thread-trimmer to do this step; if not, then the threads must be cut and the finished work put in an appropriate pile to be tied together when all the pieces of the bundle have been finished. [EOS]",Some machines have an automatic thread-trimmer.,"Some machines have automatic thread-trimmer. (s)If not,"
"Even when make-believe does fulfill a child's wishes, such pleasure is not unique to play. [EOS]",The pleasure of make-believe is enjoyed by children outside of play.,"Even when make-believe fulfills a child's wishes, such pleasure is not"
What a contrast from the city she'd left a few miles back. [EOS],The area she's in is different from the city she left.,She had left a city.  and it was very different from what she saw
"I do not know how he would rate it, but I must confess that for general use I am inclined to put it just a little ahead of Chambers . But I haven't found it quite as much fun to browse in. [EOS]",I would rate it slightly better than Chambers.,I think it's better for general use than Chambers.  and I don't
"I've been going up as a progress in school, so I, it will be a good change for me. [EOS]",My progress in school has been improving. ,I've been making progress in school.  I think it will be a good
"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies. [EOS]",There was a video teleconference after 9 o'clock.,The White House video teleconference started at 9:40. I was the
"Pages later (Chapter XXXVII), it is acknowledged that  He, too, felt that this was their last free intercourse.  [EOS]",Further chapters describe what he felt about their intercourse.,He felt that this was their last free intercourse. I wrote about it later
"Aman evidently disagrees, for his writing is peppered (salted?) [EOS]",Aman's writing is peppered.,"Aman's writing is peppered.  and apparently disagrees with it, because"
" Laura has! declared Sophie, glancing at me. [EOS]","Looking at me, Sophie declared, ""Laura has!""",Sophie looked at me and declared that Laura has! . . The
What writers? [EOS],Which writers?,Which writers? . I don't know who they are! . The writer
People here at the school have asked for the opportunity to support students and recognize his good work by participating in the Steven L. Bricker Scholarship Endowment. [EOS],People here at the school are interested in supporting students.,People here at the school have asked for an opportunity to support students. I
Your support will help them go to work. [EOS],Giving your support will help to find people gainful employment.,They will be helped to go work by your support. I'm sure of
"At some point between 9:16 and 9:26, Barbara Olson called her husband, Ted Olson, the solicitor general of the United States. [EOS]",Barbara Olson is married to Ted Olson.,Barbara Olson called Ted.  and between 9:16 to 10 minutes later
"I think that was kind of hard for him, you know. [EOS]",That must have been difficult for him.,I think that was hard for him.  I'm sure of it! He
"On the other hand, one would hate to lose the information that might be contained in past years' selling patterns. [EOS]",It would be unfortunate to lose information that shows past years' selling patterns.,One would hate to lose the information that might be contained in past years' selling patterns
"Regular TV viewing typically begins between 2 and 3 years of age, consuming about 10. [EOS]",Consuming begins long after regular TV viewing.,TV viewing starts at 2 or 3 years of age.  and consumes about 10
"While awaiting my licensure to practice dental hygiene, I have had the opportunity to look back upon my education at Indiana University School of Dentistry. [EOS]",I went to the Indiana University School of Dentistry.,I have had the opportunity to look back upon my education at Indiana University School of Dent
"Now, as children tend their gardens, they have a new appreciation of their relationship to the land, their cultural heritage, and their community. [EOS]",Children's work in their gardens give them an appreciation of their cultural heritage.,Children have a new appreciation of their relationship to the land. I'm growing
"Under the leadership of Dean H. William Gilmore, the school has identified student support and technological infrastructure as the greatest needs in this year's annual fund appeal. [EOS]",Donations are being sought in the areas of Student support and technological infrastructure this year.,The school has identified student support and technological infrastructure as the greatest needs in this year's
"This was followed by a second radio transmission, with sounds of screaming. [EOS]",There was another radio transmission that had a lot of people screaming.,"There was a second radio transmission.  and screaming sounds after this one happened,"
"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities. [EOS]",Underprivileged children have opportunities that they have never had before.,"Families living from paycheck to pay find comfort, food and emergency assistance. "
Do you remember the combination of elation and apprehension you felt when you first left home? [EOS],I had mixed feelings when I first left home.,Do you remember the feelings of elation and apprehension when leaving home? .
Met my first girlfriend that way. [EOS],I met my girlfriend like that.,I met my first girlfriend that way. angle? I was introduced to her
She waits tables like one night a week at another job to help put me through and everything like that. [EOS],She works as a waitress once a week to help put me through.,She waits tables to help me. I am grateful for her assistance in my
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody. [EOS]","I feel as though when I fail, my failure will be very disappointing to everyone.","I do, but it gets to a point where I feel like if i fail everyone"
The opportunities presented by the Ruth Lilly Outdoor Center offer these kids learning experiences not available in the inner-city environment. [EOS],There are only some types of experiences available in an inner-city environment.,The Ruth Lilly Outdoor Center offers kids learning experiences not available in the inner-city environment
Yet few of us hear enough about kids who live through these adversities and do make the grade. [EOS],It is not common to hear about kids who make the grade,Few of us hear about kids who make it through these challenges. Obtaining
"Such information is very likely to be misinterpreted by the average user, who does not approach a dictionary with a critical eye. [EOS]",The average dictionary user lacks a critical eye and is likely to misinterpret this information. ,The average user doesn't look at a dictionary carefully.  and it is likely
Let's head off an auxiliary crisis before it happens! [EOS],An auxiliary crisis should be stopped before it happens!,Let's head off an auxiliary crisis before it happens! . The person is
"9 About two-thirds of the production volume of our surveyed business units did their marker-making, spreading, and cutting in a single location. [EOS]",Roughly 66 percent of the production volume did their tasks in a single location.,Two thirds of the production volume was done in a single location. I'm
Your contribution to Goodwill will mean more than you may know. [EOS],You may not realize the complete impact of your contribution.,Your contribution to Goodwill will mean more than you know. I'm sure
I can think of no better time to continue extending grace to others than at Easter. [EOS],Easter is a wonderful time like no other to continue to extend grace and financial assistance to others.,I think Easter is a great time to extend grace.  and I can't
Thanks for your courtesy in reviewing this request. [EOS],Thank you for your courtesy with the review of the request. ,Thanks for your consideration in reviewing this request. I appreciate the courtesy you showed
Do you remember being read to when you were little? [EOS],Do you remember being read to when you were a child?,Do you remember being read to when your children were young? . Do they
"Well, you know, to this day every now and then that particular story comes up every now and then. [EOS]",That particular story still comes up every once in a while.,Every now and then that particular story comes up. I'm aware of it
"Those who are not familiar with feminist writings may find it useful and interesting to consider a book, recently published in Britain, that is typical of the harsher brand of such works. [EOS]",Those who don't read feminist writings might want to read a book I recommend to people as a good introduction.,A book that is typical of the harsher brand was recently published in Britain. 
"As for me, I do my utmost to avoid language that may offend people, including men. [EOS]",I do my best to never offend men and women alike.,I try to avoid language that may offend people. The speaker avoids offending men
"Chinese speak Mandarin, Cantonese, Fukienese, Hakka, etc., tongues often so dissimilar that verbal intercommunication is impossible. [EOS]",Chinese languages are so different that speakers often can't communicate orally.,Chinese speak many languages.  and unintelligible words are often used to communicate
And the Family Studies Project is planning a journal. [EOS],A journal is being planned by the Family Studies Project. ,The Family Studies Project is planning a journal. I'm aware that the family
"Analysand , like several - nd words in English, is derived from the gerundive, and so means `(a person) to be analyzed. [EOS]",Analysand is a word that comes from gerundive,Analysand is derived from the gerundive.  and means a person
"At 9:32, a third radio transmission came over the Keep remaining sitting. [EOS]",A third transmission came in at 9:32,The Keep remained sitting as a third radio transmission came over. I'm at
"I don't know what, he sells like cars or something. [EOS]",He sells cars.,"He sells like a car. I don't know what, I'm not"
We cannot accomplish this goal without the financial help of our alumni and friends. [EOS],The financial help of our alumni and friends is indispensable to this goal.,We need the financial help of our alumni and friends. The goal is not
FAA headquarters had by this time established an open line of communication with the Command Center at Herndon and instructed it to poll all its centers about suspect aircraft. [EOS],The Herndon Command Center was told to ask about suspect aircraft at all centers belonging to it.,FAA headquarters established an open line of communication with the Command Center at Herndon
"Corporate participation involves an annual unrestricted gift of $2,500 or more for Chancellor's Circle or of $1,000 or more for Chancellors Associates. [EOS]",There is more than one annual giving option for corporate participation.,"Corporate participation involves an annual unrestricted gift of $2,500 or more for Chancellor"
GENI organizes teacher workshops for K-12 teachers and assists them in developing geography teaching materials for classroom use. [EOS],GENI develops geography teaching materials for classroom use. ,GENI helps teachers develop geography teaching materials. (s) for classroom use
"I shamelessly and freely borrowed the concept, making adaptations to fit our needs and used it as a direct mail appeal last fall...samples enclosed. [EOS]",I borrowed and altered the concept. ,I shamelessly and freely borrowed the concept. (samples enclosed)Last
Bin Ladin had an important part in this activity. [EOS],Bin Ladin's role in the proceedings was significant.,Bin Ladins played a role in this activity. I'm aware that
"Journalist Charles Rappaport once quipped,  I speak ten languages'all of them Yiddish.  [EOS]","The journalist Charles Rappaport once joked that he masters ten languages, all of them being Yiddish.",Charles Rappaport said he speaks ten languages. I'm a journalist and
Tough question. [EOS],Difficult question,The question was tough. I'm not sure what to say about it?
Perhaps present water called for some stylistic celebration. [EOS],Present water called for celebration.,Maybe the water needed to be celebrated. I think it was time for a
"Okay, you read that from the Vice President, right? [EOS]",Are you saying you received information from the Vice President?,"You read that from the Vice President, right? . I'm asking you"
"When one of these women gave birth to a child without knowing which sailor had fathered it, the paternity was logged as  gun,  perhaps alluding to the midship gun, which was often located near the makeshift maternity room. [EOS]","The woman gave birth with no known father, so it was recorded as gun. ",The midship gun was often near the makeshift maternity room. I think it
But you ended up with blood poisoning from all the gasoline. [EOS],You have blood poisoning now from the amount of gasoline.,You ended up with blood poisoning from all the gasoline. ? .The man
"( ) When cancer comes up I'm just pretty, pretty interested in it, to find out what they went through and I can relate to it. [EOS]",I'm interested in finding out what they went through when the topic of cancer comes up.,I'm interested in what they went through with cancer. ( )When it
One thing in particular she used to save would be soup labels. [EOS],She saved soup labels. ,Soup labels were one of the things she saved. I'm sure you
"The Indianapolis YWCA is an open, supportive organization concerned with women and families; providing opportunities to develop skills, knowledge and resources in the areas of health, self-awareness and leadership. [EOS]","The Indianapolis YWCA is an organization that helps women and families by helping develop skills, knowledge and resources in health, self-awareness and leadership.","The Indianapolis YWCA is an open, supportive organization. I'm concerned"
Tell me about your bike. [EOS],Let me know about your bike.,Tell me about your bike. I want to know what you are capable of
"Within seconds, the Command Center received a visual report from another aircraft, and informed headquarters that the aircraft was 20 miles northwest of Johnstown. [EOS]",The Command Center got a visual report from another plane.,The Command Center received a visual report from another aircraft. I was informed that
But you ended up with blood poisoning from all the gasoline. [EOS],"You came in contact with so much gasoline you must have blood poisoning now, it's absolutely toxic to your body.",You ended up with blood poisoning from all the gasoline. ? .The man
"Your past contribution provided a direct line of support for local programs that promote health and wellness, strengthen families, invest in our children, help people become self-sufficient, and serve the elderly and disabled. [EOS]",Your previous donation helped pay for local programs for families and the elderly.,Your past contribution provided a direct line of support for local programs that promote health and wellness
"Under the command of state governors, they provided support to civilian agencies to assess the nature of the attack, offer medical and technical advice, and coordinate state and local responses. [EOS]",They gave support to civilian groups to see how bad the attack was.,State governors provided support to civilian agencies. I'm under the command of state
"Since 1984, Indy Reads (formerly the Greater Indianapolis Literacy League) has provided tutoring to adults in Marion County reading at the very lowest level of literacy. [EOS]",They are able to accommodate tutoring for those with very low levels of literacy. ,Indy Reads has been providing tutoring to adults in Marion County since 1984.
"At 9:44, NORAD briefed the conference on the possible hijacking of Delta 1989. [EOS]",NORAD laid out their facts in regards to Delta 1989 being hijacked.,The conference was briefed by NORAD at 9:44. I'm aware
"But for 8 minutes and 13 seconds, between 8:56 and 9:05, this primary radar information on American 77 was not displayed to controllers at Indianapolis Center. [EOS]",American 77's information was not displayed on the primary radar.  ,The primary radar information on American 77 was not displayed to controllers at Indianapolis Center. 
"Although automation of sewing operations is generally not cost effective, these innovations have made some inroads in particular segments. [EOS]",It's usually more expensive to automate sewing operations.,Automation of sewing operations is not cost effective. The innovations have made some
"Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S. [EOS]",The organization wants to fund three new projects.,"There are three new programs being undertaken.  and underway concurrently, including an undergraduate"
Won't you help the WYCA provide a great summer for those kids? [EOS],Please support the WYCA so they can offer a good summer program for those kids.,Will you help the WYCA provide a great summer for those kids? 
But caring adults like you can reach out and help. [EOS],"As an individual, you are able to help.",You can help people.  and you are caring adults who reach out to them
We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund. [EOS],We will support the scholarship if you give more than $25.00. ,We can support such a scholarship if you give $25.00 to the English Al
"Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership. [EOS]","Volunteers are able to provide quality, informed leadership via communication tools like Safety-Wise, Happenings, along with event calendars and other materials.","Volunteers can provide quality, informed leadership with communication tools. angleEvents"
"As we prepare for all the events this fall, we are also looking into the future with the preparations for a new facility for the professional art school, administrative offices, faculty studios, a library and a contemporary gallery. [EOS]",The preparations for the fall events include considerations of the future.,We are preparing for the events this fall.  and looking into future with a
As the tax year draws to a close I would like to urge you to make a tax deductible contribution for the support of Women's Studies. [EOS],Make sure you donate to this year's fundraiser especially since its tax deductible. ,I would like to encourage you make a tax deductible contribution for the support of Women's
"The buyer should order 250 units, since there is a 75 percent probability that demand will be less than this. [EOS]",It is likely that the demand will be lower.,The buyer should order 250 units.  and there is a 75 percent chance that
"Some maintained collaborative relationships with al Qaeda, but many disengaged entirely. [EOS]",Not all of them maintained relationships with al Qaeda.,Some of the people involved were not.  and some remained in contact with al
"By combining our assets, we can make a difference. [EOS]","If we pool our resources, we will have an impact.",We can make a difference by combining our assets. I'm sure you are
58 provides the cost for one boy or girl to participate in scouting activities for a year. [EOS],A donation of 58 dollars provides scouting activities for one boy or girl.,Scouting activities are for a year.  and cost 58 dollars per person to
A truly creative work is both original and sensible; its novelty is culturally meaningful and useful. [EOS],The work is original and sensible.,A truly creative work is both original and sensible. The novelty of a new
"Thus the military did not have 14 minutes to respond to American 77, as testimony to the Commission in May 2003 suggested. [EOS]",The testimony to the Commission suggested how long the military had to respond to American 77.,The military did not have 14 minutes to respond. I suggested that in May
"Throughout much of the post-World War II era, the majority of men's shirts sold in the United States were white dress shirts, primarily through department stores. [EOS]",Department stores sold the majority of men's shirts in the United States.,Most men's shirts were white dress shirt. I was in the post-
"Renfrew accepts the wave theory, and in the last two thirds of Archaeology  and  Language he sets forth his arguments in its favor. [EOS]",Renfew sets forth arguments in favor of the wave theory.,Renfrew accepts the wave theory.  and sets forth his arguments in its
Note that this system poses production questions for BMW similar to those faced by apparel suppliers. [EOS],BMW has new questions about production that are being faced by the suppliers of apparel.,This system poses production questions for BMW. I think it's similar to those
"Kmart became the first major nonfood retailer to employ them as a means of tracking inventory in the early 1980s, several years before Walton made this technology a core building block of his distribution system. [EOS]",Kmart was the first major retailer to track inventory in the early 1980s using the new distribution system.,Walton made this technology a core building block of his distribution system. I
The Vice President was logged calling the President at 10:18 for a twominute conversation that obtained the confirmation. [EOS],The Vice President was logged calling the President for two minutes.,The Vice President called the president.  and obtained confirmation for a twominute
"From the start, she draws Kevin into the activity, explains her pretend actions so he can build on them, and responds cooperatively and appropriately to Kevin's suggestions, as he does to hers. [EOS]",She and Kevin display mature cooperation through mutual response to their suggestions. ,"She explains her actions to Kevin.  and responds cooperatively with his suggestions,"
"United 93 crashed in Pennsylvania at 10:03:11, 125 miles from Washington, D.C. [EOS]","125 miles away from DC, United 93 crashed.  ","United 93 crashed 125 miles from Washington D.C., Pennsylvania, at 10:03"
We need to talk to FAA. [EOS],It is necessary for us to talk to FAA.,We need to talk with the FAA. I'm sure you know that?
"The environment, including the social environment, is available for children to interact with as they make sense of their experiences, but it does not determine the evolution of the child's mind. [EOS]",Children make sense of their experiences through their environment.,The environment is available for children to interact with. I'm not sure if
"There follows a desexing section on maxims (for  He who laughs last laughs best  read  The last laugh is the best : not only does it not say the same thing but the second is totally lacking in the rhetorical devices packed into the first), and a two-page bibliography, reference notes to chapters, and an index. [EOS]","Afterwards one finds a section that attempts to desex aphorisms (e.g. ""He who laughs last laughs best"" rewritten as ""The last laugh is the best,"" these are different in meaning and the latter has no alliterative repetition of ""laughs""), and a bibliography of two pages, chapter reference notes, and finally an index.",There is a two page bibliography and reference notes to chapters. The last
"Black cover with white, black and white. [EOS]",The cover was black and white.,"The cover is black.  and white with three different colors on it, all"
"Furthermore, although educational programming for children is highly sensitive to issues of equity and diversity, entertainment programming often conveys ethnic and gender stereotypes'minorities as villains and victims of violence and in subservient roles; men as dominant, powerful, and competent and women as attractive, emotional, and submissive. [EOS]","In entertainment programs, men are seen as dominant and women as attractive and submissive.",Educational programming for children is highly sensitive to issues of equity and diversity. 
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on. [EOS]",In some countries these puzzles are called cryptograms. ,We will use cryptograms from now on. I know that puzzles of this
"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks). [EOS]","For some reason, the ducks put the topic in the A-Z section.",Aylesbury is listed in the A-Z section.  and it appears
"By this time, Bin Ladin was well-known and a senior figure among Islamist extremists, especially those in Egypt, the Arabian Peninsula, and the Afghanistan-Pakistan border region. [EOS]","At this point Bin Laden had gained prominence in the radical Islamist realm particularly in areas like Pakistan, Afghanistan and Egypt.",Bin Ladins was a senior figure among Islamist extremists. Ibrahim
A lot of his books aren't really fiction but scientific essays that he prepared for publication. [EOS],He wrote a lot of scientific essays.,He wrote scientific essays for publication.  and fiction books that are not really novels
The New York Center controller and manager were unaware that American 11 had already crashed. [EOS],The controllers didn't know that American 11 was already crashed.,The New York Center controller and manager were unaware that American 11 had already crashed. 
"While traveling 35,000 feet above eastern Ohio, United 93 suddenly dropped 700 feet. [EOS]",There was a decrease of 700 feet in the altitude of the plane.,"United 93 dropped 700 feet while traveling 35,000 above eastern Ohio. I"
"And uh, me and my friend there we'd always sit together in the first or second seat on the bus. [EOS]",I would always sit with my friend in the front of the bus.,We would always sit together in the first or second seat on a bus. 
"Apparel workplaces have historically been located in major metropolitan areas'New York, Chicago, Philadelphia, Rochester, Baltimore, Cleveland, St. Louis'and drawn on successive waves of immigrants. [EOS]",Major metropolitan areas were historically chosen to be where apparel workplaces were located.,Apparel workplaces have been located in major metropolitan areas. Obstacles to
"Our state appropriation is not now -nor has it ever been --sufficient to fund, for example, all of the costs associated with faculty research, student programs, scholarships, seminars, guest speakers, and the law library. [EOS]",We need to be given more funding in order to run the school.,Our state appropriation is not sufficient to fund all of the costs associated with faculty research.
"They made up stories sometimes, my mother in particular, she made up stories. [EOS]","They, along with my mother made up stories sometimes. ",My mother made up stories.  and she was the one who did it most
"Uh, they're speculating it's from the aircraft. [EOS]",They think it is from the aircraft.,They are speculating that it is from the aircraft. I'm sure they
"What was, well you clearly remember this story, but once you got a little older and could remember a little better, what would you say some of your favorite stories and books were, as a child growing up? [EOS]",What books and stories did you like as a child?,What are some of your favorite stories and books as a child? . What
"This means that after sewing a bundle of items of one color, an operator must not only change the needle thread but also put in a new bobbin for each new color of fabric. [EOS]",Sewing a bundle of items of one color means the bobbin and thread have to be changed.,An operator must change the needle thread and bobbin for each new color of fabric.
"I fact, I took you to Louisa May Alcott's home in Massachusetts, and we, ah, umm--. [EOS]",I actually brought you to the home of Louisa May Alcott. ,"I took you to Louisa May Alcott's home in Massachusetts. """
"It was not too bad early on, when, according to Miles, the seven Maccabean martyrs who  saved Judaism  did so only at the instigation of their mother. [EOS]",It wasn't too bad at first when the martyrs saved Judaism on their mother's orders. ,Miles said that the seven Maccabean martyrs saved Judaism only did it
" Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective. [EOS]",A child can stretch to see how an adult sees things.,An adult-child relationship can be forged by intersubjectivity. angle with
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube. [EOS]",The centering operation is crucial.,The diameter of a knit tube varies slightly along its length. I'm important
The average tuition for a one-day C.E. course is about $125. [EOS],The average tuition for a one-day C.E. course is over $100. ,The average tuition for a one-day C.E course is about $125 
I look nobody is standing at the saw. [EOS],Nobody is standing at the saw.,I look and no one is at the saw. ? I wonder if it
"Some time later, I got still another version of MUSKRAT RAMBLE, with still another version of the title. [EOS]","Later on, I aquired another version of MUSKRAT RAMBLE.",I got another version of MUSKRAT RAMBLE.  and a title that
Thank you again for helping point the way. [EOS],Thanks a second time for helping point the way.,I appreciate you pointing the way.  and thanks for your assistance in that regard
I have nothing particularly adverse to say about the book. [EOS],There is nothing adverse I can say about the book.,I have nothing negative to say about the book. The author has no bad
"I think that's one I remember, a lot because when I was in 1st grade, I was sick a lot of the year, and I was out of school a lot of the year. [EOS]",I missed virtually all of 1st grade because I was sick on a regular basis during that period. ,I was sick a lot of the year when I went to school. Ill
The problem was solved simply by using an already standard character that had a similar sound to what the Viet called themselves. [EOS],The issue was worked around by substituting a character with a similar sound.,The problem was solved by using a character that had the same sound as what Viet called
"Well, and I forgot to tell you when the soldiers came, to my house, the guerrillas were there, the guerrillas went back. [EOS]","I forgot to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.",The guerrillas went back after the soldiers came to my house. I
"In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free. [EOS]",Nordstrom created ads in the paper during the 1990s that promised the company would find the item of the customer's choosing if it wasn't in their color or size.,Nordstrom offered a service in the mid-1990s. angle for
"What kind of, do you ever tell stories to your little sister? [EOS]","If you tell your sister stories, what kind are they?","Do you ever tell stories to your sister? . What kind of, do"
"In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills. [EOS]",SEND has renovated dozens of homes to sell at affordable prices.,SEND has renovated over 70 homes. I have assisted 20 businesses to expand
"I also had conversation with American Airlines, and they've told us that they believe that one of their stewardesses was stabbed and that there are people in the cockpit that have control of the aircraft, and that's all the information they have right now. [EOS]","I talked with American Airlines, who said a flight attended was stabbed.",American Airlines said that one of their stewardesses was stabbed. I had
"But in appealing to societies full of discontent, Bin Ladin remained credible as other leaders and symbols faded. [EOS]",Bin Laden consistently appealed to societies full of discontent.,Bin Ladins was credible as other leaders and symbols faded. I'm
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents. [EOS]","In my dad's story, the young girl didn't live with her parents. ",My dad told me a story about when I was young. I remember my
"Most recently, we received results of an employment survey of 1990- 91 graduates, conducted by IUPUI's Career and Employment Services--it was pleasing to learn that we had nearly twice as many graduates as any other department in the School of Liberal Arts. [EOS]",We conducted the employment survey of 1990-91 graduates. ,The School of Liberal Arts had more graduates than any other department. I was
"I mean, like my junior year of high school the first dress I ever owned was my junior year prom dress! [EOS]","Just like my junior year of high school, this was the first dress I ever owned.","I wore my prom dress in high school. ""My junior year of High"
So this story was read to you by your cousins? [EOS],Did your cousins read this story to you?,So this story was read to you by your cousins? . I wonder if
"In practical terms, this means that a retailer carrying a broader array of goods faces increased costs both for carrying goods in inventory that will not sell (overstocks) and running out of a good that sells beyond expectations (stock-outs). [EOS]",This means a retailer that carries a broad array of goods has increased costs.,A retailer carrying a broader array of goods faces increased costs. I'm talking
I had my second chance to change my life. [EOS],I had another chance to transform my life.,I had a second chance to change my life. The person was able do
"But NEADS did not know where to send the alert fighter aircraft, and the officer directing the fighters pressed for more I don't know where I'm scrambling these guys to. [EOS]",I can't tell where I am sending the alert fighters to.,NEADS didn't know where to send the alert fighter aircraft. I don
The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble . [EOS],The only knowledge I have about Gilbert is his co-authorship of Muskrat Ramble.,Gilbert is listed as co-author of Muskrat Ramble. I
"Denim is from de `from' + Nimes , the town. [EOS]",Nimes means the town in the root of Denim.,Denim is from the town of Nimes. I'm sure you know
What does he do for a living? [EOS],What is his current occupation?,What does he do for a living? . What is his occupation of that
Such a short-cycle production system adds to the cost of customized apparel. [EOS],Customized apparel has a lot of costs associated with it.,The cost of customized apparel is increased by a short-cycle production system. 
"They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way. [EOS]",They got a lot of books since they were a part of a book club.,"They were members of a book club and got books. I'm sorry,"
"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy. [EOS]","When we imported the word into English, we created a literal, the la reata.",Lariat has its own Spanish article. I'm not sure if it's
"and so on through the whole megillah : `long, involved story. [EOS]",The scroll was a long story.,"The whole megillah is a long, involved story. angle/And"
"Yes, Night will devour Day, but Macbeth's significant meaning here  under cover of darkness'in reckless defiance of weird authority'he will have his black agents eliminate the bonded progenitor of Scottish kings, along with his only progeny. [EOS]",The bonded progenitor of Scottish kings will be eliminated by the black agents.,Macbeth will have his black agents eliminate the bonded progenitor of Scottish kings
"His marriage, Sears guessed, would have been unsuccessful and his children would have difficulty finding themselves. [EOS]",His marriage wasn't successful and his children will have problems. ,Sears thought his marriage would have failed. I think that he and the
"The surge in apparel imports in the 1980s came from low-wage countries, primarily the Asian  Big Four 'the People's Republic of China, Hong Kong, Taiwan, and Korea. [EOS]",There was a surge in apparel imports in the 1980s.,The Asian Big Four imported apparel in the 1980s.  and analysis of imports
"It does appear now, however, in dictionaries and the English-language media. [EOS]",It appears in dictionaries.,It appears in dictionaries and the English-language media. I'm not
We shall return to this point later. [EOS],We will come back to this.  ,We will return to this point later. I'm sure of it! .
"There is a bomb on board and are going back to the airport, and to have our demands [unintelligible]. [EOS]",There is a bomb on the plane and we are flying back to the airport.,There is a bomb on board and they are going back to the airport. 
Do you feel like that's just in Charlotte that that's how the school systems are? [EOS],Are the school systems like that only in Charlotte?,Do you feel like that's just in Charlotte? . is it how the
Feminists have much to say about men's claim that women talk too much. [EOS],Some men claim that women talk too much.,Feminists have a lot to say about men's claim that women talk too much
"More than the actual events, inaccurate government accounts of those events made it appear that the military was notified in time to respond to two of the hijackings, raising questions about the adequacy of the response. [EOS]",The government gave inaccurate accounts about the notification of the military.  ,The military was not able to respond in time. I'm concerned about the
"In order to do this, laboratories must be developed and maintained with equipment that will provide first-rate, hands-on experience for our students. [EOS]","In order to provide quality hands-on education for students, laboratories need to be developed and well-equipped.","The laboratories must be developed and maintained with equipment that will provide first-rate, hands"
Case 2: Multiple Plants and Production Planning [EOS],Section 2: Plants and production.,Case 2 involves multiple plants and production planning. angle of case two: Multiple
Please join with us to see that happy endings do continue. [EOS],Join us to watch the happy endings.,Please join us to see that happy endings do continue. The person wants you
  Live at Five.  [EOS],At five we will be live,Live at five. I'm watching it on TV! .The show is
"If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience. [EOS]","To join the ELM, just fill out the attached membership form.",The enclosed membership form is needed if you want to become a member of ELM.
"The phrase is a reminder of its medieval provenance, its academic focus, and its corporate style. [EOS]",its medieval origin is a constant reminder of the phrase. ,The phrase is a reminder of its corporate style. I'm reminded that it
"However, their cumulative effect tends to be overpowering. [EOS]",Only when put together are the effects overpowering.,"Their cumulative effect tends to be overpowering. I'm not sure, but"
"For example, one writer cites a preference for cunt over vagina , because of the latter's derivation from a Latin word meaning `sheath,' often sheath for a sword.) [EOS]",The term vagina is derived from Latin.,One writer says that cunt is preferred over vagina. (Cunt means '
"After bloody struggles, the Sunni became (and remain) the majority sect. [EOS]",The Sunni were not the majority sect before violent conflict took place.,"The Sunni remained the majority sect.  and after bloody struggles, they became ("
The killers were assumed to be rival Egyptians. [EOS],Rival Egyptians were assumed to be the culprits behind the killings.,The killers were assumed to be Egyptians. I'm not sure why they would
