"Just when you thought it was safe to assume that we now know all we are ever likely to know about the past, someone digs another hole and unearths (literally or figuratively) some ancient  one day it is a fragile scroll, found in a cave near the Dead Sea, that turns out to be pre-Biblical; the next day it is an entire terracotta army of Chinese  the next it is a skull, excavated from the Olduvai Gorge, that compels anthropologists (once again) to revise their guesses about the earliest stages of Homo sapiens sapiens vs hominids. [EOS]","We never really know everything there is to know about our past because every day someone will dig out treasures from the past, keeping anthropologists on their toes and guessing. ",Just when you thought it was safe to assume that we now know all of the past
"Perhaps the terrorists stabbed the flight attendants to get a cockpit key, to force one of them to open the cockpit door, or to lure the captain or first officer out of the cockpit. [EOS]","It could be, that the terrorists stabbed the flight attendants to lure the captain or first officer out of the cockpit.",The terrorists might have stabbed the flight attendants to get a cockpit key. I
"Top-down  an apex of professors and doctors buttressed by the holders of college degrees (many of them lower-level administrators, teachers, and researchers within the system). [EOS]",An apex of professors and doctors that hold college degrees. ,The professors and doctors are buttressed by the holders of college degrees. Ob
"You can find out more about our work and environmental developments on Beacon Hill at ELM' s website, www.EnvironmentalLeague.org. [EOS]",ELM's website contains a special section dedicated to Beacon Hill.,The website of the Environmental League is www.EnvironmentalLeague anglebaconhill
"If you believe that balderdash, you'll believe anything. [EOS]",You're very naive if you believe that.,You can believe anything if you think that balderdash. I'm sure
People generally seem to find dialect study interesting. [EOS],Folks find studying dialect engaging.,People find dialect study interesting.  and people generally seem to like it! .
"Sam Hinton's The Meaning of Scientific Names [XI,1], I have had an experience which, in true biological tradition, will probably make me mildly notorious in perpetuity. [EOS]",Sam Hinton wrote The Meaning of Scientific Names.,Sam Hinton wrote The Meaning of Scientific Names. I have had an experience
"Well, thank you for being part of this study [EOS]",Thank you for taking part in this study.,I appreciate being a part of this study.  and thanks! Thank you for
"For example, the success of The Gap's jeans, J. C. Penney's Arizona line, and Sears's Canyon River Blue line has led to erosion of the market share held by the two leading jeans manufacturers, Levi Strauss and VF Corporation. [EOS]",Levi Strauss was one of the jeans manufacturers that lost market share to the success of jeans by brands like The Gap.,The Gap's jeans have been very successful.  and profitable for the two leading
"From the outset of the factory system in woven apparel, after cloth has been laid out and cut in the configurations of patterns for various sizes, the cut parts have been grouped by parts of the garment'fronts, backs, sleeves, patches for pockets, collars'and tied together into bundles for operators, who sew together individual parts'hence the term  bundle system.  [EOS]",The bundle systems gets its name from the way the cut parts are grouped together.,The factory system in woven apparel has been organized by parts of the garment. 
The forecasting and inventory models presented in this chapter are not new; they have been recommended for years by statisticians and operations researchers. [EOS],Statisticians and operations researchers have been pushing these inventory models for a very long time.,Statisticians and operations researchers have recommended the forecasting models for years. I
"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major. [EOS]",My father thinks that I should have a double-major.,My dad is still trying to convince me that I should double major. I
 I got somebody who keeps coasting but it looks like he's going into one of the small airports down there. [EOS],I have someone who is coasting and may go to a small airport. ,I have a person who keeps coasting. (s)It looks like
"Second, the total amount of retail space in the United States has expanded dramatically, even while consumer expenditures on apparel items have declined as a share of total expenditures. [EOS]","There is a lot more retail space in the United States, even though the proportion of spending on apparel has decreased.",The total amount of retail space in the United States has expanded dramatically. I
"They come into a Pleasant Run program... whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes. [EOS]",People join the Pleasant Run program through many different channels. ,"They come to the Pleasant Run program for therapeutic help.  and practical reasons,"
"Feckless ' spiritless, helpless, futile 'is given in all my desk dictionaries, but only Chambers has feck (nice to see a lost positive found), which comes from effect through vowel-loss and is defined as  efficacy  or  quality.  [EOS]",The word effect originates from the word feck through vowel-loss.,Feckless is a word that means spiritlessness. I found it in
And the rate of textile productivity over this period far outpaced that for the manufacturing sector as a whole. [EOS],The manufacturing sector has not increased as much as the textile industry has.,The rate of textile productivity over this period far outpaced that for the manufacturing sector as
End of digression and back to MUSKRAT-KAT- Muskrat Ramble is credited to Edward  Kid  Ory and Ray Gilbert. [EOS],Ory and Gilbert are the ones who created the Muskrat Ramble.,Edwin Kid Ory and Ray Gilbert wrote MUSKRAT-KATS. 
We were very proud that our class stepped up and made a difference for young deserving students -just like we were 20 years ago back in 1980! [EOS],We were young deserving students back 20 years ago.  ,We were proud that our class stepped up and made a difference for young deserving students.
This was the last normal contact the FAA had with the flight. [EOS],The FAA had normal contact with the flight up until a point.,The FAA had only one normal contact with the flight. I'm not sure
premise,hypo,generated_hypo
I've read several of his books both fiction and non-fiction books. [EOS],I've read some of his fiction and non-fiction books. ,I have read a lot of his books.  and non-fiction ones as
We cannot identify whose voices can be heard. [EOS],"Some voices could be heard, but their identity is unknown.",We can't identify who is speaking. I'm not sure which voices are
But not all fantasy qualifies as wish fulfillment. [EOS],Not all fantasy is for wish making.,Not all fantasy fulfills wishes. I am not sure if that is true
"Let us start with the three groups of clues encountered in the classical crossword  synonyms, superordinates, and definitions. [EOS]","We will start with classical crossword synonyms, super-ordinates and definitions.  ","The classical crossword synonyms, superordinates and definitions are three groups of clues"
"OK, I thought so. [EOS]","Ah yes, I suspected that was the case. ",I thought so.  I was told that it is true by you? .
"The enterprises that compose the apparel and textile industries manufacture a wide variety of products, and the mix has also changed since the postwar era. [EOS]","Apparel and textile industry enterprises manufacture many different products, which have changed since the postwar era.",The apparel and textile industries make a wide variety of products. I have seen
"Just because, you know, she knows how I am, I guess. [EOS]",The reason why is because she knows me.,"She knows how I am. I guess because she's aware of it,"
"Among the factors that are expected to have a substantial impact on employment in the textiles and apparel industries, perhaps the most influential will be the trade policy agreed to in the GATT. [EOS]",The trade policy that was settled in the GATT will have the biggest impact.,The trade policy agreed to in the GATT will be a significant influence on employment.
Both unions established a foothold in the industry because they represented strategic workers in the apparel production  the skilled cutter working inside manufacturers' plants. [EOS],"Strategic workers were represented by the unions, which gave them a foothold in the industry.",Both unions established a foothold in the industry because they represented strategic workers. Ob
With rue and the beautiful Puritan pansies. [EOS],There are beautiful pansies.,With rue and the beautiful Puritan pansies. The beauty of those
I need to wipe this up!  [EOS],It is necessary for me to wipe this up!,I need to wipe this up! . I'm not sure what else we
Any dollar amount you wish to contribute is fine. [EOS],You do not need to commit to a certain amount of money.,Any amount you want to contribute is fine.  and it's not a problem
"According to contemporaneous notes, at 9:55 the Vice President was still on the phone with the President advising that three planes were missing and one had hit the Pentagon. [EOS]",The Vice President knew the three planes were missing.,The Vice President was on the phone with a president. I'm told that
You will soon receive information from the Alumni Association with the details. [EOS],You will be getting information from the Alumni Association soon.,The Alumni Association will soon give you the details. I'm sure that
They may at least begin to suggest the considerable language barrier between my hosts and me. [EOS],I have a great deal of difficulty understanding my host.,They may suggest that there is a language barrier between my hosts and me. 
"Business ventures led him from coast to coast, gaining experience along the way. [EOS]",He went from one coast to the other and picked up valuable experience.,"He traveled from coast to Coast, gaining experience along the way. I'm"
What does he do? [EOS],What is his occupation?,"What does he do? . What is his action like that, you ask"
"And she told me that everyone has to be like a little child to God, and that God loves everyone just like He is their own father and they are His children, because of what they are. [EOS]",She told me that everyone is God's child and that he loves us all.,She told me that God loves everyone. I was reminded of how much he
Textile mills at their outset often provided the principal employment in the locality. [EOS],Textile mills provided most of the employment in the locality.,The primary employment in the locality was often provided by textile mills. angle/
"It was, uh, a very established studio and had put out a lot of, um, I guess, well known artists, and it was actually, it was affiliated with Jive Records, um, and Jive Records, I guess, at the time, had, their big act was the Backstreet Boys, and they were recording the Backstreet Boys' first American released album. [EOS]","The studio was affiliated with Jive Records, whose big act was the Backstreet Boys. ",The Backstreet Boys were the biggest act on Jive Records. I think
It is regrettable that Lederer uses the word  corruption  (p. [EOS],"Lederer uses the word corruption, unfortunately.",Lederer uses the word corruption.  and it is unfortunate that he does so
"I told him, I'm coming. [EOS]","I'm coming, I told him.",I told him I was coming.  and it worked out well for me as
Chinese mothers typically corrected the child   What did you say?  [EOS],Chinese mothers typically ask their child to repeat themselves while correcting them.,Chinese mothers usually ask the child what they said. I'm not sure if
"The most important lesson we can take from Miller's provocative findings is that when parents and teachers take time to construct narratives with and about the young child, they create a  zone  that spurs children to weave moral and social rules into their self-definitions and to behave accordingly. [EOS]",Constructing narratives with and about a child will spur the child to change behavior.,Miller's findings show that parents and teachers create a zone for young children. 
This figure represents only 5 percent of the total cost that law students paid for their legal education. [EOS],Just 5 percent of the complete cost of legal education for law students is contained in this figure.,Law students paid for their legal education. I'm only representing 5 percent of
Chapter 4 ( The Building Blocks of Lean Retailing) describes how the essential elements of lean retailing'bar codes [EOS],Chapter 4 is about essential elements.,Chapter 4 describes how the essential elements of lean retailing'bar codes are described.
"I also had conversation with American Airlines, and they've told us that they believe that one of their stewardesses was stabbed and that there are people in the cockpit that have control of the aircraft, and that's all the information they have right now. [EOS]","I talked with American Airlines, who said a flight attended was stabbed and that they have lost control over the plane.",American Airlines said that one of their stewardesses was stabbed. I had
"Both the mission commander and the senior weapons director indicated they did not pass the order to the fighters circling Washington and New York because they were unsure how the pilots would, or should, proceed with this guidance. [EOS]",The order was not passed to the fighters circling Washington and New York by the mission commander or the senior weapons director. ,The mission commander and the senior weapons director were unsure how to proceed with this guidance.
She would save everything. [EOS],She kept everything. ,She would save everything. I'm sure of it! She was a good
"While Bin Ladin maintained his own al Qaeda guesthouses and camps for vetting and training recruits, he also provided support to and benefited from the broad infrastructure of such facilities in Afghanistan made available to the global network of Islamist movements. [EOS]","Some al Qaeda guesthouses and camps were maintained and supported by Bin Ladin, along with those owned by other groups of Islamists.",Bin Ladins maintained his own al Qaeda guesthouses and camps for vetting. 
What do you do for that? [EOS],What do you do?,"What do you have to accomplish for that? . What are your options,"
Turabi in return would let Bin Ladin use Sudan as a base for worldwide business operations and for preparations for jihad. [EOS],Bin Ladin used Sudan as a base at the allowance of Turabi.,Bin Ladins would use Sudan as a base for worldwide business operations in return.
Other flight attendants were busy at duties such as getting medical supplies while Ong and Sweeney were reporting the events. [EOS],There were flight attendants who were obtaining medical supplies.,Ong and Sweeney were reporting the events while other flight attendants got medical supplies. 
"Anyway, the studio itself was kind a dingy, it wasn't very professional. [EOS]",It wasn't a very professional studio. ,"The studio was not very professional. I don't like the place, it"
Many Little Sisters are preparing to go back to school this fall full of hope and with a positive outlook. [EOS],Little Sisters are going back to school in autumn.,Many Little Sisters are looking forward to returning. I'm hopeful that they will
"Finally, it might be worth mentioning that the program has the capacity to store in a temporary memory buffer about 100 words (proper names, for instance) that it has identified as not stored in its dictionary. [EOS]",There is room for 100 proper names to be stored temporarily.,The program has the capacity to store in a temporary memory buffer about 100 words. 
Some over-edge sewing operations common with knit goods actually trim the edges of cloth just in front of the needle; in these cases any fused material from the laser cutting could be trimmed away. [EOS],Some sewing operations for knit goods cut the fabric right by the needle.,Some over-edge sewing operations trim the edges of cloth just in front. 
There is nobody around I could practise with. [EOS],There are no people for me to try to get better with.,"I could not find anyone I would be able to practice with. ""There"
"Islam is divided into two main branches, Sunni and Shia. [EOS]",There are two main faucets of Islam.,Sunni and Shia are the two main branches of Islam. I'm a
"Markers are made by hand, tracing pattern pieces onto sheets of paper from thick, pre-cut cardboard pattern elements. [EOS]","Markers are created by hand, using sheets of paper and pre-cut cardboards.",Markers are made by hand.  and printed on paper from thick cardboard pattern
Everybody's family is different. [EOS],All families differ in some way from others. ,Everyone's family is different.  and unique! .The person says that to
"He had a pillow, one of those big pillows, and it looked red, all of it with blood and swollen like this . So he said, from the running down from several places, but the one that, this one [indicates eyebrow], was, was too much. [EOS]",His pillow was covered in blood from his face wounds.,"He had a pillow that was red and swollen. I looked at it,"
This was the word that first caught my eye as the obverse of onomatopoeia. [EOS],My attention was caught by a certain word. ,The word that caught my eye was the obverse of onomatopoeia
Bin Ladin seemed willing to include in the confederation terrorists from almost every corner of the Muslim world. [EOS],Bin Laden had the will to include terrorists from all around the world.,Bin Ladins seemed willing to include terrorists from almost every corner of the Muslim world
"As this was happening, passenger Daniel Lewin, who was seated in the row just behind Atta and Omari, was stabbed by one of the hijackers-probably Satam al Suqami, who was seated directly behind Lewin. [EOS]",Daniel Lewin was stabbed by one of the hijackers.,Daniel Lewin was stabbed by one of the hijackers. I'm not
Some family members who listened to the recording report that they can hear the voice of a loved one among the din. [EOS],Folks who listened to the tape heard their family members on it.,Family members said they could hear a loved one's voice. angleThe recording
"L 's set of symbols is somewhat closer to that of the International Phonetic Alphabet; W follows the system used in the Third Unabridged , which is too complicated for my taste, being replete with diacritics. [EOS]",L has a set of symbols.,L's symbols are similar to the International Phonetic Alphabet. I don
"24,000 community volunteers pick up 2 million pounds of litter, plant 1,200 trees and paint 50 homes for the poor and elderly. [EOS]","Thousands of community volunteers pick up litter, plant trees, and paint homes for the poor or elderly. ","Community volunteers pick up litter and plant trees. I'm 24,000 community"
"At the same time, the company began to redesign its logistics system'the method it used to move goods from suppliers, through warehouses, and to delivery at stores. [EOS]",Logistics systems underwent redesign.,The company began to redesign its logistics system. I'm moving goods from suppliers
"Again, our earlier intuition is confirmed. [EOS]",Our intuition is confirmed again.,Our earlier intuition is confirmed.  and it's true again! .The same
"Journalists and other commentators have sometimes taken a facetious view of the situation, suggesting that person , itself, is sexist because -son denotes `male offspring,' that words like manhole are sexist, and that even woman ( wo + man ) is sexist. [EOS]",Journalists and commentators sometimes make fun of the gender values of language.,Journalists and other commentators have taken a facetious view of the situation. 
"There's, my dad reminds me from time to time. [EOS]",My dad reminds me that from time to time.,My dad reminds me of it. I am reminded occasionally by him as well
" Oh, he's down? [EOS]",He's grounded?,"He's not up? . I wonder if he is down, too!"
Can you remember the first story that you can remember anyone telling you some of the first memories of someone telling you a story? [EOS],What were your first memories of someone telling you a story?,Can you recall the first stories that anyone tells? . of someone telling a
"You mean like imaginary, or fictional stories? [EOS]","Do you mean fiction, or imagination?",You mean like imaginary stories? . I'm not sure what you meant by
"I was under the impression it was based on Webster's Ninth Collegiate Dictionary , and indeed it was; but there are so many improvements and changes that the absence both of a Longman copyright notice and of any identification of a specific editorial director are a bit mysterious. [EOS]",I though it was based on Webster's Ninth Collegiate Dictionary.,I was under the impression that it had been based on Webster's Ninth Collegiate Dictionary
"The flight had taken off just as American 11 was being hijacked, and at 8:42 the United 175 flight crew completed their report on a suspicious transmission overheard from another plane (which turned out to have been Flight 11) just after takeoff. [EOS]",The aircrew knew that there was something suspicious.,The United 175 flight crew completed their report on a suspicious transmission overheard from another plane.
"If you try to make any moves, you'll endanger yourself and the airplane. [EOS]",You should stay still if you want to keep safe.,You will endanger yourself and the airplane if you try to make any moves. 
"That, the sun hadn't come up yet, it was still like, five in the morning. [EOS]",The sun is not up yet because it is five a.m. ,"It was still early in the morning. I'm not sure why, but"
For North Carolina? [EOS],Concerning North Carolina?,"For North Carolina? . for the state of Virginia, or something similar to"
There you are. [EOS],There you are right now.,You are there. I'm glad you're here! .The person is
Why is reading so important? [EOS],WHy is the reading so very important?,Why is reading so important? . I don't understand it myself!...
"Still, the idea has caught on so well that most British newspapers now offer two crossword puzzles each day. [EOS]",Most papers in Britain offer multiple crosswords.  ,The idea has caught on so well that most British newspapers now offer two crossword puzzles
"Yeah, he taxied to a gas station to fill it up. [EOS]",He went to a gas station to fill it up.,He went to the gas station. I'm sure he did that? Yes
"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please. [EOS]",Sophie's teddy bear and leprechaun will be exhausted on some nights.,Sophie's teddy bear and leprechaun don't stay up late
"Penny Perrick regrets (January 11) that  There is no word in English to describe that particular, special sort of pride that one feels in the achievements of one's children.  [EOS]",Penny Perrick would like it if English had a word to denote pride in one's children.,Penny Perrick is sorry that there isn't a word in English to describe the
"Bin Ladin went initially to Jalalabad, probably because it was in an area controlled by a provincial council of Islamic leaders who were not major contenders for national power. [EOS]",Bin Ladin first went to Jalalabad because it lacked any sizable competition.,Bin Ladina went to Jalalabad because it was controlled by a provincial council
"Obese is a compound of two Latin words, the prefix, ob - `over' + “dere"" eat. [EOS]","The English word ""obese"" has its origins in Latin.","Obese is a compound of two Latin words. I'm obese, over"
"Examples of franglais which they find particularly monstrous are, I hear, to be condemned to a newly created  Mus??e des horreurs.  [EOS]",They think some franglais are monstrous in literature.,They find franglais to be particularly monstrous. I hear that examples
"Essentially, random fluctuation in demand cannot be explained by trends, seasonality, cyclicality, or other factors like advertising and new product introduction. [EOS]",Trends can't always explain random variations in demand.,Random fluctuation in demand can't be explained by trends. I'm not
The flight did not respond. [EOS],The flight was unresponsive.  ,The flight didn't respond.  and it wasn`t responding to anything at
"Well, probably the favorite book I had, this is a little different I had The Giant Golden Book of Astronomy, which I got when I was in the second grade and I read it cover to cover till I wore it out. [EOS]",I loved The Giant Golden Book of Astronomy. ,I read The Giant Golden Book of Astronomy when I was in the second grade.
"Usually the records were taken from their jackets and loaded naked in stacks, where they picked up dust, scratched one another, and traded static electricity. [EOS]",The records were loaded in stacks.,The records were usually taken from their jackets and loaded naked in stacks. Ob
"Oftener than not, use of language establishes membership and social-cum-educational rank as clearly as any parchment. [EOS]",The way in which language is used determines social ranking.,Language establishes membership and social-cum educational rank. I think that language is
Boston Center immediately advised the New England Region that it was going to stop all departures at airports under its control. [EOS],Boston center told the new England region to halt all departures. ,Boston Center told the New England Region that it was going to stop all departures at airports
Our pleasure! [EOS],We would be happy to.,Our pleasure! . The speaker is referring to the event that occurred in this
Low-cost labor overseas and the increasing penetration of imports have certainly undercut American apparel manufacturers; apparel imports grew rapidly in most categories starting in the mid-1970s. [EOS],Apparel imports have become more popular in the United States since the mid-1970s.,American apparel manufacturers have been undercut by cheap labor and imports. The import of
"It is important, too, to note that writing systems are  for instance, Polish is written (today) using the Roman alphabet, but Russian, a related Slavic language, uses the Cyrillic; Yiddish, a Germanic language, is written in Hebrew characters; Latin, Greek, and Sanskrit, which resemble one another rather closely in some respects, all use different alphabets; and early examples, utterly unrecognizable to untrained readers of modern languages, were written in cuneiform, quite suitable for writing on soft clay tablets with a pointed stylus, and hieroglyphics. [EOS]",There are multiple kinds of writing systems that use different alphabets,"Poland uses the Roman alphabet.  and important is that Polish, Russian or"
An odd sidelight on this came a few days after reading the article. [EOS],After comprehending the text an interesting point came up.,"After reading the article, an odd sidelight on this came. Ironic"
You've got three kids now. [EOS],You have three children now.,You have three children now. angle? I understand you are a parent to
"These newest Scholars bring the number to ten--ten who, like Christa McAuliffe, will touch the future. [EOS]",These ten new scholars will touch the future.,The number of scholars is ten.  and Christa McAuliffe will touch the future
They're actually both teachers. [EOS],They teach people how to do things.,They are both teachers. I'm not sure if they're actually true or
"   And to request confirmation, they might well say  You do it exactly this way! [EOS]","For a confirmation request, they might use the words ""Yes, do it just like this!"".","They might say you do it exactly this way! . To request confirmation,"
"Note that these significant technological, market, and environmental changes largely originated outside the apparel industry itself. [EOS]",These market changes can be traced outside of the apparel sector.,The apparel industry did not have the most significant technological changes.  and analysis of
"Last year a small number of alumni each contributed between $2,500 and $4,999 to the school. [EOS]","A few alumni contributed between $2,500 and $4,999 last year.  ","A small number of alumni each contributed between $2,500 and$4k to"
"When you make your contribution to the law school in 1992, please take a moment to follow the three easy steps listed above. [EOS]",Please follow the three easy steps listed above when you make your contribution.,Please follow the three easy steps listed above when you make your contribution to law school in
"The Command Center's national operations manager, Ben Sliney, ordered all FAA facilities to instruct all aircraft to land at the nearest airport. [EOS]",Ben Sliney told all FAA facilities to have all aircraft land at the nearest airport.,"Ben Sliney is the national operations manager. I'm Ben, and"
The kids need your leadership now more than ever. [EOS],The kids need some guidance,The kids need your leadership.  and more than ever now! . The children
"Even for basic products, demand varies from day to day and week to week. [EOS]",Demand is always varying from day to day on products.,Demand varies from day to week. I'm not sure if basic products are
"Consistent with the Confucian parental obligation,  The deeper the love, the greater the correction,  Chinese mothers'  misdeed  stories were much longer than those of the American mothers'in fact, the most lengthy and elaborate of all Chinese narrations. [EOS]",Confucian ideology taught that the amount of correction was directly proportional to how much a parent loved their child.,Chinese mothers' misdeed stories were much longer than those of American moms. 
"The SIDS Alliance meets all National Charities Information Bureau (NCIB) standards, and is listed in the NCIB Wisegiving Guide. [EOS]",The SIDS Alliance meets NCIB standards for charities.,The SIDS Alliance meets all NCIB standards. I'm listed in the
Have you ever read any books from foreign authors? [EOS],Have you ever read books written by foreign authors.,Have you ever read any books from foreign authors? . have they been good
"I said to him, that they want to do in that meeting? [EOS]",I spoke words to him in the form of a question.,"I asked him what they wanted to do in the meeting. ""What I"
But I'm never going to take the knives out. [EOS],"However, I will not remove the cutting tools.",I'm not going to take the knives out. The knife will never be
It has long been known that inventories at the macroeconomic level affect the depth and length of business cycles. [EOS],It is known that the business cycles are affected by inventories at the macroeconomic level.,Inventories affect the depth and length of business cycles. I have long
Statistical analysis showed that those garments for which the Buying Committee had the greatest disagreement were indeed those with the greatest demand uncertainty. [EOS],The Buying Committee has great disagreements over many garments.,Statistical analysis showed that the garments for which Buying Committee had disagreement were those with
"This chapter also describes a new approach to production and sourcing strategies, one that balances traditional and short-cycle production lines. [EOS]",Sourcing tactics and an alternative method of production are contained in this chapter.,The chapter describes a new approach to production and sourcing strategies. I'm sure
"As a key part of its efforts, Defense created National Guard WMD Civil Support Teams to respond in the event of a WMD terrorist incident. [EOS]",Defense created the National Guard WMD Civil Support Teams to deal with a terrorism event on a mass scale.,National Guard WMD Civil Support Teams were created to respond in the event of a terrorist
"But some very clever comparative linguists, beginning in Germany in the 19th century, theorized about how the nature of the ancestors of the more modern tongues. [EOS]",Comparative linguists started theorizing in the 19th century.,Some linguists theorized about the ancestors of modern tongues. I think that
Each narrative focused on a relatively exceptional personal experience. [EOS],The narratives were each focused on a single experience.,Each narrative focused on a personal experience. I'm sure you have one that
"Nobody used to snicker at Chaucer's line (No.5818) in The Prologe of the Wyf of Bathe , in which that harried dame: Why is my neghebores wif so gay? [EOS]",Nobody laughed at Chaucer's line even though it was funny today.,Chaucer's line was snickered at. I'm not sure
Children are back in their classrooms enjoying the fun of renewing friendships and activities interrupted by summer vacation. [EOS],"After summer vacation, children are back in their classrooms having fun.",Children are back in their classrooms enjoying the fun of renewing friendships and activities interrupted by
The word might also have been used for a receptacle near the guns where powder and balls were kept. [EOS],The word may have meant a number of things. ,The word might have been used for a receptacle near the guns. I
"And, instead of providing an open-ended guarantee on prices to its distributors, the company would guarantee the price for only two weeks after purchase by the distributor, refusing to take back computers unless they malfunctioned. [EOS]","Instead of providing open-ended guarantees, the company guarantees the price for only 2 weeks after purchase.",The company would not take back computers unless they malfunctioned. I'm sure
"He also made use of the already-established Third World Relief Agency (TWRA) headquartered in Vienna, whose branch office locations included Zagreb and Budapest. [EOS]",The Third World Relief Agency had a branch office in Zagreb.  ,The Third World Relief Agency was headquartered in Vienna. I'm also made use
"And uh, somewhere in the middle of VA. [EOS]",Somewhere in the middle of Virginia.,It's in the middle of VA.  and it is located somewhere within that
"Furthermore, both language progress and an array of emergent-literacy skills can be predicted by the sheer amount of verbal interaction in the home during the first few years of life'a relationship that holds for children of all socioeconomic levels. [EOS]",Language progress and literacy skills can be predicted.,Language progress and an array of emergent-literacy skills can be predicted by the
". Mr. Whopsle, being knocked up, was in such a very bad temper.  [EOS]",Mr. Whopsle was furious.,Mr. Whopsle was in a bad mood because he had been knocked up and
"All the ingredients may be present'the music, the singers, the dancers, the setting, and costumes'but, alas, duende itself fails to show up and the production fizzles. [EOS]",Duende itself fails to show up and the production fizzles.,The production fizzles even though all the ingredients are present. I'm
"But, it is high time that we establish direct contact with all alumni from all the graduation years, from all Department activities and areas. [EOS]",There are alumni from all Department activities and areas. ,We should establish direct contact with all alumni from the graduation years. Obtaining
"Societies seldom see what is central in their own cultures, having much less trouble identifying it in the cultures of others. [EOS]",Societies have less trouble noticing what is central in other cultures.,Societies don't see what is central in their own cultures. I think
We're at war . . . somebody's going to pay. [EOS],We are going to get back at them.,Someone will pay. I am at war and someone has to do it?
"On the other hand, one would hate to lose the information that might be contained in past years' selling patterns. [EOS]",Losing the information from past years' would be devastating. ,One would hate to lose the information that might be contained in past years' selling patterns
These people are living proof that your investment pays off. [EOS],The people are proof that the investment is worth it.,These people are proof that your investment pays off. I'm living Proof of
 Why are horse and cow lying down? Kevin asked. [EOS],Kevin asked why the horse and cow are lying down.,Kevin asked why the horse and cow were lying down. I'm curious about
"Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is. [EOS]",You all need to include a picture.,I have dysentery.  and need to be included in the picture with
And that's like I can totally see my dad in my personality. [EOS],I can absolutely see my dad with my personality.,I can see my dad in me. angleMy personality is similar to that
Our free educational programs can save lives. [EOS],Our programs can save lives.,"Our free educational programs can save lives. I am aware of that fact,"
Some of Bin Ladin's close comrades were more peers than subordinates. [EOS],Some people had a status almost equal to Bin Ladin.,Bin Ladlin's close comrades were more peers than subordinates. angle/
Are you sure you want to be telling people that? [EOS],Do you really think it's in your best interest to be informing other folks about that?,"Are you sure that's what it is? . You should tell people,"
Please join us as we continue to rebuild this historic neighborhood into a place of pride and community strength. [EOS],We will continue to rebuild the historic neighborhood.,We need your help to rebuild this historic neighborhood.  and awe-inspiring
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta . [EOS],Maybe Maledicta will have such interviews more regularly.,Maledicta will feature interviews.  and Aman might institute such an interview
These measures were precautionary steps taken because of the strikes in New York. [EOS],The strikes in New York caused those precautionary measures to be put in place.,The strikes in New York caused the precautionary steps. UNfortunate events
\\ Can you remember the very first stories that were read when you were little? [EOS],Do you remember the first stories that were read to you?,Can you recall the first stories that were read when your children was young? 
None are reported to have received a significant response. [EOS],None have said they received an answer.,None of them received a significant response. I'm not sure if they did
"As graduates of the class of 1990, we would like to leave behind something tangible, in appreciation for the support and encouragement we have received from other students in the School of Engineering and Technology. [EOS]",We want leave a concrete symbol of our appreciation to the school.,"We would like to leave behind something tangible, in appreciation for the support and encouragement we"
"The second radio transmission, 35 seconds later, indicated that the fight was continuing. [EOS]","35 seconds later, the next transmission states the flight was continuing. ",The fight was continuing 35 seconds after the second radio transmission. I'm sure
"As a donor to the School of Dentistry, you are making a significant investment in dental education in Indiana. [EOS]",You are making a great investment to future dental education when you donate. ,You are making a significant investment in dental education. The School of Dentistry
He said the President signed off on that concept. [EOS],"The President signed off on the concept, according to him.",He said the President signed off on that concept. I'm told by him
"A more emphatic adjective is perjinkety ; and it has the noun perjinkity , defined as  a nicety.  [EOS]",The noun perjinkity means nicety.,Perjinkety is a more emphatic adjective. The noun perju
Establishing the target customer base is therefore a critical first step in any merchandising strategy. [EOS],Any merchandising strategy includes finding a target customer base as the first step.,Establishing the target customer base is a critical first step in any merchandising
"As Damon's message suggests, in building an eective vision of child development and child rearing, neither the child's inner thoughts and feelings nor the role of adult guidance can be singularly extolled or wholeheartedly ignored. [EOS]",Damon's message suggested that the child's inner thoughts and feelings cannot be ignored.,Damon's message suggests that the role of adult guidance can be ignored. 
18 The advantage of using VMI programs stems from the retailer and manufacturer working together to determine a flow of shipments that optimizes the economics of the two parties as a system. [EOS],The retailer and manufacturer work together as a team to determine optimal economic levels.,The VMI programs are beneficial to the two parties.  and practical for both
Thank you again for sending me the information on your $25 reasonable request direct mail appeal as well as your detailed analysis of results. [EOS],The information and analysis results you sent me concerning the direct mail is greatly appreciated.,I appreciate the information you sent me.  and thanks for your analysis of results
They said the hijackers wielded knives and claimed to have a bomb. [EOS],The highjackers had knives and claimed to have bombs. ,They said the hijackers had weapons. I'm not sure if they actually
A relatively new graphic technique is the sandwich. [EOS],The sandwich is a somewhat new technique.,"The sandwich is a new graphic technique. I'm talking about the Sandwich,"
