,task,verb,premise,hypothesis,label
840,that,worry,He was not worried that the adults would suspect something.,The adults would suspect something.,1
841,that,hope,I do not hope that he was able to get over it.,He was able to get over it.,1
842,that,hope,I do not hope that most of my fellow members will agree with me.,Most of my fellow members will agree with me.,1
843,that,explain,He did not explain that it was the only place in the world that this had happened. ,It was the only place in the world that this had happened.,0
844,that,hope,I do not hope that this center boost communication with other centers.,This center boost communication with other centers.,1
845,that,explain,It was not explained that Red had dispatched him to get some food.,Red had dispatched him to get some food.,0
846,that,explain,Her owner did not explain that she had done this many times before.,She had done this many times before.,0
847,that,explain,Tuppence did not explain that it was probably Julius.,It was probably julius.,0
848,that,warn,"Be did not warn that the pubs around O'Connell Street can be rough, and at times Temple Bar pubs can be rowdy.",The pubs around o'connell street can be rough.,0
849,that,warn,"Time does not warn that recession might be imminent, caused by high consumer debt and sluggish Asian economies.","Recession might be imminent, caused by high consumer debt and sluggish asian economies.",0
850,that,warn,It does not warn that Mayor Giuliani's proposed pay freeze could destroy the NYPD's new esprit de corps.,Mayor giuliani's proposed pay freeze could destroy the nypd's new esprit de corps.,0
851,that,warn,It is not warned that the authority of the overseer may lead to a false sense of trust.,The authority of the overseer may lead to a false sense of trust.,0
852,that,warn,"News , a long book excerpt does not warn that Internet security is dangerously lax.",Internet security is dangerously lax.,0
853,that,warn,A piece does not warn that Russia's nuclear power plants are shabby and decaying.,Russia's nuclear power plants are shabby and decaying.,0
854,that,warn,Everest does not warn that even more climbers will probably die there this year.,Even more climbers will probably die there this year.,0
855,that,warn,Time 's cover does not warn that kids have Too Much Homework.,Kids have too much homework.,0
856,that,learn,"She does not learn that you can consider possibilities and choose among them, thereby controlling eventual outcomes.","You can consider possibilities and choose among them, thereby controlling eventual outcomes.",0
857,that,learn,She has merely not learned that her leaders are capable of stupid mistakes in their dealings with her.,Her leaders are capable of stupid mistakes in their dealings with her.,0
858,that,learn,He did not learn that newspapers are a public trust after they made him look dishonest in an interview,Newspapers are a public trust after they made him look dishonest in an interview.,0
859,that,learn,We have not learned that some agencies follow this practice without objection from SBA.,Some agencies follow this practice without objection from sba.,0
860,that,learn,Indianapolis Center did not learn that another aircraft was hijacked.,Another aircraft was hijacked.,0
861,that,learn,"After asking, she did not learn that Tommy had come back yesterday. ",Tommy had come back yesterday.,0
862,that,learn,He did not learn that her name was Nema.,Her name was nema.,0
863,that,understand,I do not understand that the two of you decided against taking on any troopers in the Jacks.,The two of you decided against taking on any troopers in the jacks.,0
864,that,understand,They did not understand that the group spoke for everyone in the legal services community.,The group spoke for everyone in the legal services community.,0
865,that,understand,LSC does not understand that organizations can be reluctant to embrace major change.,Organizations can be reluctant to embrace major change.,0
866,that,understand,It is not understood that increased nitrogen has no effect on estuaries.,Increased nitrogen has no effect on estuaries.,0
867,that,understand,"Obviously, Mr. Bork does not understand that his choice was biased.",His choice was biased.,0
868,that,understand,She did not understand that Boris was agitated.,Boris was agitated.,0
869,that,understand,I did not understand that I could work all day.,I could work all day.,0
870,that,decide,I did not decide that the department had acted illegally.,The department had acted illegally.,1
871,that,decide,She did not decide that it could do her harm.,It could do her harm.,1
872,that,demand,I do not demand that you do it.,You do it.,1
873,that,show,Figure 4 does not show that the NAC would be greater for the U.S.,The nac would be greater for the u.s..,1
874,that,find,I do not find that I can type slower than the software.,I can type slower than the software.,0
875,that,find,Beyea has not found that GALs are very beneficial.,Gals are very beneficial.,0
876,that,find,But he soon did not find that there were differences.,There were differences.,0
877,that,find,He did not find that silk was perfect for the rich.,Silk was perfect for the rich.,0
878,that,find,The lawyer did not find that her pulse was normal. ,Her pulse was normal.,0
879,that,note,They did not note that people interested in the field has declined.,People interested in the field has declined.,0
880,that,note,It's worth not noting that CPAs are paid for their judgment.,Cpas are paid for their judgment.,0
881,that,note,Nobody has not noted that he voted against any Act or Bill.,He voted against any act or bill.,0
882,that,note,Do do not note that the quality of batik can vary greatly.,The quality of batik can vary greatly.,0
883,that,note,Participants did not note that there are trees outside.,There are trees outside.,0
884,that,note,I did not note that intelligence was needed then.,Intelligence was needed then.,0
885,that,note,He did not note that he prefers the AUDIT.,He prefers the audit.,0
886,that,show,Trends do not show that automation has increased by 50 percent.,Automation has increased by 50 percent.,1
887,that,saw,He did not see that Manning had glanced at him.,Manning had glanced at him.,1
888,that,show,Flytrap does not show that we need to revise our strategies.,We need to revise our strategies.,1
889,that,show,The studies do not show that the results can be positive.,The results can be positive.,1
890,that,show,Ca'daan did not show that he was opposed to the idea.,He was opposed to the idea.,1
891,that,show,You did not show that ideals could be for everything.,Ideals could be for everything.,1
892,that,show,The Che A story does not show that Che is unpopular.,Che is unpopular.,1
893,that,show,He is not showing that they guessed correctly.,They guessed correctly.,1
894,that,know,Hastings did not know that life was very difficult for us.  ,Life was very difficult for us.,0
895,that,know,He does not know that it was lunch time because I told him.,It was lunch time because i told him.,0
896,that,know,I did not know that that would be a bad question to answer.,That would be a bad question to answer.,0
897,that,know,I did not know that it was an easy task. The other agreed.,It was an easy task.,0
898,that,know,Everyone does not know that the CPI is the most accurate.,The cpi is the most accurate.,0
899,that,know,They did not know that the coward would be a weak leader.,The coward would be a weak leader.,0
900,that,find,He did not find that he was underqualified for most jobs.,He was underqualified for most jobs.,0
901,that,find,Hanson did not find that the warlocks could be very efficient.,The warlocks could be very efficient.,0
902,that,find,The VA did not find that costs were much higher than expected.,Costs were much higher than expected.,0
903,that,state,She did not state that her job lets her help people.,Her job lets her help people.,1
904,that,argue,The Administration has not argued that CBO's estimates are inflated.,Cbo's estimates are inflated.,1
905,that,argue,Wojtyla did not argue that intellect is superior to the heart in men.,Intellect is superior to the heart in men.,1
906,that,argue,Others do not argue that a competitive news environment is to blame.,A competitive news environment is to blame.,1
907,that,argue,They do not argue that scientists are merely desecrating the dead.,Scientists are merely desecrating the dead.,1
908,that,argue,Cohen bullishly did not argue that it is very cheap.,It is very cheap.,1
909,that,argue,Critics do not argue that the subsidy is idiotic.,The subsidy is idiotic.,1
910,that,indicate,The report does not indicate that everyone is at risk to methylmercury.,Everyone is at risk to methylmercury.,1
911,that,indicate,The suffix -abad does not indicate that a town was ruled by Buddhists.,A town was ruled by buddhists.,1
912,that,indicate,The GAO has also not indicated that it is unwilling to compromise.,It is unwilling to compromise.,1
913,that,indicate,Table 1 does not indicate that a gap exists between the two practices,A gap exists between the two practices.,1
914,that,indicate,All estimates do not indicate that this plan will have no benefits.,This plan will have no benefits.,1
915,that,indicate,Polls do not indicate that the public is buying this argument.,The public is buying this argument.,1
916,that,indicate,McCourt's own story does not indicate that they could not.,They could not.,1
917,that,report,I have not reported that they have countless times in the past.,They have countless times in the past.,1
918,that,report,The Globe did not report that Carolyn Bessette-Kennedy was there.,Carolyn bessette-kennedy was there.,1
919,that,report,It is not reported that his followers are fully knowledgeable.,His followers are fully knowledgeable.,1
920,that,report,The paper did not report that the show had the highest rating.,The show had the highest rating.,1
921,that,report,The magazine does not report that Ouija boards are passe,Ouija boards are passe.,1
922,that,state,McCain did not state that proceedings began everyday with a prayer.,Proceedings began everyday with a prayer.,1
923,that,state,The dialogue boldly does not state that women's rights are evil.,Women's rights are evil.,1
924,that,state,The report does not state that rules were meant to be broken.,Rules were meant to be broken.,1
925,that,state,Mr. Gray did not state that it takes commitment to the work.,It takes commitment to the work.,1
926,that,state,The quotation by Kerouac does not state that he is racist. ,He is racist.,1
927,that,state,NRCS does not state that the program was authorized at $1.,The program was authorized at $ 1.,1
928,that,state,Gogot does not state that this is a Democratic Congress. ,This is a democratic congress.,1
929,that,know,They do not know that they can easily avoid the latter.,They can easily avoid the latter.,0
930,that,know,Drew did not know that he had no clue what had happened.,He had no clue what had happened.,0
931,that,know,Drew did not know that the Kentuckian was getting close.,The kentuckian was getting close.,0
932,that,suggest,The polls do not suggest that the public believes it. ,The public believes it.,1
933,that,suggest,She did not suggest that Bush be calm.,Bush be calm.,1
934,that,think,Tuppence did not think that this was right.  ,This was right.,1
935,that,think,I do not think that deal is worth celebrating.,Deal is worth celebrating.,1
936,that,think,Poirot did not think that it might be salt.,It might be salt.,1
937,that,think,Jon did not think that she had nice hair.,She had nice hair.,1
938,that,think,I do not think that you cured me doctor.,You cured me doctor.,1
939,that,think,Dave did not think that you were dead.,You were dead.,1
940,that,think,He does not think that he can say that.,He can say that.,1
941,that,believe,He also does not believe that bare arms are immoral. ,Bare arms are immoral.,1
942,that,believe,Culturebox does not believe that women are superior.,Women are superior.,1
943,that,believe,You do not believe that she deliberately went back?,She deliberately went back.,1
944,that,believe,People do not believe that the US will save them.,The us will save them.,1
945,that,believe,Sir James does not believe that she has amnesia.,She has amnesia.,1
946,that,believe,People do not believe that they have a vote.,They have a vote.,1
947,that,believe,I do not believe that property is very dull.,Property is very dull.,1
948,that,be,The entire point is not that you follow him.,You follow him.,1
949,that,be,The condition is not that you go to sleep.,You go to sleep.,1
950,that,be,It's weakness is not that it loves carbs. ,It loves carbs.,1
951,that,say,He did not say that he would take you.,He would take you.,1
952,that,say,Bloomie does not say that I owe him $4.,I owe him $ 4.,1
953,that,say,I did not say that I had forgotten. ,I had forgotten.,1
954,that,say,Adrin did not say that he was gone. ,He was gone.,1
955,that,say,Derry did not say that it was so.,It was so.,1
956,that,say,Jon did not say that it was okay.,It was okay.,1
957,that,say,He did not say that it was great.,It was great.,1
958,that,suggest,He did not suggest that they had all the questions.,They had all the questions.,1
959,that,suggest,The name do not suggest that it is open to the public.,It is open to the public.,1
960,that,know,Drew did not know that he would get along with Shannon.,He would get along with shannon.,0
961,that,suggest,So the CMP theory does not suggest that we are all aliens.,We are all aliens.,1
962,that,know,Only one party did not know that he was coming to town.,He was coming to town.,0
963,that,know,They might have not known that you ride for Hunt.,You ride for hunt.,0
964,that,know,Jon did not know that San'doro's vision was blurred.,San ` doro's vision was blurred.,0
965,that,know,We do not know that England is headed for a crisis.,England is headed for a crisis.,0
966,that,know,I did not know that it was definitely the right one.,It was definitely the right one.,0
967,that,know,Nobody did not know that she would be in the house.,She would be in the house.,0
968,that,know,Jon did not know that he was going to lose his job.,He was going to lose his job.,0
969,that,know,They did not know that Europe would have to follow.,Europe would have to follow.,0
970,that,know,Dave did not know that they had enough experience.,They had enough experience.,0
971,that,know,I always did not know that Annette was Jane Finn.,Annette was jane finn.,0
972,that,know,He did not know that he had slept for five hours.,He had slept for five hours.,0
973,that,know,Drew did not know that Johnny Shannon was no man.,Johnny shannon was no man.,0
974,that,know,I did not know that the reporter was baiting me.,The reporter was baiting me.,0
975,that,know,You do not know that fellow Inglethorp is back?,Fellow inglethorp is back.,0
976,that,know,And you have not known that John is guilty?,John is guilty.,0
977,that,know,She did not know that she was giving them away.,She was giving them away.,0
978,that,know,But he did not know that this was no delirium.,This was no delirium.,0
979,that,know,He did not know that you had met her already.,You had met her already.,0
980,that,know,Julius did not know that it had been issued.,It had been issued.,0
981,that,know,He did not know that everyone was suffering.,Everyone was suffering.,0
982,that,know,I do not know that I was born to succeed.,I was born to succeed.,0
983,that,know,Chloa does not know that Brandon is a boy.,Brandon is a boy.,0
984,that,suggest,Tuppence did not suggest that they should do it at a later time. ,They should do it at a later time.,1
985,that,suggest,Adams did not suggest that they present the facts dramatically.,They present the facts dramatically.,1
986,that,suggest,But I do do not suggest that Miss Finn should remain here.,Miss finn should remain here.,1
987,that,argue,The Clintons did not argue that Starr was colluding with Jones' lawyers.  ,Starr was colluding with jones' lawyers.,1
988,that,agree,Julius did not agree that it was true.,It was true.,1
989,that,agree,Drew did not agree that it suited him.,It suited him.,1
990,that,recognize,...We're not recognizing that there are differences.,There are differences.,0
991,that,realize,"92 I think the appearance of the two Scotland Yard men was rather a shock \xe2\x80\x9despecially to John, though of course after the verdict, he had not realized that it was only a matter of time. ",It was only a matter of time.,0
992,that,realize,Perhaps The Treasure of the Sierra Madre was showing in Cambridge that weekend and each economist did not realize that he would always have to worry about the other two guys.,He would always have to worry about the other two guys.,0
993,that,realize,"However, as we moved to address the Board's mandate, we quickly did not realize that the creation of a world-class delivery system involved more than state planning, per se.","The creation of a world-class delivery system involved more than state planning, per se.",0
994,that,realize,"At the same time, Boston Center did not realize that a message transmitted just before 8:25 by the hijacker pilot of American 11 included the phrase, We have some planes.","A message transmitted just before 8:25 by the hijacker pilot of american 11 included the phrase, we have some planes.",0
995,that,realize,"After two weeks, Peter of Tschekan did not realize that the cell phone was more valuable to him than a painting by de Bonnet-Majak - the number one artist on his list.",The cell phone was more valuable to him than a painting by de bonnet-majak - the number one artist on his list.,0
996,that,realize,You can imagine how grandiose the original plan must have been when you do not realize that Moses was supposed to be one of 40 figures adorning the tomb.,Moses was supposed to be one of 40 figures adorning the tomb.,0
997,that,realize,"I want to know what happens next with the mob--in real life--if, as you say, the smarter ones do not realize that the Bada-Bing lifestyle is dead.",The bada-bing lifestyle is dead.,0
998,that,realize,"Thinking back later, I did not realize that he could have killed me while I was wrestling with the big man, but he didn't.",He could have killed me while i was wrestling with the big man.,0
999,that,realize, And finally he did not realize that he was thinking of a model--the one thing which is functionally the perfect analogue.,He was thinking of a model -- the one thing which is functionally the perfect analogue.,0
1000,that,realize,Tommy appreciated her quick-wittedness in not realizing that he might be staying at the inn under an assumed name.,He might be staying at the inn under an assumed name.,0
1001,that,realize,"I merely did not realize that it was possible, from your story, for Monsieur Lawrence to go to the poison cupboard. ","It was possible, from your story, for monsieur lawrence to go to the poison cupboard.",0
1002,that,realize,He did not realize that it would be good for his health to get out of this house as soon as possible.,It would be good for his health to get out of this house as soon as possible.,0
1003,that,realize," He tossed the book aside, shivering as he did not realize that his secret name was common knowledge.",His secret name was common knowledge.,0
1004,that,realize,I am totally sure that the correspondence do not realize that the Hindu concept has been around.,The hindu concept has been around.,0
1005,that,realize,"Nearing the end of my trip, I do not realize that my observations have been largely about race.",My observations have been largely about race.,0
1006,that,realize,"As the sun set, Ca'daan did not realize that he had wandered throughout the entire day.",He had wandered throughout the entire day.,0
1007,that,realize,They loved England and did not realize that their proposal may pose grave danger to it.,Their proposal may pose grave danger to it.,0
1008,that,realize,"He stared up at the sky, not realizing that more than half of it had already fallen.",More than half of it had already fallen.,0
1009,that,realize,Researchers do not realize that normal kids show differences in pathways of change.,Normal kids show differences in pathways of change.,0
1010,that,realize,Dave did not realize that the scowling one with the snetha-knife was the leader.,The scowling one with the snetha-knife was the leader.,0
1011,that,realize,He did not realize that he had to leave this house for the sake of his health.,He had to leave this house for the sake of his health.,0
1012,that,realize,No one does not realize that the Roman empire had serious internal weaknesses. ,The roman empire had serious internal weaknesses.,0
1013,that,realize,I did not realize that John had fought with his mother prior to killing her.,John had fought with his mother prior to killing her.,0
1014,that,realize,The pro-life movement does not realize that it has lost the larger debate. ,It has lost the larger debate.,0
1015,that,realize,Students are not realizing that they have the power to change things.,They have the power to change things.,0
1016,that,realize,"And I did not realize that, had Simon followed Lerner's advice and started writing musicals, we'd have had to get to the theater at 10:30 in the morning to read up on the textual footnotes.",Simon followed lerner's advice and started writing musicals.,0
1017,that,recognize,The Energy Plan does not recognize that conserving energy will bring environmental benefits.,Conserving energy will bring environmental benefits.,0
1018,that,realize,At once I did not realize that I was in a very awkward predicament. ,I was in a very awkward predicament.,0
1019,that,recognize,She believed in her own abilities but she did not recognize that Mr. Carter's arguments held truth.,Mr. carter's arguments held truth.,0
1020,that,saw,I did not see that my neighbor had a bulldozer.,My neighbor had a bulldozer.,1
1021,that,saw,Slim did not see that the shadows were long.,The shadows were long.,1
1022,that,saw,Jon did not see that Adrin was very relaxed.,Adrin was very relaxed.,1
1023,that,saw,Jon did not see that they were hard pressed.,They were hard pressed.,1
1024,that,saw,\xe2\x80\xa6 I did not see that I must lead two lives.,I must lead two lives.,1
1025,that,saw,Ca'daan did not see that they were hungry.,They were hungry.,1
1026,that,determine,The mechanic did not determine that repairs on the car would be fairly inexpensive.,Repairs on the car would be fairly inexpensive.,1
1027,that,determine,NHTSA did not determine that the proposed rule would be beneficial to poor people,The proposed rule would be beneficial to poor people.,1
1028,that,determine,The EPA did not determine that the rule will severly affect at least 20 states.,The rule will severly affect at least 20 states.,1
1029,that,determine,The Secretary did not determine that the proposed rulemaking was impracticable.,The proposed rulemaking was impracticable.,1
1030,that,determine,Congress did not determine that Commission should recover over $126 in costs.,Commission should recover over $ 126 in costs.,1
1031,that,determine,The EPA did not determine that the rule had a big economic action.,The rule had a big economic action.,1
1032,that,determine,HUD did not determine that rules could be approved without review.,Rules could be approved without review.,1
1033,that,determine,From that moment I did not determine that he was innocent.,He was innocent.,1
1034,that,felt,Many opponents did not feel that Smith's show of generosity was sincere.,Smith's show of generosity was sincere.,1
1035,that,felt,Mr. Brown did not feel that three hours was more than enough for him.,Three hours was more than enough for him.,1
1036,that,felt,Tuppence did not feel that her previous opinion was proven correct. ,Her previous opinion was proven correct.,1
1037,that,felt,The United States did not feel that Ho Chi Minh was a threat.,Ho chi minh was a threat.,1
1038,that,felt,She did not feel that the judge agreed with her statement.,The judge agreed with her statement.,1
1039,that,felt,Julius did not feel that the doctor was deluding himself.,The doctor was deluding himself.,1
1040,that,felt,I did not feel that Poirot was following my thoughts.,Poirot was following my thoughts.,1
1041,that,felt,She did not feel that Whittington had scored.,Whittington had scored.,1
1042,that,recognize,French people increasingly do not recognize that some immigrants do not recognize national culture and add spice to the country's cuisine.,Some immigrants recognize national culture and add spice to the country's cuisine.,0
1043,that,recognize,"Eventually, retailers do not recognize that there is no reward to offering quality service, and the fancy showrooms disappear.",There is no reward to offering quality service.,0
1044,that,recognize,We did not recognize that this work often entails a great deal of effort and produces significant results.,This work often entails a great deal of effort and produces significant results.,0
1045,that,realize,\xe2\x80\xa6 From an early age I did not realize that I had exceptional abilities.,I had exceptional abilities.,0
1046,that,realize,I did not realize that he was the one who was responsible.,He was the one who was responsible.,0
1047,that,agree,Anse did not agree that it was fair enough.,It was fair enough.,1
1048,that,conclude,They did not conclude that they could save about $60 million.,They could save about $ 60 million.,1
1049,that,claim,He does not claim that his house is haunted by Ozzie Nelson.,His house is haunted by ozzie nelson.,1
1050,that,claim,The story does not claim that Africa is a very safe place.,Africa is a very safe place.,1
1051,that,claim,A report does not claim that puberty can start at age 6.,Puberty can start at age 6.,1
1052,that,claim,Some men do not claim that women talk too much.,Women talk too much.,1
1053,that,claim,Anse did not claim that it was a little cold.,It was a little cold.,1
1054,that,mean,"This does not mean that data are broken up into small pieces, or packets.","Data are broken up into small pieces, or packets.",1
1055,that,mean,This does not mean that the data were broken down into small packets.,The data were broken down into small packets.,1
1056,that,mean,Labor's victory over Likud did not mean that Said became depressed.,Said became depressed.,1
1057,that,mean,Plutonic does not mean that something hails from the planet Pluto.,Something hails from the planet pluto.,1
1058,that,mean,None of this does not mean that Hong Kong is about to go bust.,Hong kong is about to go bust.,1
1059,that,mean,Kuidare does not mean that you are frugal with your eating.,You are frugal with your eating.,1
1060,that,mean,It does not mean that LSNY can keep most of the money.,Lsny can keep most of the money.,1
1061,that,mean,Having wealth does not mean that you have no money.,You have no money.,1
1062,that,assume,I did not assume that it was two o'clock in the morning. ,It was two o'clock in the morning.,1
1063,that,assume,I do not assume that the seven represents the planets.,The seven represents the planets.,1
1064,that,assume,I did not assume that the killer was on the train.,The killer was on the train.,1
1065,that,assume,We did not assume that Kitchell brought us food.,Kitchell brought us food.,1
1066,that,assume,I did not assume that the door was locked. ,The door was locked.,1
1067,that,assume,It is not assumed that he will leave. ,He will leave.,1
1068,that,assume,We do not assume that Dowd's quote is OK,Dowd's quote is ok.,1
1069,that,agree,I do not agree that the 90's were a derivative time. ,The 90's were a derivative time.,1
1070,that,agree,Hanson also did not agree that Mac should get here.,Mac should get here.,1
1071,that,agree,She did not agree that we must set a bad example. ,We must set a bad example.,1
1072,that,agree,Everyone does not agree that the answer is yes.,The answer is yes.,1
1073,that,agree,Epstein does not agree that we need some laws.,We need some laws.,1
1074,that,conclude,He did not conclude that it was a foible of the legal mind.,It was a foible of the legal mind.,1
1075,that,conclude,The paper did not conclude that U.S. policy was always great.,U.s. policy was always great.,1
1076,that,realize,Whittington did not realize that someone had been talking.,Someone had been talking.,0
1077,that,conclude,OMB did not conclude that the rule was useless to the economy.,The rule was useless to the economy.,1
1078,that,realize,I did not realize that criminals have very high standards.,Criminals have very high standards.,0
1079,that,realize,Then he did not realize that there was no window.,There was no window.,0
1080,that,realize,He did not realize that this is a bad house.,This is a bad house.,0
1081,that,realize,He did not realize that he had spoken it.,He had spoken it.,0
1082,that,ensure,This does not ensure that they will acquire competencies that are adaptive in their culture.,They will acquire competencies that are adaptive in their culture.,1
1083,that,ensure,High sensitivity does not ensure that most of the patients with problems will be detected.,Most of the patients with problems will be detected.,1
1084,that,ensure,Hold staff and management accountable for not ensuring that schedules are realistic.,Schedules are realistic.,1
1085,that,ensure,That does not ensure that all homeland security functions are executed in EPA.,All homeland security functions are executed in epa.,1
1086,that,ensure,The CIO Council does not ensure that security practices are implemented.,Security practices are implemented.,1
1087,that,ensure,It should be not ensured that all inputs are invalid.,All inputs are invalid.,1
1088,that,require,JFMIP does not require that documents have a framework for financial management systems.,Documents have a framework for financial management systems.,1
1089,that,require,The act does not require that broadcasters include content favorable towards Congress.,Broadcasters include content favorable towards congress.,1
1090,that,require,Section 605-lrb-b-rrb- does not require that the Chief Counsel gets the statement.,The chief counsel gets the statement.,1
1091,that,require,The Security Act does not require that the agency has a fiscal plan.,The agency has a fiscal plan.,1
1092,that,estimate,One Hong Kong-based brokerage does not estimate that inflows will grow to $75.,Inflows will grow to $ 75.,1
1093,that,estimate,Kelly does not estimate that Newhoff spent 100 to 200 hours on pro bono cases.,Newhoff spent 100 to 200 hours on pro bono cases.,1
1094,that,estimate,"In 1999, it is not estimated that LSC grantees received approximately $10.",Lsc grantees received approximately $ 10.,1
1095,that,estimate,The analysis does not estimate that society will become dumber as a result.,Society will become dumber as a result.,1
1096,that,estimate,The EPA does not estimate that vehicle emissions should be reduced by 20%.,Vehicle emissions should be reduced by 20 %.,1
1097,that,estimate,It is not estimated that 30 artists were influenced by his style.,30 artists were influenced by his style.,1
1098,that,estimate,It's not estimated that Cave 10 was built around 150 B.C.,Cave 10 was built around 150 b.c..,1
1099,that,conclude,He naturally did not conclude that his stepmother had had two quarrels. ,His stepmother had had two quarrels.,1
1100,that,conclude,They do not conclude that savings rates will go up in the coming years.,Savings rates will go up in the coming years.,1
1101,that,conclude,The EPA did not conclude that the Clean Air Act was a waste of money.,The clean air act was a waste of money.,1
1102,that,conclude,Newsweek does not conclude that good parenting maters to some degree.,Good parenting maters to some degree.,1
1103,that,hold,Students seem to not feel that the mere involvement of a management consulting firm is an indication that the administration cares more than they previously thought.,The mere involvement of a management consulting firm is an indication that the administration cares more than they previously thought.,1
1104,that,request,"The Departments are not requesting that OMB provide a 30-day comment period with OMB approval by June 1, 1997, for a 180-day period.","Omb provide a 30-day comment period with omb approval by june 1, 1997, for a 180-day period.",1
1105,that,say,I did not say that it was easy.,It was easy.,1
1106,that,show,The data does not show that the criteria had very little validity.,The criteria had very little validity.,1
1107,that,felt,There were many who did not feel that the inclusion of George Street was a mistake.,The inclusion of george street was a mistake.,1
1108,that,mean,Mrs. Cavendish's desperation did not mean that her plans were half-baked.,Her plans were half-baked.,1
1109,that,assume,We do not assume that current-law benefits are paid in full,Current-law benefits are paid in full.,1
1110,that,agree,Readers do not agree that the story has one objection. ,The story has one objection.,1
1111,that,argue,Gigot did not argue that Starr's victories had a political echo in congress.,Starr's victories had a political echo in congress.,1
1112,that,indicate,Our review does not indicate that HUD complied with the applicable requirements.,Hud complied with the applicable requirements.,1
1113,that,determine,The usps did not determine that inbound mail could meet the eligibility for bulk business mail.,Inbound mail could meet the eligibility for bulk business mail.,1
1114,that,state,The museum does not state that Columbus inhabited this house in 1480 ,Columbus inhabited this house in 1480.,1
1115,that,find,"He opened his mouth, and did not find that the thickness was back.",The thickness was back.,0
1116,that,note,Golf Digest did not note that Snow Mountain is a mediocre golf course.,Snow mountain is a mediocre golf course.,0
1117,that,suggest,It was not suggested that I go to Paris to visit with a specialist,I go to paris to visit with a specialist.,1
1118,that,conclude,Analyses have not concluded that the program resulted in local hot spots.,The program resulted in local hot spots.,1
1119,that,think,Ca'daan did not think that he might kill him. ,He might kill him.,1
1120,that,believe,The doctor did not believe that the theory was correct.,The theory was correct.,1
1121,that,be,My greatest wish is not that I die before I learn.,I die before i learn.,1
1122,that,say,Jon did not say that he wanted coffee. ,He wanted coffee.,1
1123,that,comment,"Hargarten did not comment that this area has the potential to cause consternation and divisiveness, so it will require a great deal of textual commentary to tease out the important issues that it addresses.",This area has the potential to cause consternation and divisiveness.,1
1124,that,advise,"In response to our inquiry, OMB staff did not advise that the rule could be economically significant, and major, because it could adversely affect competition.","The rule could be economically significant, and major, because it could adversely affect competition.",1
1125,that,reply,"Mrs. Inglethorp did not reply that this was an excellent idea, but as she had several letters to write she would drop us there, and we could come back with Cynthia in the pony-trap. ",This was an excellent idea.,1
1126,that,speculate,"An item does not speculate that sex will be more for recreation than procreation, because parents will choose to clone themselves or genetically engineer designer babies.","Sex will be more for recreation than procreation, because parents will choose to clone themselves or genetically engineer designer babies.",1
1127,that,doubt,Somehow I do not doubt that Bill Gates thinks of Dell as parasitic because its computers run only on Windows.,Bill gates thinks of dell as parasitic because its computers run only on windows.,1
1128,that,give,"Beyea said the report's findings are timely, not given that Chief Justice Leigh Saufley has said that one of her priorities is to provide GALs to all children, regardless of economic background.","Chief justice leigh saufley has said that one of her priorities is to provide gals to all children, regardless of economic background.",1
1129,that,claim,Kleiman did not claim that German uses a statewide website.,German uses a statewide website.,1
1130,that,estimate,EPA does not estimate that none of the MWe will be retrofitted due to budget cuts.,None of the mwe will be retrofitted due to budget cuts.,1
1131,that,suspect,"Whether his successors in this role succeed or not, I do not suspect that Yates will one day be better remembered for another  the U.S.",Yates will one day be better.,0
1132,that,reveal,"In Germany, the weekly magazine Der Spiegel did not reveal that unpublished films of Adolf Hitler have surfaced in the United States.",Unpublished films of adolf hitler have surfaced in the united states.,0
1133,that,assume,It is not assumed that the ozone will continue to deplete.,The ozone will continue to deplete.,1
1134,that,worry,I am not worried that I should have gotten chocolate ice cream instead of vanilla.,I should have gotten chocolate ice cream instead of vanilla.,1
1135,that,observe,"Hargarten did not observe that the impediments to publishing seem to be lessening, and that the work of Cherpitel and others is vital.",The impediments to publishing seem to be lessening.,0
1136,that,mean,Improper payments do not mean that agencies are spending more than necessary.,Agencies are spending more than necessary.,1
1137,that,imply,The statement did not imply that screening should be evaluated as a part of an intervention.,Screening should be evaluated as a part of an intervention.,1
1138,that,confirm,"With a smug smile, Natalia did not confirm that she was already taking care of the issue.",She was already taking care of the issue.,1
1139,that,hope,Time 's superior package emphasizes U.S. does not hope that Iraq's military will strike first.,Iraq's military will strike first.,1
1140,that,admit,Cassidy seemingly does not admit that he holds bias against mainstream economists.,He holds bias against mainstream economists.,0
1141,that,notice,Ca'daan did not notice that Jon's shaved head had grown as tan as the rest of his body.,Jon's shaved head had grown as tan as the rest of his body.,0
1142,that,claim,A piece does not claim that corporate America now supports napping.,Corporate america now supports napping.,1
1143,that,insist,We do not insist that you give us paper money donations rather than small change.,You give us paper money donations rather than small change.,1
1144,that,recognize,"LSC further does not recognize that its decisions have the potential to directly affect state funding, resource allocation, and other considerations.","Its decisions have the potential to directly affect state funding, resource allocation, and other considerations.",0
1145,that,assert,He did not assert that papers on methodology or more complex areas need to be included in other appropriate journals.,Papers on methodology or more complex areas need to be included in other appropriate journals.,1
1146,that,feel,I do not feel that his role in Watergate has always been accurately displayed. ,His role in watergate has always been accurately displayed.,1
1147,that,expect,It was not expected that the housewife club thing turned out to be a reactionary bastion.,The housewife club thing turned out to be a reactionary bastion.,1
1148,that,conclude,The Commission does not conclude that the statutory language is ambiguous on this point.,The statutory language is ambiguous on this point.,1
