Unnamed: 0,complete_signature,premise,hypothesis,label,signature
15103,Contradiction.Entailment.Neutral,<t> A woman refuses to cook eggs,The woman is cooking something </t>,1,Minus/Neutral
15104,Contradiction.Entailment.Neutral,<t> A woman declines to cook eggs,The woman is cooking something </t>,1,Minus/Neutral
15106,Entailment.Entailment.Entailment,<t> A woman shows that she is cooking eggs,The woman is cooking something </t>,0,Plus/Neutral
15107,Entailment.Entailment.Entailment,<t> A woman determines that she is cooking eggs,The woman is cooking something </t>,0,Plus/Neutral
15108,Entailment.Entailment.Entailment,<t> A woman confirms that she is cooking eggs,The woman is cooking something </t>,0,Plus/Neutral
15109,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is cooking eggs,The woman is cooking something </t>,0,Plus/Neutral
15110,Entailment.Entailment.Entailment,<t> A woman helps to cook eggs,The woman is cooking something </t>,0,Plus/Neutral
15111,Entailment.Entailment.Entailment,<t> A woman haves to cook eggs,The woman is cooking something </t>,0,Plus/Neutral
15112,Entailment.Entailment.Entailment,<t> A woman ensures that she is cooking eggs,The woman is cooking something </t>,0,Plus/Neutral
15113,Entailment.Entailment.Entailment,<t> A woman tends to cook eggs,The woman is cooking something </t>,0,Plus/Neutral
15207,Entailment.Entailment.Entailment,<t> A boy realizes that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15208,Entailment.Entailment.Entailment,<t> A boy knows that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15209,Entailment.Entailment.Entailment,<t> A boy remembers that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15210,Entailment.Entailment.Entailment,<t> A boy notices that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15211,Entailment.Entailment.Entailment,<t> A boy reveals that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15212,Entailment.Entailment.Entailment,<t> A boy finds that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15213,Entailment.Entailment.Entailment,<t> A boy admits that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15214,Entailment.Entailment.Entailment,<t> A boy observes that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15215,Entailment.Entailment.Entailment,<t> A boy sees that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15216,Entailment.Entailment.Entailment,<t> A boy learns that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15217,Entailment.Entailment.Entailment,<t> A boy acknowledges that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15218,Entailment.Entailment.Entailment,<t> A boy understands that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15219,Entailment.Entailment.Entailment,<t> A boy notes that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15220,Entailment.Entailment.Entailment,<t> A boy recognizes that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15221,Entailment.Entailment.Entailment,<t> A boy discovers that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Plus
15222,Entailment.Entailment.Entailment,<t> A boy manages to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15223,Entailment.Entailment.Entailment,<t> A boy begins to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15224,Entailment.Entailment.Entailment,<t> A boy starts to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15225,Entailment.Entailment.Entailment,<t> A boy serves to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15226,Entailment.Entailment.Entailment,<t> A boy learns to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15227,Entailment.Entailment.Entailment,<t> A boy dares to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15228,Entailment.Entailment.Entailment,<t> A boy uses to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15229,Entailment.Entailment.Entailment,<t> A boy gets to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15230,Entailment.Entailment.Entailment,<t> A boy comes to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Minus
15231,Contradiction.Entailment.Contradiction,<t> A boy forgets to talk to a leaf,A young man is talking to a leaf </t>,2,Minus/Plus
15232,Contradiction.Entailment.Contradiction,<t> A boy fails to talk to a leaf,A young man is talking to a leaf </t>,2,Minus/Plus
15240,Contradiction.Entailment.Neutral,<t> A boy refuses to talk to a leaf,A young man is talking to a leaf </t>,1,Minus/Neutral
15241,Contradiction.Entailment.Neutral,<t> A boy declines to talk to a leaf,A young man is talking to a leaf </t>,1,Minus/Neutral
15243,Entailment.Entailment.Entailment,<t> A boy shows that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15244,Entailment.Entailment.Entailment,<t> A boy determines that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15245,Entailment.Entailment.Entailment,<t> A boy confirms that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15246,Entailment.Entailment.Entailment,<t> A boy demonstrates that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15247,Entailment.Entailment.Entailment,<t> A boy helps to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15248,Entailment.Entailment.Entailment,<t> A boy haves to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15249,Entailment.Entailment.Entailment,<t> A boy ensures that he is talking to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15250,Entailment.Entailment.Entailment,<t> A boy tends to talk to a leaf,A young man is talking to a leaf </t>,0,Plus/Neutral
15344,Entailment.Entailment.Entailment,<t> A motorcyclist realizes that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15345,Entailment.Entailment.Entailment,<t> A motorcyclist knows that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15346,Entailment.Entailment.Entailment,<t> A motorcyclist remembers that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15347,Entailment.Entailment.Entailment,<t> A motorcyclist notices that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15348,Entailment.Entailment.Entailment,<t> A motorcyclist reveals that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15349,Entailment.Entailment.Entailment,<t> A motorcyclist finds that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15350,Entailment.Entailment.Entailment,<t> A motorcyclist admits that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15351,Entailment.Entailment.Entailment,<t> A motorcyclist observes that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15352,Entailment.Entailment.Entailment,<t> A motorcyclist sees that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15353,Entailment.Entailment.Entailment,<t> A motorcyclist learns that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15354,Entailment.Entailment.Entailment,<t> A motorcyclist acknowledges that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15355,Entailment.Entailment.Entailment,<t> A motorcyclist understands that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15356,Entailment.Entailment.Entailment,<t> A motorcyclist notes that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15357,Entailment.Entailment.Entailment,<t> A motorcyclist recognizes that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15358,Entailment.Entailment.Entailment,<t> A motorcyclist discovers that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Plus
15359,Entailment.Entailment.Entailment,<t> A motorcyclist manages to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15360,Entailment.Entailment.Entailment,<t> A motorcyclist begins to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15361,Entailment.Entailment.Entailment,<t> A motorcyclist starts to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15362,Entailment.Entailment.Entailment,<t> A motorcyclist serves to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15363,Entailment.Entailment.Entailment,<t> A motorcyclist learns to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15364,Entailment.Entailment.Entailment,<t> A motorcyclist dares to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15365,Entailment.Entailment.Entailment,<t> A motorcyclist uses to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15366,Entailment.Entailment.Entailment,<t> A motorcyclist gets to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15367,Entailment.Entailment.Entailment,<t> A motorcyclist comes to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Minus
15380,Entailment.Entailment.Entailment,<t> A motorcyclist shows that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15381,Entailment.Entailment.Entailment,<t> A motorcyclist determines that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15382,Entailment.Entailment.Entailment,<t> A motorcyclist confirms that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15383,Entailment.Entailment.Entailment,<t> A motorcyclist demonstrates that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15384,Entailment.Entailment.Entailment,<t> A motorcyclist helps to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15385,Entailment.Entailment.Entailment,<t> A motorcyclist haves to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15386,Entailment.Entailment.Entailment,<t> A motorcyclist ensures that he is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15387,Entailment.Entailment.Entailment,<t> A motorcyclist tends to ride a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0,Plus/Neutral
15481,Entailment.Entailment.Entailment,<t> A man realizes that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15482,Entailment.Entailment.Entailment,<t> A man knows that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15483,Entailment.Entailment.Entailment,<t> A man remembers that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15484,Entailment.Entailment.Entailment,<t> A man notices that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15485,Entailment.Entailment.Entailment,<t> A man reveals that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15486,Entailment.Entailment.Entailment,<t> A man finds that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15487,Entailment.Entailment.Entailment,<t> A man admits that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15488,Entailment.Entailment.Entailment,<t> A man observes that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15489,Entailment.Entailment.Entailment,<t> A man sees that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15490,Entailment.Entailment.Entailment,<t> A man learns that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15491,Entailment.Entailment.Entailment,<t> A man acknowledges that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15492,Entailment.Entailment.Entailment,<t> A man understands that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15493,Entailment.Entailment.Entailment,<t> A man notes that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15494,Entailment.Entailment.Entailment,<t> A man recognizes that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15495,Entailment.Entailment.Entailment,<t> A man discovers that he is slicing onions,A man is cutting onions </t>,0,Plus/Plus
15496,Entailment.Entailment.Entailment,<t> A man manages to slice onions,A man is cutting onions </t>,0,Plus/Minus
15497,Entailment.Entailment.Entailment,<t> A man begins to slice onions,A man is cutting onions </t>,0,Plus/Minus
15498,Entailment.Entailment.Entailment,<t> A man starts to slice onions,A man is cutting onions </t>,0,Plus/Minus
15499,Entailment.Entailment.Entailment,<t> A man serves to slice onions,A man is cutting onions </t>,0,Plus/Minus
15500,Entailment.Entailment.Entailment,<t> A man learns to slice onions,A man is cutting onions </t>,0,Plus/Minus
15501,Entailment.Entailment.Entailment,<t> A man dares to slice onions,A man is cutting onions </t>,0,Plus/Minus
15502,Entailment.Entailment.Entailment,<t> A man uses to slice onions,A man is cutting onions </t>,0,Plus/Minus
15503,Entailment.Entailment.Entailment,<t> A man gets to slice onions,A man is cutting onions </t>,0,Plus/Minus
15504,Entailment.Entailment.Entailment,<t> A man comes to slice onions,A man is cutting onions </t>,0,Plus/Minus
15505,Contradiction.Entailment.Contradiction,<t> A man forgets to slice onions,A man is cutting onions </t>,2,Minus/Plus
15506,Contradiction.Entailment.Contradiction,<t> A man fails to slice onions,A man is cutting onions </t>,2,Minus/Plus
15514,Contradiction.Entailment.Neutral,<t> A man refuses to slice onions,A man is cutting onions </t>,1,Minus/Neutral
15515,Contradiction.Entailment.Neutral,<t> A man declines to slice onions,A man is cutting onions </t>,1,Minus/Neutral
15517,Entailment.Entailment.Entailment,<t> A man shows that he is slicing onions,A man is cutting onions </t>,0,Plus/Neutral
15518,Entailment.Entailment.Entailment,<t> A man determines that he is slicing onions,A man is cutting onions </t>,0,Plus/Neutral
15519,Entailment.Entailment.Entailment,<t> A man confirms that he is slicing onions,A man is cutting onions </t>,0,Plus/Neutral
15520,Entailment.Entailment.Entailment,<t> A man demonstrates that he is slicing onions,A man is cutting onions </t>,0,Plus/Neutral
15521,Entailment.Entailment.Entailment,<t> A man helps to slice onions,A man is cutting onions </t>,0,Plus/Neutral
15522,Entailment.Entailment.Entailment,<t> A man haves to slice onions,A man is cutting onions </t>,0,Plus/Neutral
15523,Entailment.Entailment.Entailment,<t> A man ensures that he is slicing onions,A man is cutting onions </t>,0,Plus/Neutral
15524,Entailment.Entailment.Entailment,<t> A man tends to slice onions,A man is cutting onions </t>,0,Plus/Neutral
15618,Entailment.Neutral.Entailment,<t> A waterfall realizes that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15619,Entailment.Neutral.Entailment,<t> A waterfall knows that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15620,Entailment.Neutral.Entailment,<t> A waterfall remembers that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15621,Entailment.Neutral.Entailment,<t> A waterfall notices that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15622,Entailment.Neutral.Entailment,<t> A waterfall reveals that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15623,Entailment.Neutral.Entailment,<t> A waterfall finds that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15624,Entailment.Neutral.Entailment,<t> A waterfall admits that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15625,Entailment.Neutral.Entailment,<t> A waterfall observes that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15626,Entailment.Neutral.Entailment,<t> A waterfall sees that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15627,Entailment.Neutral.Entailment,<t> A waterfall learns that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15628,Entailment.Neutral.Entailment,<t> A waterfall acknowledges that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15629,Entailment.Neutral.Entailment,<t> A waterfall understands that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15630,Entailment.Neutral.Entailment,<t> A waterfall notes that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15631,Entailment.Neutral.Entailment,<t> A waterfall recognizes that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15632,Entailment.Neutral.Entailment,<t> A waterfall discovers that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Plus
15633,Entailment.Neutral.Entailment,<t> A waterfall manages to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15634,Entailment.Neutral.Entailment,<t> A waterfall begins to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15635,Entailment.Neutral.Entailment,<t> A waterfall starts to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15636,Entailment.Neutral.Entailment,<t> A waterfall serves to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15637,Entailment.Neutral.Entailment,<t> A waterfall learns to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15639,Entailment.Neutral.Entailment,<t> A waterfall uses to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15640,Entailment.Neutral.Entailment,<t> A waterfall gets to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15641,Entailment.Neutral.Entailment,<t> A waterfall comes to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Minus
15642,Contradiction.Neutral.Contradiction,<t> A waterfall forgets to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",2,Minus/Plus
15643,Contradiction.Neutral.Contradiction,<t> A waterfall fails to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",2,Minus/Plus
15651,Contradiction.Neutral.Neutral,<t> A waterfall refuses to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",1,Minus/Neutral
15652,Contradiction.Neutral.Neutral,<t> A waterfall declines to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",1,Minus/Neutral
15654,Entailment.Neutral.Entailment,<t> A waterfall shows that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15655,Entailment.Neutral.Entailment,<t> A waterfall determines that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15656,Entailment.Neutral.Entailment,<t> A waterfall confirms that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15657,Entailment.Neutral.Entailment,<t> A waterfall demonstrates that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15658,Entailment.Neutral.Entailment,<t> A waterfall helps to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15659,Entailment.Neutral.Entailment,<t> A waterfall haves to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15660,Entailment.Neutral.Entailment,<t> A waterfall ensures that he is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15661,Entailment.Neutral.Entailment,<t> A waterfall tends to flow into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",0,Plus/Neutral
15755,Entailment.Entailment.Entailment,<t> A dog realizes that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15756,Entailment.Entailment.Entailment,<t> A dog knows that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15757,Entailment.Entailment.Entailment,<t> A dog remembers that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15758,Entailment.Entailment.Entailment,<t> A dog notices that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15759,Entailment.Entailment.Entailment,<t> A dog reveals that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15760,Entailment.Entailment.Entailment,<t> A dog finds that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15761,Entailment.Entailment.Entailment,<t> A dog admits that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15762,Entailment.Entailment.Entailment,<t> A dog observes that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15763,Entailment.Entailment.Entailment,<t> A dog sees that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15764,Entailment.Entailment.Entailment,<t> A dog learns that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15765,Entailment.Entailment.Entailment,<t> A dog acknowledges that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15766,Entailment.Entailment.Entailment,<t> A dog understands that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15767,Entailment.Entailment.Entailment,<t> A dog notes that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15768,Entailment.Entailment.Entailment,<t> A dog recognizes that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15769,Entailment.Entailment.Entailment,<t> A dog discovers that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Plus
15770,Entailment.Entailment.Entailment,<t> A dog manages to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15771,Entailment.Entailment.Entailment,<t> A dog begins to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15772,Entailment.Entailment.Entailment,<t> A dog starts to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15773,Entailment.Entailment.Entailment,<t> A dog serves to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15774,Entailment.Entailment.Entailment,<t> A dog learns to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15775,Entailment.Entailment.Entailment,<t> A dog dares to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15776,Entailment.Entailment.Entailment,<t> A dog uses to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15777,Entailment.Entailment.Entailment,<t> A dog gets to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15778,Entailment.Entailment.Entailment,<t> A dog comes to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Minus
15780,Contradiction.Entailment.Contradiction,<t> A dog fails to stand on the side of a mountain,A dog is standing on a mountain </t>,2,Minus/Plus
15788,Contradiction.Entailment.Neutral,<t> A dog refuses to stand on the side of a mountain,A dog is standing on a mountain </t>,1,Minus/Neutral
15789,Contradiction.Entailment.Neutral,<t> A dog declines to stand on the side of a mountain,A dog is standing on a mountain </t>,1,Minus/Neutral
15791,Entailment.Entailment.Entailment,<t> A dog shows that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15792,Entailment.Entailment.Entailment,<t> A dog determines that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15793,Entailment.Entailment.Entailment,<t> A dog confirms that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15794,Entailment.Entailment.Entailment,<t> A dog demonstrates that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15795,Entailment.Entailment.Entailment,<t> A dog helps to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15796,Entailment.Entailment.Entailment,<t> A dog haves to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15797,Entailment.Entailment.Entailment,<t> A dog ensures that it is standing on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15798,Entailment.Entailment.Entailment,<t> A dog tends to stand on the side of a mountain,A dog is standing on a mountain </t>,0,Plus/Neutral
15892,Entailment.Entailment.Entailment,<t> A dog realizes that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15893,Entailment.Entailment.Entailment,<t> A dog knows that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15894,Entailment.Entailment.Entailment,<t> A dog remembers that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15895,Entailment.Entailment.Entailment,<t> A dog notices that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15896,Entailment.Entailment.Entailment,<t> A dog reveals that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15897,Entailment.Entailment.Entailment,<t> A dog finds that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15898,Entailment.Entailment.Entailment,<t> A dog admits that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15899,Entailment.Entailment.Entailment,<t> A dog observes that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15900,Entailment.Entailment.Entailment,<t> A dog sees that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15901,Entailment.Entailment.Entailment,<t> A dog learns that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15902,Entailment.Entailment.Entailment,<t> A dog acknowledges that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15903,Entailment.Entailment.Entailment,<t> A dog understands that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15904,Entailment.Entailment.Entailment,<t> A dog notes that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15905,Entailment.Entailment.Entailment,<t> A dog recognizes that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15906,Entailment.Entailment.Entailment,<t> A dog discovers that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Plus
15907,Entailment.Entailment.Entailment,<t> A dog manages to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15908,Entailment.Entailment.Entailment,<t> A dog begins to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15909,Entailment.Entailment.Entailment,<t> A dog starts to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15910,Entailment.Entailment.Entailment,<t> A dog serves to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15911,Entailment.Entailment.Entailment,<t> A dog learns to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15912,Entailment.Entailment.Entailment,<t> A dog dares to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15913,Entailment.Entailment.Entailment,<t> A dog uses to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15914,Entailment.Entailment.Entailment,<t> A dog gets to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
15915,Entailment.Entailment.Entailment,<t> A dog comes to run on the sea shore,A dog is running on the beach </t>,0,Plus/Minus
